,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1111,Unlabeled 1111,Unlabeled 1111,Unlabeled 1112,Unlabeled 1112,Unlabeled 1112,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114,Unlabeled 1115,Unlabeled 1115,Unlabeled 1115,Unlabeled 1116,Unlabeled 1116,Unlabeled 1116,Unlabeled 1117,Unlabeled 1117,Unlabeled 1117,Unlabeled 1118,Unlabeled 1118,Unlabeled 1118
,ID,D4E356BA9B1B72B11EE,D4E356BA9B1B72B11EE,D4E356BA9B1B72B11EE,D53356BA9B1B72B11EE,D53356BA9B1B72B11EE,D53356BA9B1B72B11EE,D55356BA9B1B72B11EE,D55356BA9B1B72B11EE,D55356BA9B1B72B11EE,D56356BA9B1B72B11EE,D56356BA9B1B72B11EE,D56356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D60356BA9B1B72B11EE,D60356BA9B1B72B11EE,D60356BA9B1B72B11EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
164,1.366,-35.145565,123.647758,37.401569,-34.360825,136.534744,21.413288,-31.615881,135.123917,17.447121,-37.691872,137.35994,17.718019,-57.053272,131.970947,15.808771,-34.321804,138.033997,14.393048,-33.567467,129.130753,-3.416575,-17.607784,123.596802,11.638074
165,1.375,-35.291763,123.264694,37.825523,-34.305782,135.230362,21.19825,-31.327974,134.090073,17.214428,-37.560898,136.131332,17.566311,-57.072277,131.509048,15.117168,-34.166985,136.965912,14.45263,-33.217789,128.551605,-3.631568,-16.909903,122.5019,12.501052
166,1.383,-35.450943,122.940697,38.136234,-34.266575,134.013931,21.010765,-31.048452,133.125,16.982853,-37.417801,134.957062,17.434853,-57.020481,130.946671,14.676931,-34.029655,135.889145,14.550459,-32.911251,128.029037,-3.822631,-16.32152,121.509613,13.312782
167,1.391,-35.657272,122.656677,38.385773,-34.23378,132.759125,20.819244,-30.814228,132.056564,16.847464,-37.314968,133.746506,17.330521,-56.980122,130.262558,14.426865,-33.90387,134.746964,14.650393,-32.584263,127.486565,-3.98275,-15.754305,120.464149,14.188586
168,1.399,-35.944519,122.421791,38.502785,-34.18325,131.442261,20.660091,-30.585115,130.956985,16.731581,-37.208691,132.4944,17.240637,-56.931641,129.482574,14.253605,-33.784977,133.502441,14.730367,-32.28331,126.927856,-4.138459,-15.233164,119.367859,15.116395
169,1.408,-36.497311,122.148148,38.503353,-34.11422,129.914062,20.482782,-30.361483,129.630463,16.655521,-37.117828,131.032532,17.133093,-56.877846,128.564789,14.121641,-33.627995,131.997131,14.771895,-31.912285,126.277229,-4.302186,-14.717634,118.077995,16.188885
170,1.416,-37.053829,121.785591,38.443775,-34.04921,128.544342,20.335236,-30.215651,128.423035,16.654865,-37.021446,129.705414,17.009907,-56.799484,127.6772,14.018147,-33.483276,130.611618,14.757329,-31.578646,125.688622,-4.45063,-14.353278,116.883179,17.084642
171,1.425,-37.527428,121.203125,38.280903,-33.972534,126.998177,20.204096,-30.098825,126.99778,16.678652,-36.890514,128.201538,16.901482,-56.678314,126.68573,13.868685,-33.289883,128.988159,14.713356,-31.167114,125.010696,-4.608103,-14.17072,115.570938,17.87664
172,1.433,-37.737637,120.539284,38.115795,-33.899101,125.598824,20.084412,-30.069101,125.661896,16.74131,-36.787224,126.874207,16.80155,-56.441109,125.773582,13.664666,-33.028942,127.452049,14.598123,-30.791914,124.445808,-4.728181,-14.068252,114.628288,18.344215
173,1.441,-37.867962,119.783234,38.013725,-33.843636,124.219444,19.96747,-30.107939,124.320175,16.880306,-36.629791,125.524139,16.659014,-56.114864,124.869644,13.42451,-32.832371,125.928436,14.523366,-30.410931,123.868431,-4.87053,-13.945439,113.757133,18.755344
174,1.449,-37.951969,118.951775,37.991394,-33.793877,122.863625,19.854303,-30.149889,122.88903,16.983412,-36.491837,124.157372,16.574127,-55.755966,123.976303,13.150928,-32.684116,124.361465,14.439299,-30.046606,123.323357,-5.025393,-13.831839,112.86441,19.153427
175,1.458,-38.024399,117.940262,38.063141,-33.729736,121.371758,19.73657,-30.216944,121.197914,17.111219,-36.277325,122.568871,16.458513,-55.33532,122.935745,12.793976,-32.562023,122.64962,14.368561,-29.497946,122.661957,-5.125592,-13.683766,111.755196,19.650194
176,1.466,-38.091476,116.986938,38.16103,-33.810581,119.878296,19.599054,-30.341551,119.692863,17.239912,-36.096241,121.123207,16.413094,-54.975254,122.008728,12.490461,-32.499199,121.08519,14.312694,-28.920872,122.099625,-5.127319,-13.478318,110.743187,20.117205
177,1.475,-38.143257,115.854279,38.279144,-33.746876,118.340126,19.491596,-30.47028,117.956627,17.353508,-35.825512,119.52317,16.347466,-54.569851,120.921326,12.135367,-32.411808,119.369255,14.324898,-28.060442,121.397148,-4.918237,-13.243473,109.563065,20.585512
178,1.483,-38.184402,114.805641,38.38446,-33.659172,116.961143,19.358768,-30.546988,116.46875,17.466074,-35.588627,118.061317,16.340097,-54.208458,119.932953,11.811099,-32.346786,117.794968,14.428398,-27.171663,120.545197,-4.550518,-13.012897,108.571053,21.009537
179,1.491,-38.226597,113.71447,38.474121,-33.470119,115.59079,19.30389,-30.578058,115.04464,17.511229,-35.35495,116.628174,16.356298,-53.820026,118.92598,11.505578,-32.222015,116.19297,14.559524,-26.352724,119.523407,-4.144289,-12.757404,107.609627,21.410391
180,1.5,-38.246799,112.44017,38.565971,-33.288826,114.011383,19.299871,-30.546547,113.474449,17.56678,-35.106491,115.029099,16.365593,-53.355484,117.738449,11.167214,-32.046062,114.459229,14.695233,-25.503067,118.276993,-3.702282,-12.478363,106.468407,21.79347
181,1.508,-38.294353,111.25853,38.639355,-33.094944,112.621201,19.349216,-30.371603,112.099052,17.585682,-34.860168,113.533463,16.368065,-52.919071,116.679657,10.871811,-31.853422,112.943474,14.82164,-24.82538,117.090988,-3.351462,-12.268368,105.449928,22.163374
182,1.516,-38.347446,110.037682,38.716061,-32.909676,111.200699,19.469431,-30.129265,110.684479,17.583862,-34.652374,112.109253,16.380014,-52.473457,115.565559,10.582046,-31.637474,111.418976,14.897847,-24.12092,115.870941,-3.025827,-11.853509,104.547226,22.552477
183,1.524,-38.414539,108.772491,38.780796,-32.719872,109.773048,19.594772,-29.855907,109.165398,17.59354,-34.445442,110.67382,16.392181,-52.048187,114.439117,10.298441,-31.428162,109.879532,14.882299,-23.420694,114.587593,-2.712057,-11.498382,103.595985,22.948576
184,1.533,-38.487041,107.341911,38.839989,-32.512779,108.158478,19.734179,-29.543316,107.470177,17.647757,-34.201744,108.987961,16.409412,-51.577454,113.145622,9.995445,-31.116348,108.153305,14.828629,-22.655531,113.088348,-2.335264,-11.251534,102.417946,23.40296
185,1.541,-38.563652,106.026932,38.860573,-32.340137,106.725395,19.855722,-29.297001,105.956062,17.74729,-34.00481,107.514061,16.445124,-51.173855,111.955429,9.737931,-30.836296,106.63353,14.819531,-21.98163,111.685905,-1.964782,-11.108215,101.338753,23.770592
186,1.55,-38.600498,104.544708,38.852215,-32.145111,105.081429,19.989408,-29.004053,104.263153,17.884571,-33.758465,105.855537,16.556204,-50.70219,110.586609,9.447021,-30.517202,104.897247,14.828211,-21.237875,110.043869,-1.491883,-10.888753,100.144554,24.23246
187,1.558,-38.608204,103.205963,38.820869,-32.002716,103.597748,20.10783,-28.70067,102.729454,18.045412,-33.525883,104.339706,16.674784,-50.285019,109.355507,9.190769,-30.19338,103.305397,14.880569,-20.642845,108.510506,-1.023993,-10.664748,99.098358,24.676394
188,1.566,-38.591961,101.867279,38.779163,-31.7981,102.10228,20.206038,-28.400808,101.16713,18.194277,-33.231895,102.805565,16.793499,-49.868542,108.117203,8.955177,-29.81098,101.706566,14.956026,-20.039803,106.894455,-0.551116,-10.416585,98.060875,25.131821
189,1.575,-38.577522,100.346611,38.699429,-31.53776,100.383507,20.344662,-28.12875,99.503227,18.430984,-32.92429,101.018654,16.934307,-49.374016,106.631409,8.709827,-29.383001,99.89994,15.098101,-19.340355,104.990448,-0.027094,-10.132586,96.939919,25.631556
190,1.583,-38.551521,98.986496,38.634815,-31.271795,98.869026,20.430946,-27.877918,97.99688,18.612534,-32.539368,99.436165,17.059303,-48.935665,105.275726,8.489814,-29.036724,98.284904,15.272596,-18.703856,103.212753,0.407063,-9.874146,95.970657,26.070932
191,1.591,-38.532795,97.618134,38.60276,-31.002575,97.300659,20.596582,-27.63541,96.527725,18.856474,-32.163078,97.794563,17.187929,-48.445518,103.870819,8.290804,-28.695148,96.684311,15.480682,-18.086021,101.415314,0.816209,-9.650497,94.987122,26.48004
192,1.6,-38.498035,96.071175,38.600319,-30.733559,95.551811,20.801786,-27.344826,94.808342,19.105907,-31.727938,95.94117,17.361835,-47.881569,102.253761,8.103787,-28.368032,94.850281,15.71416,-17.370054,99.31675,1.230258,-9.397816,93.867561,26.956282
193,1.608,-38.459099,94.656006,38.601788,-30.466085,93.973373,20.963326,-27.084499,93.312393,19.318642,-31.347237,94.254257,17.522772,-47.368027,100.746178,7.924535,-28.118065,93.21254,15.913187,-16.734587,97.421005,1.580312,-9.149852,92.861992,27.381834
194,1.616,-38.37571,93.231323,38.597969,-30.201553,92.385574,21.161591,-26.802326,91.789032,19.561636,-30.945602,92.567833,17.715111,-46.818398,99.148407,7.747,-27.869204,91.570976,16.132204,-16.092344,95.478317,1.912192,-8.934282,91.873245,27.80999
195,1.625,-38.320751,91.593132,38.603165,-29.897495,90.624031,21.408499,-26.462206,90.113327,19.818827,-30.477896,90.666191,17.957848,-46.205372,97.335243,7.565378,-27.564177,89.741508,16.337612,-15.359203,93.226608,2.285574,-8.717175,90.77684,28.238382
196,1.633,-38.223389,90.12751,38.579636,-29.621929,89.062042,21.561705,-26.12392,88.569992,20.063526,-30.086617,88.983032,18.211769,-45.606239,95.638687,7.408254,-27.282637,88.076065,16.565283,-14.701822,91.177788,2.590931,-8.502458,89.78801,28.637537
197,1.641,-38.126831,88.638992,38.565247,-29.337498,87.487396,21.72278,-25.78758,87.082382,20.263029,-29.638016,87.287422,18.428812,-45.026703,93.899368,7.241836,-26.943085,86.417068,16.783112,-14.04818,89.078995,2.906314,-8.313262,88.798347,29.01457
198,1.649,-38.014965,87.152885,38.566391,-29.04669,85.938988,21.904732,-25.439062,85.620338,20.476841,-29.203064,85.595901,18.663876,-44.423359,92.109322,7.118644,-26.581621,84.758545,17.025303,-13.396293,86.951981,3.19398,-8.146026,87.79937,29.361803
199,1.658,-37.925388,85.464066,38.55006,-28.737984,84.193642,22.109695,-25.084389,83.975441,20.708012,-28.681751,83.688644,18.954283,-43.7048,90.021568,6.971045,-26.218161,82.954651,17.281277,-12.65521,84.510025,3.522351,-7.972494,86.668442,29.732059
200,1.666,-37.831417,83.939514,38.54454,-28.376637,82.618355,22.255459,-24.749807,82.456413,20.959574,-28.253899,82.028999,19.208008,-43.070656,88.135147,6.832591,-25.912268,81.461266,17.473106,-12.006454,82.305977,3.831078,-7.809112,85.644821,30.074579
201,1.675,-37.679428,82.205223,38.496197,-28.024309,80.887558,22.457806,-24.3922,80.80735,21.216919,-27.782627,80.190453,19.487358,-42.340797,85.949638,6.705158,-25.495377,79.718437,17.482903,-11.271171,79.781807,4.144144,-7.67374,84.495911,30.424932
202,1.683,-37.543297,80.667892,38.429497,-27.739191,79.360733,22.609592,-24.069851,79.368828,21.423506,-27.367214,78.683662,19.688019,-41.659172,83.95504,6.583886,-25.198101,78.280869,17.555002,-10.62316,77.51638,4.445848,-7.558361,83.452538,30.714369
203,1.691,-37.414406,79.136642,38.376625,-27.447975,77.89669,22.753525,-23.774496,77.957573,21.591351,-26.930141,77.174515,19.907885,-40.956627,81.94574,6.475299,-24.79976487,77.3463447,17.8068183,-10.270151,76.779869,5.130558,-7.44854,82.405518,31.016779
204,1.7,-37.291706,77.437988,38.3102,-27.102629,76.291763,22.777321,-23.388954,76.322296,21.787392,-26.317669,76.0802,20.47913,-40.17683,79.627594,6.406202,-24.241575,76.668701,18.461075,-10.431754,77.010574,6.101469,-7.343323,81.244362,31.360331
205,1.708,-37.119148,75.987473,38.231037,-26.748756,76.440796,23.305798,-22.880945,75.796799,21.711922,-25.771889,76.294502,20.567051,-39.533405,77.528992,6.370163,-23.800762,77.033684,18.947233,-10.551584,77.112862,6.78395,-7.260467,80.189743,31.690699
206,1.716,-37.079582,75.641747,38.383884,-26.402792,76.86306,23.893461,-22.41691,76.619629,22.324532,-25.682222,76.393997,20.287971,-38.801834,76.250893,6.213069,-23.283413,77.34391,19.446239,-10.435953,77.287338,7.48651,-7.166431,79.097916,32.085003
207,1.725,-37.227146,76.047638,38.585926,-26.008442,77.118469,24.447739,-21.668764,76.836807,22.605309,-25.747654,76.519569,19.852165,-37.799965,76.627838,6.132984,-22.931194,77.576866,19.973572,-10.189014,77.501396,8.203925,-7.084655,77.84333,32.535324
208,1.733,-37.44622,76.611298,38.518776,-25.697887,77.037918,24.630604,-21.11009,76.775925,22.749905,-25.862885,76.518044,19.51026,-37.267036,76.915932,6.427444,-22.74081,77.865791,20.412722,-9.930056,77.698776,8.800988,-7.007065,76.720985,32.957207
209,1.741,-37.528027,77.157448,38.27087,-25.452164,76.90818,24.700552,-20.704769,76.606728,22.931236,-26.017513,76.453331,19.271091,-36.926559,76.984573,6.89696,-22.503904,78.024521,20.62396,-9.666382,77.833878,9.305434,-7.019189,76.084915,33.44437
210,1.75,-37.247814,77.358955,37.888847,-25.239733,76.754501,24.691612,-20.506495,76.38839,23.161478,-26.174522,76.43914,19.150105,-36.751869,77.052536,7.38996,-22.002649,77.557991,20.120029,-9.365427,77.879158,9.749026,-7.201049,76.419411,33.940876
211,1.758,-36.829342,77.187134,37.653023,-25.060638,76.633453,24.578554,-20.387177,76.227921,23.317116,-26.293999,76.467781,19.129793,-36.758801,77.155594,7.713869,-21.809893,77.529289,20.0173,-9.149226,77.875641,9.993392,-7.289106,76.732292,34.337402
212,1.766,-36.550838,76.892677,37.518368,-24.928852,76.512299,24.471127,-20.330755,76.283813,23.476465,-26.330454,76.450729,19.187361,-36.798801,77.248131,7.949744,-21.682882,77.461617,19.939676,-8.974113,77.798599,10.135958,-7.316413,76.961159,34.586182
213,1.774,-36.452084,76.651649,37.487457,-24.791653,76.406929,24.344183,-20.280502,76.364685,23.610662,-26.291758,76.389984,19.332285,-36.897804,77.286308,8.094112,-21.648623,77.350159,19.898815,-8.887488,77.734993,10.189354,-7.250525,77.057251,34.726898
214,1.783,-36.509392,76.557449,37.517521,-24.675304,76.345039,24.245687,-20.257061,76.436821,23.720739,-26.144632,76.315392,19.55092,-37.000092,77.325806,8.136692,-21.632492,77.181351,19.846062,-8.744062,77.631615,10.256519,-7.144691,77.04837,34.947491
215,1.791,-36.678493,76.566971,37.612259,-24.591963,76.332161,24.189676,-20.239717,76.453468,23.809866,-25.934708,76.306931,19.713806,-37.138168,77.379646,8.064245,-21.582954,76.998955,19.81135,-8.608807,77.524376,10.257439,-7.05035,76.954498,35.248543
216,1.8,-36.968296,76.670631,37.812553,-24.555387,76.352707,24.141203,-20.178499,76.415421,23.888218,-25.648149,76.346054,19.906219,-37.305485,77.379181,7.946976,-21.489439,76.754753,19.782995,-8.457452,77.421638,10.175675,-6.976596,76.813644,35.777687
217,1.808,-37.230541,76.679741,38.045418,-24.529345,76.333252,24.114851,-20.071497,76.337692,23.949102,-25.384644,76.385826,20.041006,-37.476212,77.369019,7.756313,-21.372343,76.50412,19.78237,-8.369694,77.365906,10.051209,-6.942749,76.709541,36.333893
218,1.816,-37.522842,76.623878,38.340343,-24.498703,76.282272,24.129898,-19.976435,76.294518,23.987356,-25.14242,76.385864,20.145622,-37.594067,77.282158,7.50983,-21.180143,76.357162,19.842115,-8.337149,77.271011,9.895558,-6.900282,76.638863,36.951004
219,1.825,-37.769146,76.441345,38.718689,-24.493469,76.243401,24.169607,-19.885773,76.265442,24.017548,-24.8571,76.360695,20.272423,-37.762199,77.077652,7.201765,-20.919487,76.418701,20.022465,-8.361508,77.218719,9.620658,-6.816262,76.474442,37.674149
220,1.833,-37.737831,76.468353,38.939022,-24.488977,76.224953,24.238281,-19.827583,76.270287,24.037895,-24.622032,76.30394,20.372347,-37.918083,76.860985,6.84385,-20.667347,76.526619,20.245872,-8.293077,77.220467,9.382364,-6.738986,76.226044,38.265518
221,1.841,-37.665207,76.4515,39.067303,-24.491333,76.237343,24.370855,-19.796394,76.281662,24.081703,-24.411045,76.260178,20.500801,-38.089329,76.59877,6.566967,-20.406937,76.557831,20.455732,-8.16389,77.285568,9.136961,-6.671801,76.131432,38.573353
222,1.85,-37.607746,76.362648,39.143448,-24.486551,76.233376,24.527433,-19.789551,76.286491,24.153992,-24.236757,76.276901,20.679815,-38.164574,76.458954,6.390402,-20.13014,76.499283,20.689514,-8.004706,77.398148,8.83908,-6.690641,76.291374,38.493614
223,1.858,-37.601223,76.366577,39.097317,-24.506044,76.226936,24.63205,-19.780533,76.272507,24.222166,-24.1444,76.263435,20.798857,-38.125381,76.57209,6.426996,-20.017742,76.468544,20.830208,-7.834783,77.424553,8.491559,-6.70288,76.407829,38.319527
224,1.866,-37.655182,76.384583,39.023342,-24.524775,76.221466,24.70713,-19.79739,76.259079,24.259325,-24.134621,76.263512,20.884502,-38.13409,76.659439,6.512576,-19.984041,76.463867,20.906712,-7.659174,77.442299,8.100517,-6.693982,76.414505,38.133327
225,1.875,-37.703773,76.401207,38.971348,-24.54076,76.226555,24.740471,-19.823589,76.257217,24.251398,-24.171772,76.253273,20.912928,-38.174915,76.647064,6.590075,-20.067476,76.48777,20.84815,-7.469634,77.409096,7.629653,-6.690053,76.363457,38.014992
226,1.883,-37.711426,76.403244,38.96117,-24.544853,76.226791,24.72467,-19.838968,76.255501,24.222637,-24.235889,76.27121,20.868374,-38.211933,76.599495,6.590561,-20.156294,76.477982,20.764261,-7.291606,77.278267,7.168375,-6.677142,76.278839,38.015656
227,1.891,-37.69923,76.397537,38.970684,-24.539501,76.222397,24.681393,-19.858547,76.266846,24.168623,-24.296883,76.283226,20.80748,-38.20916,76.539436,6.547035,-20.278799,76.455238,20.677647,-7.146779,77.057663,6.727434,-6.6416,76.170387,38.094547
228,1.899,-37.683979,76.393661,38.985031,-24.537764,76.218376,24.628147,-19.860979,76.267288,24.144003,-24.346802,76.287178,20.734545,-38.166351,76.510033,6.500724,-20.414724,76.438309,20.574003,-7.009958,76.718323,6.40471,-6.679489,76.156578,38.164516
229,1.908,-37.683346,76.38765,38.976154,-24.547295,76.213875,24.579702,-19.862337,76.264549,24.138611,-24.385353,76.284096,20.66647,-38.166656,76.508865,6.504867,-20.547766,76.423935,20.485256,-6.874042,76.331459,6.199702,-6.707964,76.166237,38.198845
230,1.916,-37.694244,76.394829,38.973255,-24.562042,76.208527,24.549458,-19.86446,76.264374,24.148148,-24.43449,76.2817,20.621237,-38.190498,76.538185,6.535636,-20.620615,76.436104,20.439308,-7.038747,76.356918,6.353459,-6.688261,76.17469,38.190521
231,1.925,-37.69915,76.394577,38.976566,-24.573107,76.206604,24.544659,-19.865713,76.264343,24.159044,-24.451551,76.281998,20.622593,-38.198238,76.541191,6.543537,-20.650261,76.457535,20.417971,-7.156529,76.367935,6.569688,-6.677002,76.176147,38.166637
232,1.933,-37.695564,76.39283,38.983597,-24.573017,76.205917,24.55932,-19.865786,76.266579,24.161831,-24.440434,76.286491,20.644915,-38.180008,76.514854,6.526568,-20.638695,76.454956,20.416452,-7.141488,76.350555,6.725453,-6.682669,76.170006,38.159695
233,1.941,-37.688473,76.387169,38.979496,-24.568405,76.210037,24.584141,-19.862682,76.266991,24.161781,-24.408785,76.277496,20.693941,-38.176136,76.512772,6.52317,-20.60038,76.45105,20.436977,-7.079206,76.325645,6.821326,-6.682098,76.17099,38.16618
234,1.95,-37.694462,76.391357,38.977005,-24.561314,76.210304,24.602587,-19.861927,76.268486,24.158693,-24.385054,76.278862,20.713108,-38.177425,76.516022,6.526714,-20.542795,76.437347,20.476933,-6.995745,76.309395,6.785758,-6.678592,76.173157,38.171181
235,1.958,-37.69453,76.392593,38.979645,-24.557442,76.212669,24.604643,-19.860077,76.267799,24.15641,-24.361973,76.281281,20.704088,-38.177025,76.515213,6.525457,-20.489084,76.428688,20.516794,-6.947968,76.277565,6.685475,-6.680913,76.16964,38.166199
236,1.966,-37.69289,76.393105,38.979828,-24.555649,76.211281,24.596077,-19.860722,76.267097,24.156103,-24.362574,76.280647,20.706602,-38.175671,76.515114,6.52352,-20.449791,76.425385,20.548067,-6.951602,76.252449,6.56695,-6.679654,76.169846,38.163475
237,1.975,-37.693943,76.39341,38.975418,-24.560722,76.20977,24.586424,-19.860092,76.266785,24.155926,-24.368185,76.2798,20.694265,-38.176655,76.514885,6.52477,-20.437328,76.42897,20.561373,-7.000236,76.265182,6.505877,-6.692905,76.162651,38.167969
238,1.983,-37.693203,76.393875,38.976608,-24.56682,76.210609,24.581926,-19.861975,76.267479,24.154316,-24.384922,76.27887,20.696495,-38.177628,76.516647,6.522439,-20.44595,76.426872,20.553507,-7.022962,76.250969,6.521379,-6.703855,76.159149,38.175793
239,1.991,-37.693661,76.39183,38.97797,-24.567692,76.208611,24.5837,-19.862877,76.266106,24.153418,-24.389727,76.280373,20.688601,-38.176491,76.515327,6.52403,-20.47014,76.426628,20.534199,-7.003837,76.24836,6.558577,-6.70834,76.159271,38.177216
240,2,-37.695293,76.392159,38.978664,-24.565815,76.210175,24.589357,-19.864754,76.268486,24.154469,-24.38666,76.279358,20.686829,-38.179382,76.516647,6.525065,-20.49205,76.430016,20.520111,-6.992947,76.241776,6.584712,-6.70317,76.162628,38.174339
241,2.008,-37.695236,76.392578,38.97744,-24.563976,76.209488,24.592052,-19.864651,76.267258,24.156242,-24.38126,76.279472,20.69088,-38.17754,76.514969,6.525955,-20.503765,76.433167,20.512529,-6.984147,76.245979,6.58661,-6.700643,76.164482,38.17202
242,2.016,-37.694893,76.391312,38.980045,-24.563654,76.209816,24.590689,-19.8633,76.267479,24.158346,-24.378292,76.280159,20.694948,-38.177826,76.515671,6.525581,-20.498047,76.429283,20.521147,-6.997605,76.247093,6.571699,-6.698594,76.16497,38.171448
243,2.024,-37.694313,76.391693,38.982677,-24.564793,76.209602,24.589869,-19.862616,76.267738,24.157726,-24.376085,76.281097,20.695711,-38.177757,76.515404,6.526932,-20.489239,76.427612,20.530817,-7.002346,76.24865,6.567184,-6.697929,76.163521,38.170589
244,2.033,-37.695408,76.392189,38.979588,-24.564106,76.208672,24.589691,-19.861135,76.267609,24.156832,-24.376179,76.280533,20.6929,-38.176014,76.514832,6.527595,-20.479904,76.427917,20.536699,-6.996763,76.250107,6.571804,-6.697349,76.163673,38.170204
245,2.041,-37.69371,76.392876,38.978912,-24.562431,76.20929,24.589876,-19.860929,76.267403,24.15703,-24.384005,76.278244,20.698917,-38.177288,76.515518,6.525896,-20.475355,76.426727,20.534817,-6.991896,76.25135,6.57493,-6.697914,76.163506,38.171112
246,2.049,-37.693684,76.39328,38.977676,-24.563208,76.209534,24.588482,-19.861231,76.268494,24.156895,-24.381697,76.278046,20.692726,-38.176434,76.513863,6.525816,-20.477957,76.427551,20.529314,-6.994131,76.251289,6.572252,-6.69724,76.164116,38.170357
247,2.058,-37.694248,76.392509,38.976364,-24.563187,76.209602,24.587049,-19.862953,76.268311,24.155239,-24.376003,76.279922,20.69058,-38.176308,76.513878,6.523468,-20.484608,76.428986,20.525623,-6.996607,76.250908,6.568628,-6.697901,76.165512,38.168369
248,2.066,-37.694,76.392952,38.976112,-24.56362,76.209,24.58655,-19.863602,76.26767,24.155478,-24.376675,76.280182,20.69128,-38.177425,76.515053,6.523503,-20.486919,76.429909,20.525242,-6.995893,76.249123,6.570547,-6.698785,76.165573,38.16954
249,2.075,-37.689106,76.390747,38.973984,-24.564344,76.209091,24.587082,-19.864201,76.268539,24.156122,-24.380259,76.279701,20.690628,-38.177269,76.515656,6.524866,-20.485664,76.427116,20.528273,-6.997267,76.250664,6.569688,-6.70002,76.165504,38.170673
250,2.083,-37.694965,76.39402,38.976856,-24.565611,76.209785,24.587471,-19.865812,76.26841,24.156675,-24.38765,76.278152,20.699375,-38.178673,76.514328,6.523559,-20.483147,76.427277,20.530687,-6.998094,76.250145,6.571017,-6.6993,76.163277,38.171303
251,2.091,-37.696136,76.392296,38.977768,-24.566202,76.210495,24.588844,-19.864067,76.268478,24.157072,-24.391275,76.278152,20.703518,-38.178211,76.51577,6.524879,-20.483456,76.426964,20.531818,-6.997663,76.250114,6.572465,-6.699197,76.163307,38.171467
252,2.1,-37.693588,76.391769,38.980019,-24.564568,76.209206,24.588964,-19.863192,76.267754,24.157539,-24.389843,76.278343,20.704567,-38.178661,76.515167,6.525022,-20.485031,76.428261,20.53059,-6.996552,76.250168,6.572763,-6.698586,76.16436,38.170513
253,2.108,-37.69289,76.392082,38.979809,-24.564236,76.209,24.589987,-19.862854,76.267654,24.15699,-24.379917,76.279778,20.694824,-38.178593,76.515701,6.526946,-20.485128,76.429451,20.530432,-6.996676,76.251038,6.572303,-6.698188,76.163597,38.172836
254,2.116,-37.692772,76.391953,38.980225,-24.563276,76.209343,24.58992,-19.861919,76.268616,24.156387,-24.381739,76.278694,20.701059,-38.176666,76.51487,6.527363,-20.483456,76.428467,20.531191,-6.995148,76.251221,6.572705,-6.698656,76.164314,38.173225
255,2.125,-37.687843,76.388733,38.975777,-24.561806,76.209045,24.589531,-19.860035,76.267555,24.157387,-24.387323,76.27784,20.703455,-38.175617,76.514381,6.526896,-20.482275,76.427322,20.530155,-6.993896,76.250618,6.572668,-6.698914,76.165512,38.171082
256,2.133,-37.690281,76.391235,38.97607,-24.562744,76.208725,24.588312,-19.86125,76.266739,24.156015,-24.38059,76.279984,20.69326,-38.177471,76.514969,6.524869,-20.482134,76.427521,20.529587,-6.995571,76.250343,6.570333,-6.697478,76.164993,38.169369
257,2.141,-37.694447,76.394066,38.976372,-24.563614,76.208649,24.587246,-19.863895,76.266518,24.155947,-24.379017,76.280251,20.690186,-38.17741,76.514687,6.524534,-20.484735,76.427582,20.527769,-6.996609,76.250168,6.568874,-6.697783,76.163826,38.16787
258,2.149,-37.695789,76.394524,38.975819,-24.565462,76.208969,24.587309,-19.864416,76.267799,24.154129,-24.379148,76.279648,20.68996,-38.177036,76.514374,6.523801,-20.484867,76.428207,20.527739,-6.997512,76.249924,6.570028,-6.698412,76.164635,38.167618
259,2.158,-37.694736,76.39241,38.976349,-24.56608,76.208801,24.588673,-19.864418,76.267357,24.154953,-24.382229,76.2799,20.691046,-38.178303,76.515816,6.52296,-20.484362,76.429489,20.528214,-6.996972,76.249947,6.569584,-6.699643,76.164642,38.16946
260,2.166,-37.69405,76.393051,38.976974,-24.565748,76.20945,24.588453,-19.864525,76.267899,24.155695,-24.381975,76.279602,20.691854,-38.177269,76.514954,6.525247,-20.484127,76.427696,20.529654,-6.996909,76.249886,6.571946,-6.700595,76.164848,38.170387
