,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071,Unlabeled 1072,Unlabeled 1072,Unlabeled 1072
,ID,1423224FEEEBCE111EE,1423224FEEEBCE111EE,1423224FEEEBCE111EE,1443224FEEEBCE111EE,1443224FEEEBCE111EE,1443224FEEEBCE111EE,1463224FEEEBCE111EE,1463224FEEEBCE111EE,1463224FEEEBCE111EE,1683224FEEEBCE111EE,1683224FEEEBCE111EE,1683224FEEEBCE111EE,16B3224FEEEBCE111EE,16B3224FEEEBCE111EE,16B3224FEEEBCE111EE,16C3224FEEEBCE111EE,16C3224FEEEBCE111EE,16C3224FEEEBCE111EE,16D3224FEEEBCE111EE,16D3224FEEEBCE111EE,16D3224FEEEBCE111EE,1703224FEEEBCE111EE,1703224FEEEBCE111EE,1703224FEEEBCE111EE,1733224FEEEBCE111EE,1733224FEEEBCE111EE,1733224FEEEBCE111EE,1743224FEEEBCE111EE,1743224FEEEBCE111EE,1743224FEEEBCE111EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
124,1.033,-86.720505,147.031281,35.841499,-84.98259,142.021057,2.468612,-85.426544,144.968033,-33.270439,-114.753471,65.234688,4.365949,-86.481926,124.291649,-10.05234,-103.159248,86.812172,11.1054,-94.32943,105.796349,32.88596,-103.309723,65.375725,31.494305,-101.465179,64.999878,-25.618216,-95.25195504,104.5533713,-29.08520541
125,1.041,-86.519852,147.307007,35.864418,-84.737,142.288132,2.445806,-85.19455,145.207016,-33.249241,-114.177147,65.395142,4.406991,-86.115623,124.557602,-10.028811,-102.302673,86.866524,11.14597,-93.950203,106.015968,32.948448,-102.767738,65.593323,31.537079,-100.8582,65.204605,-25.632099,-94.85894647,104.7214131,-29.08678817
126,1.05,-86.298454,147.61499,35.878841,-84.513069,142.572922,2.444095,-84.952309,145.485825,-33.246811,-113.512444,65.583076,4.427593,-85.701767,124.835526,-10.034628,-101.354828,86.900406,11.201575,-93.56234,106.254456,33.011169,-102.195648,65.821251,31.609463,-100.229088,65.387688,-25.693777,-94.45698806,104.9038924,-29.09381987
127,1.058,-86.091042,147.877518,35.872631,-84.30616,142.858383,2.467506,-84.708374,145.74263,-33.248253,-112.864746,65.761055,4.463177,-85.314491,125.09584,-10.001731,-100.478271,86.962242,11.270159,-93.19812,106.506622,33.06041,-101.639404,66.046478,31.649443,-99.648392,65.576408,-25.732777,-94.07953187,105.0968375,-29.09826613
128,1.066,-85.888329,148.125473,35.897583,-84.091339,143.125885,2.469399,-84.510307,145.986313,-33.247299,-112.293396,65.873497,4.489748,-84.89418,125.383232,-9.967411,-99.580925,87.010254,11.344278,-92.857445,106.747437,33.154312,-101.098083,66.255081,31.718317,-99.089996,65.759781,-25.801521,-93.72647633,105.2810974,-29.1061034
129,1.074,-85.709969,148.395508,35.905014,-83.89502,143.403259,2.462048,-84.290436,146.221069,-33.226772,-111.636589,66.009727,4.519185,-84.525452,125.638626,-9.954045,-98.689041,87.068199,11.41828,-92.518013,106.980515,33.205395,-100.596703,66.428406,31.793219,-98.563278,65.936676,-25.89817,-93.37470896,105.4594373,-29.11712202
130,1.083,-85.518288,148.69606,35.904999,-83.705734,143.711517,2.46056,-84.074966,146.480911,-33.247139,-110.886635,66.160492,4.560843,-84.164062,125.946404,-9.950628,-97.671959,87.180763,11.499348,-92.099152,107.228592,33.298878,-100.036072,66.627457,31.888161,-98.000351,66.119698,-25.994816,-92.94062605,105.6492537,-29.1281403
131,1.091,-85.372177,148.924988,35.907593,-83.563568,143.968613,2.46745,-83.870895,146.70372,-33.244057,-110.240486,66.251953,4.57735,-83.793045,126.183464,-9.913391,-96.838066,87.268944,11.546869,-91.795799,107.452217,33.366932,-99.475685,66.83699,31.971804,-97.410011,66.304604,-26.062748,-92.025917,106.074989,-29.135885
132,1.1,-85.201714,149.236313,35.914391,-83.387543,144.261948,2.474965,-83.676598,146.947678,-33.23241,-109.459625,66.33432,4.597883,-83.426346,126.480423,-9.894462,-95.833206,87.389359,11.567077,-91.395294,107.718063,33.478634,-98.862694,67.066017,32.074207,-96.758163,66.476471,-26.181015,-92.211189,106.023773,-29.060545
133,1.108,-85.042702,149.467896,35.898388,-83.220047,144.502975,2.465479,-83.504402,147.156448,-33.261971,-108.745918,66.368523,4.627354,-83.128075,126.716278,-9.911861,-94.993332,87.49511,11.597063,-91.104362,107.912758,33.558853,-98.376579,67.256439,32.18145,-96.245804,66.602531,-26.27894,-91.763618,106.180466,-29.096445
134,1.116,-84.93515,149.688049,35.923031,-83.087227,144.75943,2.442417,-83.332146,147.371033,-33.277916,-107.973495,66.428055,4.660432,-82.829063,126.9599,-9.911148,-94.225922,87.611519,11.581343,-90.775803,108.112129,33.675785,-97.862915,67.449661,32.302822,-95.752426,66.7285,-26.390764,-91.34539,106.316986,-29.119152
135,1.125,-84.775124,149.979752,35.88644,-82.959946,145.001938,2.430724,-83.147583,147.585648,-33.27655,-107.161797,66.409332,4.696734,-82.546661,127.199341,-9.923334,-93.379768,87.754478,11.591903,-90.446808,108.357384,33.762157,-97.288467,67.654297,32.44558,-95.352692,66.869484,-26.549507,-90.833115,106.4729,-29.169289
136,1.133,-84.642105,150.192871,35.872765,-82.847878,145.216492,2.43005,-83.003326,147.766388,-33.274445,-106.374702,66.411278,4.733844,-82.256767,127.426102,-9.924422,-92.652657,87.849548,11.597747,-90.186157,108.554413,33.844597,-96.833321,67.815155,32.5583,-94.652634,67.032959,-26.659218,-90.366058,106.580719,-29.163488
137,1.141,-84.546982,150.422409,35.856701,-82.730438,145.419174,2.425506,-82.857841,147.941238,-33.298824,-105.543541,66.382614,4.763398,-82.010147,127.629089,-9.931653,-91.943222,87.958672,11.623296,-89.848167,108.752647,33.974884,-96.3274,67.986923,32.672413,-93.953857,67.221581,-26.775955,-89.892349,106.70842,-29.201719
138,1.149,-84.430389,150.641663,35.836361,-82.615974,145.626801,2.426203,-82.733727,148.108765,-33.323353,-104.687294,66.357758,4.807414,-81.710114,127.82711,-9.909072,-91.23526,88.073639,11.652992,-89.594559,108.907257,34.055969,-95.807274,68.149483,32.803238,-93.383377,67.376152,-26.926596,-89.42823,106.797554,-29.251579
139,1.158,-84.348427,150.860458,35.809849,-82.45565,145.841034,2.390253,-82.597794,148.286026,-33.326401,-103.647491,66.319427,4.845976,-81.38707,128.0616,-9.900661,-90.470901,88.210358,11.705157,-89.234177,109.138657,34.170753,-95.224045,68.343864,32.965557,-92.83197,67.53212,-27.121656,-88.906433,106.887688,-29.280111
140,1.166,-84.243324,151.074142,35.804359,-82.364883,146.024078,2.371544,-82.47834,148.44603,-33.330406,-102.672745,66.251511,4.86481,-81.159645,128.238922,-9.908938,-89.852722,88.306007,11.735162,-89.014458,109.313652,34.239964,-94.788788,68.499084,33.109222,-92.376045,67.637375,-27.301334,-88.31456,107.037231,-29.33083
141,1.175,-84.160797,151.299255,35.795155,-82.288239,146.196655,2.350825,-82.369652,148.611572,-33.335239,-101.54277,66.168404,4.910932,-80.922363,128.42659,-9.922266,-89.099136,88.428291,11.776745,-88.775406,109.507957,34.307896,-94.26358,68.679199,33.294815,-91.840179,67.775116,-27.519012,-87.614517,107.223,-29.362196
142,1.183,-84.101364,151.491089,35.756283,-82.200836,146.371918,2.339817,-82.283134,148.747437,-33.386101,-100.500778,66.066055,4.949421,-80.668953,128.620789,-9.919869,-88.415276,88.548889,11.81304,-88.48336,109.689522,34.406498,-93.776192,68.828369,33.476475,-91.381409,67.859154,-27.677256,-87.097054,107.325851,-29.373207
143,1.191,-84.037796,151.665634,35.697147,-82.123825,146.536484,2.33432,-82.216248,148.886887,-33.384155,-99.355995,65.936272,5.010202,-80.477501,128.775818,-9.934421,-87.768005,88.631248,11.848577,-88.28743,109.837746,34.444271,-93.329193,68.949249,33.674877,-90.963432,67.912987,-27.846331,-86.673332,107.396042,-29.402447
144,1.199,-83.984657,151.856201,35.671703,-82.0467,146.686584,2.314993,-82.393158,148.950714,-33.542122,-98.298508,65.769203,5.049322,-80.272606,128.923492,-9.940763,-87.094849,88.744423,11.889398,-88.100517,110.002136,34.476517,-92.907066,69.074608,33.880817,-90.553329,67.994225,-28.008741,-86.260239,107.48391,-29.454624
145,1.208,-83.923401,152.047897,35.637035,-81.947296,146.872314,2.293095,-82.373375,149.05809,-33.577694,-96.969208,65.656952,5.131156,-79.960632,129.127655,-9.922881,-86.401833,88.860931,11.925529,-87.90052,110.201553,34.504932,-92.483009,69.226768,34.134232,-90.11657,68.021828,-28.164028,-85.772545,107.585381,-29.513439
146,1.216,-83.859192,152.233398,35.603512,-81.866791,147.021942,2.262906,-82.280579,149.190567,-33.582729,-95.850586,65.524689,5.168287,-79.748032,129.284088,-9.911736,-85.739479,88.978035,11.957118,-87.660667,110.365768,34.541138,-92.071922,69.370323,34.3564,-89.741409,68.088089,-28.348297,-85.352303,107.648491,-29.566839
147,1.225,-83.822945,152.417572,35.57674,-81.820969,147.189529,2.229593,-82.187859,149.318069,-33.606606,-94.448997,65.463402,5.255644,-79.541374,129.439087,-9.922032,-84.986069,89.115532,12.003221,-87.337067,110.549721,34.549286,-91.60318,69.521553,34.61692,-89.329323,68.151558,-28.568897,-84.914192,107.720314,-29.584391
148,1.233,-83.791519,152.552246,35.553509,-81.784058,147.32991,2.206798,-82.116425,149.407501,-33.635426,-93.306114,65.374374,5.274617,-79.384544,129.564163,-9.936551,-84.319283,89.242699,12.054173,-87.04895,110.716484,34.583656,-91.226532,69.617683,34.867344,-88.958038,68.222351,-28.755009,-84.523262,107.791283,-29.638248
149,1.241,-83.763809,152.718597,35.530308,-81.751076,147.441162,2.192606,-82.048462,149.481445,-33.663521,-92.041039,65.298477,5.361965,-79.171143,129.728394,-9.94661,-83.705696,89.35392,12.071774,-87.050034,110.809875,34.507042,-90.897835,69.729446,35.124176,-88.622093,68.286957,-28.935343,-84.141472,107.871902,-29.659164
150,1.25,-83.717705,152.870682,35.517059,-81.725319,147.568268,2.171558,-82.01693,149.549103,-33.691811,-90.668777,65.281235,5.434608,-78.986763,129.879929,-9.950491,-82.99894,89.489685,12.123293,-86.870605,110.972641,34.500305,-90.533867,69.870987,35.405098,-88.273483,68.35128,-29.112793,-83.705612,107.951355,-29.697784
151,1.258,-83.703056,153.007751,35.484703,-81.704292,147.684113,2.148839,-81.974899,149.615295,-33.712666,-89.455322,65.290817,5.510312,-78.845879,129.984116,-9.965537,-82.369629,89.612984,12.167714,-86.649315,111.10141,34.51096,-90.260468,69.964394,35.590546,-87.987625,68.358269,-29.229378,-83.357689,107.999359,-29.701597
152,1.266,-83.692406,153.141403,35.466568,-81.688156,147.788696,2.12204,-81.908646,149.697845,-33.718105,-88.352493,65.263062,5.551208,-78.696785,130.099426,-9.97475,-81.752106,89.719948,12.227088,-86.446442,111.195335,34.507343,-89.927841,70.066559,35.774002,-87.735451,68.381775,-29.295933,-82.994926,108.026825,-29.721291
153,1.274,-83.675926,153.238159,35.457535,-81.698647,147.89537,2.094006,-81.935104,149.734375,-33.774002,-87.214951,65.218468,5.666907,-78.531548,130.232346,-9.965109,-81.131432,89.820602,12.271549,-86.244072,111.279854,34.516186,-89.666901,70.137161,35.902626,-87.4636,68.417755,-29.322723,-82.679466,108.062111,-29.720413
154,1.283,-83.664368,153.318298,35.451069,-81.666237,147.994934,2.061685,-81.903824,149.781967,-33.805279,-85.970154,65.239738,5.76236,-78.354744,130.379532,-9.979156,-80.50843,89.931915,12.303045,-86.016449,111.379265,34.528973,-89.34024,70.190735,36.037193,-87.156319,68.452827,-29.306034,-82.323418,108.113945,-29.695311
155,1.291,-83.624123,153.459656,35.42025,-81.653633,148.09108,2.059939,-81.840225,149.827744,-33.828407,-84.891304,65.268326,5.849947,-78.239372,130.476135,-9.975874,-79.898819,90.042717,12.349787,-85.821388,111.457268,34.524086,-89.045296,70.248131,36.09758,-86.876503,68.465698,-29.250257,-82.0093,108.170998,-29.718113
156,1.3,-83.606934,153.568024,35.412464,-81.617325,148.197632,2.058507,-81.793495,149.86763,-33.843742,-83.743912,65.294655,5.94956,-78.044952,130.571304,-9.932795,-79.226997,90.158852,12.416109,-85.552132,111.559464,34.546001,-88.696419,70.328011,36.161716,-86.589775,68.437889,-29.118029,-81.72422,108.223259,-29.721323
157,1.308,-83.562073,153.643829,35.399017,-81.586876,148.271255,2.053642,-81.756111,149.891907,-33.856369,-82.800407,65.304649,6.05519,-77.901535,130.659454,-9.920376,-78.664536,90.264694,12.487073,-85.300293,111.643478,34.575619,-88.402084,70.374611,36.174347,-86.321472,68.408882,-28.975269,-81.441971,108.265663,-29.704895
158,1.316,-83.545921,153.707214,35.393131,-81.57505,148.325378,2.054929,-81.715141,149.912308,-33.86515,-81.767502,65.339218,6.160557,-77.671707,130.799957,-9.889011,-78.112022,90.354874,12.521241,-85.09964,111.69696,34.580212,-88.008316,70.441139,36.177231,-86.104927,68.334595,-28.823551,-81.179741,108.288231,-29.693457
159,1.324,-83.526268,153.780197,35.385563,-81.569847,148.380264,2.033824,-81.58934,149.956909,-33.855228,-80.857582,65.350639,6.215435,-77.444481,130.926529,-9.829597,-77.577209,90.450661,12.580334,-84.863037,111.765823,34.591763,-87.63269,70.484634,36.161629,-85.811821,68.291405,-28.628305,-80.902847,108.299377,-29.662899
160,1.333,-83.502449,153.85405,35.380711,-81.5784,148.435394,2.01973,-81.425407,150.014923,-33.817867,-79.783073,65.391991,6.31752,-77.274139,131.026123,-9.779506,-76.890968,90.584579,12.652882,-84.627769,111.830208,34.573071,-87.242233,70.526222,36.148106,-85.359779,68.297745,-28.389219,-80.634583,108.317291,-29.612526
161,1.341,-83.486137,153.929581,35.381443,-81.576683,148.471252,2.017303,-81.334358,150.02684,-33.74295,-78.8349,65.470833,6.421929,-77.154655,131.086136,-9.755637,-76.324135,90.667549,12.738106,-84.360641,111.897362,34.580662,-86.813065,70.592384,36.110744,-84.930489,68.283768,-28.162796,-80.398964,108.334091,-29.563068
162,1.35,-83.465073,153.991501,35.382401,-81.578827,148.500641,2.019807,-81.278397,150.001663,-33.69281,-77.718529,65.535652,6.533012,-77.017387,131.147812,-9.725624,-75.694344,90.778854,12.809981,-84.096489,111.942566,34.559471,-86.372093,70.574913,36.082523,-84.396187,68.300171,-27.923706,-80.105011,108.364296,-29.518509
163,1.358,-83.442368,154.030075,35.376297,-81.555183,148.547745,2.034216,-81.242836,149.994339,-33.691628,-76.914375,65.535545,6.60322,-76.942894,131.182037,-9.709494,-75.184326,90.86895,12.869233,-83.841629,111.983215,34.547699,-85.881485,70.642838,36.04694,-83.904282,68.291855,-27.69758,-79.858292,108.392189,-29.445734
164,1.366,-83.406593,154.069046,35.370174,-81.528816,148.583252,2.03848,-81.221611,149.988464,-33.693619,-75.997879,65.582916,6.720643,-76.843605,131.214523,-9.683929,-74.653107,90.943832,12.958617,-83.543808,112.02887,34.541973,-85.453255,70.677361,36.006699,-83.341042,68.305878,-27.470154,-79.578697,108.398369,-29.370121
165,1.375,-83.356262,154.11087,35.366909,-81.512383,148.60347,2.037954,-81.201256,149.983109,-33.698448,-74.990639,65.669365,6.823957,-76.768326,131.242828,-9.672807,-74.006508,91.057899,13.030926,-83.262192,112.051605,34.507111,-84.909912,70.672348,35.978485,-82.732376,68.312569,-27.225626,-79.280556,108.393227,-29.275169
166,1.383,-83.322075,154.146271,35.354107,-81.505531,148.609375,2.037308,-81.160858,149.973877,-33.692993,-74.082359,65.742447,6.92485,-76.687515,131.265854,-9.663263,-73.481171,91.144249,13.109888,-83.029617,112.075066,34.481407,-84.434631,70.701736,35.936432,-82.232491,68.279846,-27.029127,-78.998505,108.41584,-29.161606
167,1.391,-83.293571,154.166962,35.35033,-81.493752,148.609329,2.034161,-81.123894,149.958099,-33.68092,-73.290947,65.79158,6.983641,-76.625938,131.279129,-9.648546,-72.970459,91.205666,13.136082,-82.805626,112.107468,34.448948,-83.916939,70.71685,35.911865,-81.776672,68.271332,-26.82761,-78.741386,108.42955,-29.067404
168,1.399,-83.267143,154.182785,35.346806,-81.478897,148.609467,2.033744,-81.092361,149.926712,-33.692249,-72.414307,65.893661,7.06248,-76.576485,131.287277,-9.63974,-72.419861,91.293282,13.201171,-82.540359,112.151573,34.426025,-83.435097,70.740036,35.8694,-81.215004,68.258926,-26.627338,-78.459312,108.458984,-28.960403
169,1.408,-83.231155,154.1987,35.343567,-81.453835,148.611221,2.032733,-81.064255,149.904877,-33.693951,-71.464287,65.994987,7.16479,-76.495811,131.287933,-9.642685,-71.799187,91.41275,13.284757,-82.233467,112.191521,34.397377,-82.871765,70.740303,35.82188,-80.51664,68.284058,-26.410065,-78.142647,108.472969,-28.851732
170,1.416,-83.195724,154.209,35.339336,-81.415215,148.611267,2.030712,-81.038597,149.887787,-33.693417,-70.647583,66.097672,7.249238,-76.450089,131.286469,-9.636942,-71.212402,91.51313,13.339244,-81.961182,112.208984,34.381344,-82.373741,70.761932,35.776962,-79.94767,68.286232,-26.255148,-77.824295,108.453331,-28.7556
171,1.425,-83.136459,154.218155,35.334332,-81.373718,148.608322,2.031965,-80.97998,149.871094,-33.679134,-69.708939,66.233688,7.32214,-76.406181,131.277802,-9.628873,-70.643509,91.608536,13.395728,-81.623581,112.236656,34.350185,-81.784966,70.785149,35.735973,-79.274384,68.296417,-26.053562,-77.455338,108.486877,-28.647661
172,1.433,-83.096832,154.221786,35.329689,-81.338791,148.599991,2.032086,-80.937492,149.839645,-33.675568,-68.932564,66.307838,7.3804,-76.372856,131.268326,-9.627988,-70.0513,91.736755,13.435151,-81.338806,112.260078,34.304047,-81.282967,70.784775,35.685162,-78.640038,68.351624,-25.885263,-77.159439,108.526245,-28.59025
173,1.441,-83.061127,154.217041,35.32552,-81.311119,148.562302,2.030728,-80.903664,149.814774,-33.67141,-68.163231,66.416855,7.442226,-76.335678,131.243393,-9.615139,-69.493706,91.832062,13.506238,-81.073105,112.272224,34.274754,-80.796959,70.783348,35.628521,-77.976433,68.375603,-25.730272,-76.819122,108.51226,-28.479904
174,1.449,-83.024025,154.210327,35.320324,-81.297882,148.523682,2.024469,-80.852737,149.788406,-33.655109,-67.378601,66.532837,7.483383,-76.27977,131.221008,-9.596651,-68.911972,91.951225,13.550113,-80.780861,112.292183,34.243988,-80.243393,70.838692,35.577389,-77.400505,68.388321,-25.610188,-76.492622,108.521797,-28.38229
175,1.458,-82.951012,154.193115,35.299881,-81.269379,148.485779,2.014149,-80.800674,149.755173,-33.643326,-66.557663,66.664543,7.543686,-76.241356,131.193741,-9.581262,-68.375809,92.06144,13.589314,-80.387962,112.310516,34.219017,-79.751106,70.802261,35.538788,-76.693718,68.427589,-25.456291,-76.135292,108.553947,-28.314972
176,1.466,-82.910019,154.174683,35.294853,-81.250168,148.445541,2.000671,-80.760315,149.711578,-33.674603,-65.858353,66.735672,7.583062,-76.214264,131.165146,-9.574156,-67.81411,92.193375,13.618195,-80.11187,112.29789,34.188412,-79.206863,70.843254,35.482155,-76.034584,68.454803,-25.328955,-75.802956,108.575562,-28.23925
177,1.475,-82.876892,154.142715,35.314526,-81.219994,148.413116,1.996613,-80.720428,149.668762,-33.681187,-65.055977,66.863731,7.625395,-76.187531,131.122742,-9.579043,-67.241112,92.296074,13.676411,-79.74337,112.304756,34.150959,-78.723038,70.828178,35.444962,-75.372414,68.452843,-25.226017,-75.451439,108.552399,-28.171555
178,1.483,-82.846741,154.105164,35.335083,-81.106544,148.394073,2.03546,-80.658394,149.63089,-33.68119,-64.344612,66.99736,7.660529,-76.170364,131.082825,-9.57508,-66.757729,92.39695,13.674561,-79.447624,112.290642,34.153824,-78.190811,70.838318,35.390282,-74.708496,68.482338,-25.125017,-75.145348,108.554367,-28.126118
179,1.491,-82.772812,154.090836,35.338158,-80.978943,148.370102,2.062932,-80.605225,149.578339,-33.67424,-63.739849,67.033478,7.705994,-76.151405,131.041199,-9.561769,-66.275879,92.493202,13.710774,-79.175339,112.274681,34.149216,-77.750717,70.808136,35.367073,-74.020432,68.524719,-25.015676,-74.835571,108.55722,-28.103024
180,1.5,-82.725433,154.054062,35.347519,-80.874672,148.339066,2.090036,-80.566254,149.495285,-33.682789,-62.9786,67.171341,7.740182,-76.117653,130.986664,-9.538945,-65.764366,92.597786,13.722735,-78.802788,112.284996,34.146969,-77.158249,70.843452,35.314114,-73.271019,68.545273,-24.932999,-74.479912,108.513008,-28.07954
181,1.508,-82.682312,154.014145,35.346748,-80.789093,148.310074,2.108659,-80.510017,149.435287,-33.659443,-62.35218,67.242126,7.74629,-76.059898,130.925705,-9.503117,-65.348236,92.637344,13.722156,-78.573051,112.254677,34.137306,-76.752289,70.765633,35.285957,-72.63504,68.545242,-24.85676,-74.175415,108.494736,-28.064903
182,1.516,-82.659187,153.93074,35.366535,-80.702637,148.25499,2.142058,-80.446693,149.362457,-33.625927,-61.730511,67.356308,7.770248,-76.023994,130.862396,-9.468516,-64.913338,92.712761,13.767425,-78.338272,112.216637,34.14204,-76.216736,70.791283,35.240711,-72.049774,68.539131,-24.826216,-73.873428,108.487526,-28.069725
183,1.524,-82.636711,153.860153,35.365311,-80.629791,148.192902,2.189323,-80.405769,149.29422,-33.602898,-61.131596,67.421997,7.798321,-75.995461,130.788452,-9.441813,-64.494362,92.787468,13.759418,-78.056183,112.190819,34.186108,-75.739159,70.765289,35.240818,-71.46283,68.505249,-24.799957,-73.584335,108.445885,-28.095024
184,1.533,-82.622597,153.79422,35.378262,-80.551842,148.09845,2.213166,-80.379341,149.204117,-33.592838,-60.453838,67.508957,7.841203,-75.971992,130.700256,-9.410958,-64.033218,92.841492,13.808089,-77.749695,112.159874,34.206379,-75.206825,70.732994,35.176311,-70.871544,68.454208,-24.787422,-73.230446,108.397255,-28.098715
185,1.541,-82.604721,153.732758,35.390327,-80.500778,148.016083,2.228383,-80.335899,149.122681,-33.566841,-59.899754,67.574257,7.852091,-75.956871,130.597733,-9.386449,-63.647003,92.882462,13.814132,-77.466599,112.12413,34.236198,-74.692101,70.698082,35.167305,-70.195656,68.4907,-24.721275,-72.920898,108.381615,-28.120583
186,1.55,-82.580566,153.647964,35.402504,-80.459442,147.923279,2.225303,-80.294548,149.025742,-33.523247,-59.270226,67.659744,7.886034,-75.939583,130.47937,-9.349757,-63.128895,92.982201,13.851886,-77.222824,112.04969,34.242336,-74.219666,70.614342,35.127438,-69.424232,68.496483,-24.68116,-72.584831,108.333969,-28.129068
187,1.558,-82.574257,153.530197,35.413506,-80.446434,147.810547,2.237826,-80.279305,148.92627,-33.48801,-58.707058,67.702278,7.911726,-75.917709,130.388565,-9.305396,-62.751717,93.008293,13.884724,-77.013466,111.975693,34.271641,-73.721405,70.582436,35.126053,-68.707169,68.577545,-24.625767,-72.29422,108.282158,-28.148014
188,1.566,-82.570953,153.42688,35.416878,-80.422188,147.697189,2.251816,-80.265175,148.821808,-33.453175,-58.18045,67.761841,7.95905,-75.891945,130.285934,-9.265787,-62.40081,92.999992,13.88246,-76.729507,111.922768,34.333492,-73.223587,70.562401,35.136749,-68.082047,68.584801,-24.59676,-71.995377,108.26516,-28.182911
189,1.575,-82.545006,153.297913,35.458149,-80.366516,147.581024,2.255177,-80.272507,148.698303,-33.446407,-57.584988,67.830009,7.946623,-75.873993,130.138809,-9.235754,-62.11129,92.982048,13.861195,-76.482269,111.830688,34.346817,-72.800217,70.457138,35.123848,-67.445572,68.570831,-24.60989,-71.650108,108.188225,-28.182167
190,1.583,-82.533791,153.191391,35.452927,-80.335854,147.468384,2.273943,-80.29969,148.588501,-33.453468,-57.131584,67.82402,7.973959,-75.864998,130.030136,-9.224555,-61.76622,93.012276,13.894145,-76.194534,111.752197,34.419071,-72.282364,70.408508,35.139446,-66.892509,68.531181,-24.647997,-71.362442,108.154022,-28.187489
191,1.591,-82.532104,153.048538,35.452091,-80.321732,147.345123,2.303606,-80.318085,148.463623,-33.44466,-56.594528,67.883438,7.985795,-75.845566,129.907425,-9.20215,-61.408489,93.013588,13.874599,-75.977425,111.656441,34.460297,-71.827812,70.324921,35.133942,-66.351166,68.513496,-24.714931,-71.11422,108.118668,-28.229458
192,1.6,-82.531593,152.892197,35.457439,-80.298531,147.214981,2.322204,-80.333466,148.327774,-33.427479,-56.049847,67.908394,8.030682,-75.80793,129.75499,-9.169724,-60.963631,93.045128,13.890593,-75.672028,111.569611,34.512035,-71.32637,70.249313,35.134716,-65.761086,68.468758,-24.769394,-70.787888,108.028557,-28.234249
193,1.608,-82.541344,152.730774,35.451687,-80.285828,147.065948,2.326235,-80.368874,148.187286,-33.412903,-55.61013,67.897667,7.985367,-75.76358,129.63707,-9.155478,-60.621979,93.029984,13.916916,-75.506203,111.436737,34.531384,-70.823349,70.193573,35.157162,-65.230804,68.411842,-24.835054,-70.537086,107.983849,-28.244137
194,1.616,-82.555252,152.569412,35.45034,-80.312439,146.912949,2.33075,-80.421219,148.047562,-33.423893,-55.184834,67.885139,8.003746,-75.684471,129.492874,-9.1342,-60.237957,93.029663,13.901584,-75.217941,111.3349,34.589592,-70.426888,70.065422,35.169819,-64.715164,68.405411,-24.934038,-70.299149,107.930244,-28.275368
195,1.625,-82.565773,152.390533,35.449207,-80.350868,146.736176,2.321794,-80.461273,147.88269,-33.406155,-54.71011,67.898506,7.963376,-75.63913,129.325424,-9.157265,-59.801006,93.065079,13.944942,-74.983299,111.191406,34.631805,-69.931885,69.976654,35.18013,-64.182167,68.359238,-25.034882,-70.014351,107.830086,-28.288416
196,1.633,-82.584274,152.200058,35.452084,-80.375374,146.556137,2.334949,-80.540047,147.722168,-33.398247,-54.331078,67.812172,7.958385,-75.598595,129.169662,-9.162801,-59.46706,93.016075,13.958809,-74.754562,111.060249,34.686275,-69.467552,69.85733,35.181496,-63.682587,68.307419,-25.134808,-69.793091,107.773254,-28.318544
197,1.641,-82.607582,152.010864,35.447201,-80.402443,146.374481,2.335091,-80.61306,147.552536,-33.374313,-53.935528,67.813568,7.906911,-75.546059,129.009598,-9.166259,-59.188686,92.955902,13.905727,-74.542877,110.925613,34.709415,-69.094048,69.73996,35.202644,-63.167679,68.243362,-25.228479,-69.574661,107.666924,-28.348497
198,1.649,-82.656349,151.802048,35.448284,-80.475708,146.181625,2.330518,-80.686157,147.366821,-33.356571,-53.616501,67.733315,7.883395,-75.458778,128.836975,-9.167823,-58.940422,92.876068,13.88735,-74.355904,110.780655,34.719784,-68.62632,69.604286,35.196507,-62.696606,68.20002,-25.363585,-69.366798,107.587959,-28.374279
199,1.658,-82.690231,151.558289,35.464561,-80.54718,145.939255,2.310729,-80.797791,147.167389,-33.357384,-53.185799,67.689308,7.830236,-75.407806,128.641983,-9.179676,-58.652775,92.787399,13.835775,-74.073532,110.625198,34.750706,-68.131874,69.493736,35.237762,-62.14677,68.125717,-25.51244,-69.150078,107.461426,-28.410202
