,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071,Unlabeled 1072,Unlabeled 1072,Unlabeled 1072
,ID,1423224FEEEBCE111EE,1423224FEEEBCE111EE,1423224FEEEBCE111EE,1443224FEEEBCE111EE,1443224FEEEBCE111EE,1443224FEEEBCE111EE,1463224FEEEBCE111EE,1463224FEEEBCE111EE,1463224FEEEBCE111EE,1683224FEEEBCE111EE,1683224FEEEBCE111EE,1683224FEEEBCE111EE,16B3224FEEEBCE111EE,16B3224FEEEBCE111EE,16B3224FEEEBCE111EE,16C3224FEEEBCE111EE,16C3224FEEEBCE111EE,16C3224FEEEBCE111EE,16D3224FEEEBCE111EE,16D3224FEEEBCE111EE,16D3224FEEEBCE111EE,1703224FEEEBCE111EE,1703224FEEEBCE111EE,1703224FEEEBCE111EE,1733224FEEEBCE111EE,1733224FEEEBCE111EE,1733224FEEEBCE111EE,1743224FEEEBCE111EE,1743224FEEEBCE111EE,1743224FEEEBCE111EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
352,2.933,-108.343529,89.782516,36.121902,-108.430992,83.538612,3.213367,-109.199837,88.942039,-31.653837,-45.810913,58.81834,3.369074,-107.437386,68.143639,-9.211248,-70.4179,61.797977,10.989544,-87.117012,61.863564,35.259472,-45.864834,61.819572,34.090862,-48.735661,62.860672,-31.20112,-88.605171,61.902382,-31.34757
353,2.941,-108.41317,89.738342,36.13118,-108.535561,83.586105,3.179415,-109.286034,88.909538,-31.661734,-45.893726,58.753086,3.358025,-107.427063,68.103569,-9.213861,-70.419136,61.798317,10.987791,-87.104721,61.835976,35.260563,-45.861988,61.817455,34.085098,-48.816563,62.809795,-31.188498,-88.601242,61.9011,-31.346794
354,2.95,-108.500038,89.692741,36.13623,-108.639816,83.620361,3.133644,-109.420837,88.858612,-31.696337,-45.927334,58.735275,3.341041,-107.412613,68.083199,-9.218537,-70.419846,61.797989,10.987553,-87.104889,61.818748,35.293259,-45.860847,61.817188,34.084919,-48.892929,62.752289,-31.166161,-88.599686,61.901749,-31.348286
355,2.958,-108.598495,89.64122,36.153812,-108.715454,83.683853,3.139584,-109.484528,88.843094,-31.714355,-45.901016,58.762436,3.347654,-107.40094,68.078735,-9.227884,-70.419327,61.798523,10.987157,-87.109955,61.821491,35.305534,-45.844204,61.792709,34.073986,-48.946331,62.707764,-31.136879,-88.60083,61.896885,-31.345692
356,2.966,-108.662178,89.609276,36.171082,-108.764839,83.724434,3.156589,-109.569168,88.810936,-31.746792,-45.812126,58.836365,3.348029,-107.392563,68.085159,-9.238025,-70.418671,61.802612,10.985508,-87.108383,61.870621,35.252632,-45.861588,61.814697,34.080318,-49.000549,62.684418,-31.119663,-88.60125,61.897449,-31.344627
357,2.975,-108.74556,89.568962,36.186378,-108.801819,83.77401,3.178298,-109.628654,88.794472,-31.772247,-45.723858,58.911377,3.359493,-107.390724,68.090172,-9.24754,-70.416954,61.801762,10.987339,-87.100525,61.886944,35.219704,-45.865601,61.821777,34.086254,-49.039364,62.672527,-31.121576,-88.601463,61.901993,-31.342161
358,2.983,-108.824562,89.548042,36.213303,-108.837784,83.826294,3.173639,-109.678337,88.781029,-31.790924,-45.651634,58.982803,3.358661,-107.395065,68.096611,-9.253157,-70.417236,61.799301,10.988211,-87.093887,61.887817,35.216274,-45.866844,61.825783,34.089809,-49.019707,62.680077,-31.12867,-88.600136,61.902054,-31.341339
359,2.991,-108.881142,89.531555,36.234699,-108.884537,83.918961,3.14775,-109.756348,88.76783,-31.818623,-45.560856,59.072048,3.359587,-107.40757,68.109344,-9.254981,-70.418846,61.80315,10.986403,-87.092484,61.89286,35.214539,-45.869934,61.826294,34.089912,-48.980637,62.693562,-31.132593,-88.598915,61.898636,-31.340664
360,3,-108.940552,89.512604,36.263866,-108.920776,83.985565,3.126519,-109.805176,88.766754,-31.825289,-45.501511,59.158928,3.353812,-107.426849,68.128174,-9.252316,-70.41967,61.798199,10.986759,-87.091614,61.906685,35.209133,-45.872677,61.829662,34.092304,-48.966606,62.703091,-31.140268,-88.614166,61.91061,-31.373478
361,3.008,-108.990028,89.50251,36.289417,-108.938171,84.03788,3.138904,-109.840546,88.770218,-31.834333,-45.454468,59.224709,3.348435,-107.473076,68.150398,-9.269051,-70.418098,61.79731,10.988727,-87.092552,61.910015,35.206543,-45.873844,61.831165,34.093426,-48.973873,62.698944,-31.140434,-88.59922,61.902397,-31.345606
362,3.016,-109.045288,89.48864,36.33136,-108.940102,84.082298,3.159712,-109.877655,88.778152,-31.846386,-45.39209,59.291225,3.363743,-107.509758,68.190674,-9.27568,-70.420219,61.798203,10.987217,-87.090378,61.915546,35.202843,-45.874332,61.828537,34.093208,-48.978813,62.692898,-31.137344,-88.598595,61.901047,-31.34293
363,3.024,-109.115585,89.490906,36.340691,-108.936096,84.133972,3.175911,-109.937668,88.781616,-31.863701,-45.367512,59.320408,3.367831,-107.536789,68.227486,-9.274791,-70.42009,61.797756,10.986183,-87.085464,61.924629,35.195206,-45.873177,61.828621,34.091732,-48.980183,62.695168,-31.13608,-88.599846,61.899788,-31.343571
364,3.033,-109.165611,89.500275,36.343666,-108.919548,84.190331,3.189471,-109.977768,88.798439,-31.873158,-45.362797,59.329517,3.366742,-107.582001,68.318649,-9.263916,-70.419952,61.799461,10.985842,-87.079895,61.931408,35.186653,-45.87159,61.830074,34.091145,-48.97858,62.696777,-31.13777,-88.600372,61.899055,-31.340984
365,3.041,-109.192368,89.509766,36.354351,-108.91037,84.232895,3.195317,-110.001587,88.812294,-31.879606,-45.370834,59.309662,3.371713,-107.609192,68.363342,-9.25891,-70.420097,61.800503,10.987765,-87.075302,61.929482,35.184227,-45.871937,61.827789,34.092812,-48.976383,62.694073,-31.13817,-88.59874,61.903179,-31.341705
366,3.049,-109.217789,89.51899,36.368645,-108.90213,84.27948,3.190641,-110.023247,88.833023,-31.887886,-45.406487,59.272923,3.358515,-107.61937,68.403206,-9.250012,-70.41954,61.800732,10.987097,-87.073601,61.931324,35.183735,-45.87096,61.826878,34.093609,-48.976097,62.694527,-31.136429,-88.59861,61.903648,-31.342176
367,3.058,-109.244987,89.531639,36.380753,-108.904877,84.339539,3.185032,-110.045555,88.865471,-31.898251,-45.464687,59.211254,3.348876,-107.605728,68.452629,-9.218691,-70.418617,61.802776,10.985941,-87.074097,61.927986,35.187008,-45.869247,61.825882,34.093555,-48.97567,62.693726,-31.135973,-88.616219,61.908489,-31.372196
368,3.066,-109.270561,89.544281,36.390202,-108.904526,84.414253,3.17073,-110.06929,88.893951,-31.906414,-45.499908,59.163754,3.351403,-107.598099,68.475983,-9.207565,-70.41864,61.801571,10.986222,-87.077293,61.921322,35.193176,-45.869701,61.825104,34.092163,-48.976852,62.695526,-31.136755,-88.622948,61.911434,-31.385073
369,3.075,-109.298561,89.558937,36.395428,-108.898949,84.459923,3.159243,-110.090324,88.939064,-31.922039,-45.530094,59.118217,3.357797,-107.581177,68.49527,-9.210711,-70.418373,61.800652,10.98742,-87.081741,61.914738,35.199783,-45.869503,61.826237,34.091343,-48.97596,62.695629,-31.137285,-88.598892,61.898022,-31.343136
370,3.083,-109.322975,89.577248,36.404331,-108.89341,84.497246,3.159178,-110.138031,88.949547,-31.935068,-45.549942,59.090096,3.360052,-107.556892,68.508064,-9.223773,-70.41909,61.801208,10.985207,-87.084892,61.909832,35.207066,-45.868927,61.823879,34.089062,-48.976593,62.697006,-31.137091,-88.600693,61.899811,-31.344408
371,3.091,-109.361229,89.58461,36.399643,-108.890472,84.530472,3.159661,-110.159065,88.971588,-31.939575,-45.566132,59.068184,3.362268,-107.512856,68.511559,-9.244453,-70.41832,61.799419,10.985826,-87.089035,61.907028,35.21072,-45.868267,61.821999,34.088223,-48.97781,62.694939,-31.136763,-88.60038,61.899208,-31.346375
372,3.1,-109.381691,89.600006,36.389187,-108.877625,84.576981,3.167172,-110.177254,88.994667,-31.949415,-45.57457,59.057129,3.363739,-107.4561,68.52475,-9.265676,-70.41877,61.799274,10.986534,-87.090454,61.905701,35.214115,-45.866924,61.821644,34.092319,-48.976559,62.695366,-31.135632,-88.598785,61.899002,-31.346916
373,3.108,-109.394112,89.612892,36.384262,-108.872292,84.615555,3.160667,-110.184143,89.018127,-31.963413,-45.570873,59.060486,3.359954,-107.395325,68.540001,-9.266321,-70.419121,61.799477,10.988121,-87.092598,61.901825,35.215492,-45.866035,61.822201,34.092052,-48.974464,62.697445,-31.135977,-88.598663,61.898361,-31.347994
374,3.116,-109.404861,89.621895,36.378559,-108.875511,84.655258,3.15692,-110.191681,89.038727,-31.976891,-45.559677,59.072868,3.364264,-107.379517,68.523438,-9.297913,-70.417824,61.800671,10.987408,-87.091698,61.901535,35.217075,-45.866718,61.821701,34.09042,-48.973488,62.696533,-31.136618,-88.596848,61.899567,-31.349812
375,3.125,-109.415375,89.631859,36.371098,-108.880325,84.695671,3.146849,-110.195526,89.069305,-31.992493,-45.539928,59.095539,3.362714,-107.348801,68.530022,-9.32804,-70.41761,61.800968,10.98737,-87.094185,61.898144,35.215851,-45.867439,61.822815,34.090729,-48.974937,62.698215,-31.137854,-88.597977,61.895508,-31.348646
376,3.133,-109.421097,89.640541,36.370533,-108.888138,84.739746,3.132343,-110.198883,89.095703,-32.002518,-45.527561,59.119572,3.358979,-107.297432,68.539734,-9.344872,-70.417595,61.800201,10.987271,-87.092613,61.899597,35.215454,-45.867817,61.82328,34.091084,-48.975216,62.698792,-31.13903,-88.600113,61.89912,-31.353123
377,3.141,-109.428848,89.64592,36.368767,-108.90567,84.818352,3.113652,-110.202705,89.126503,-32.013786,-45.514782,59.140736,3.355359,-107.235611,68.55172,-9.358631,-70.419273,61.799591,10.987436,-87.09301,61.897045,35.215832,-45.869106,61.825516,34.089588,-48.973869,62.6978,-31.138575,-88.597557,61.897522,-31.353035
378,3.149,-109.435463,89.656357,36.366112,-108.921883,84.852303,3.102126,-110.205582,89.156593,-32.022724,-45.505177,59.155155,3.352884,-107.180786,68.557625,-9.373753,-70.419403,61.801975,10.985187,-87.092308,61.89698,35.216175,-45.871376,61.827808,34.088543,-48.974602,62.697357,-31.138044,-88.5979,61.892925,-31.350056
379,3.158,-109.447243,89.678802,36.367874,-108.933495,84.885941,3.096707,-110.208748,89.182755,-32.02721,-45.502178,59.163887,3.348789,-107.134842,68.567429,-9.388659,-70.419189,61.799461,10.986059,-87.090767,61.897194,35.217094,-45.870319,61.823303,34.089565,-48.973518,62.697529,-31.137478,-88.598854,61.893551,-31.349403
380,3.166,-109.45462,89.690208,36.365826,-108.943489,84.921257,3.096905,-110.209892,89.207123,-32.032177,-45.500843,59.164005,3.350556,-107.097641,68.582787,-9.418101,-70.420425,61.802208,10.985298,-87.088478,61.898529,35.208645,-45.868511,61.82539,34.089962,-48.973209,62.695873,-31.135944,-88.599792,61.895496,-31.35108
381,3.174,-109.459373,89.695312,36.366634,-108.952377,84.943558,3.100298,-110.208572,89.243729,-32.041557,-45.507233,59.153358,3.352419,-107.069267,68.597832,-9.440454,-70.421692,61.799591,10.987013,-87.085632,61.900581,35.207165,-45.868946,61.825054,34.091251,-48.9734,62.6978,-31.136185,-88.597961,61.897373,-31.351229
382,3.183,-109.465134,89.701439,36.372047,-108.962402,84.973282,3.102634,-110.211372,89.276047,-32.046146,-45.518208,59.136749,3.354247,-107.011124,68.619972,-9.448468,-70.41906,61.799217,10.987497,-87.085274,61.902176,35.20676,-45.867828,61.823265,34.090584,-48.973232,62.695461,-31.135523,-88.597961,61.894501,-31.3487
383,3.191,-109.46965,89.701553,36.377426,-108.959892,85.005203,3.112414,-110.214424,89.306473,-32.050442,-45.525871,59.121395,3.360794,-106.971947,68.63945,-9.453886,-70.419022,61.80114,10.986813,-87.084335,61.902626,35.208515,-45.867165,61.823349,34.089272,-48.973549,62.695724,-31.136084,-88.597939,61.893921,-31.350698
384,3.2,-109.474289,89.703041,36.384338,-108.969101,85.026382,3.118117,-110.203125,89.351738,-32.043232,-45.533218,59.11084,3.35794,-106.945709,68.653992,-9.459439,-70.41819,61.800106,10.986776,-87.083427,61.906212,35.208817,-45.868515,61.824055,34.090565,-48.972748,62.694256,-31.136236,-88.596519,61.897152,-31.352716
385,3.208,-109.478256,89.706726,36.390911,-108.995483,85.038994,3.110449,-110.209526,89.373123,-32.036316,-45.538509,59.1017,3.359671,-106.930092,68.672318,-9.46113,-70.418777,61.799294,10.987246,-87.083321,61.90749,35.208317,-45.867107,61.823006,34.090057,-48.972034,62.695332,-31.135563,-88.595192,61.896534,-31.353468
386,3.216,-109.482346,89.710495,36.398212,-109.011589,85.057228,3.10754,-110.212303,89.395454,-32.033291,-45.539433,59.100872,3.359837,-106.916573,68.689903,-9.462093,-70.419968,61.801392,10.985631,-87.08297,61.907665,35.208447,-45.868019,61.823452,34.091995,-48.972042,62.695831,-31.135818,-88.596603,61.897255,-31.353962
387,3.225,-109.487938,89.712074,36.412064,-109.023651,85.077194,3.109016,-110.212502,89.419762,-32.03054,-45.538078,59.105839,3.358074,-106.907806,68.716721,-9.463227,-70.420166,61.80175,10.984173,-87.083168,61.913414,35.204292,-45.868114,61.825336,34.090084,-48.973717,62.698406,-31.137825,-88.596359,61.898178,-31.353739
388,3.233,-109.494545,89.713158,36.423523,-109.033028,85.10466,3.117885,-110.211815,89.441193,-32.028782,-45.534603,59.112991,3.356314,-106.902016,68.731194,-9.458078,-70.418236,61.798729,10.986828,-87.080994,61.916153,35.202141,-45.867718,61.824493,34.089314,-48.973099,62.69722,-31.136974,-88.596657,61.893147,-31.351168
389,3.241,-109.500793,89.712082,36.434071,-109.048477,85.123009,3.123474,-110.211441,89.455818,-32.024963,-45.527737,59.120613,3.357424,-106.899132,68.75428,-9.445364,-70.419479,61.798416,10.988045,-87.079002,61.913311,35.20414,-45.867424,61.824238,34.087765,-48.971466,62.695301,-31.135603,-88.595451,61.89695,-31.353489
390,3.25,-109.505737,89.718658,36.447704,-109.086632,85.15435,3.145675,-110.210815,89.474609,-32.023067,-45.520317,59.128578,3.357927,-106.881187,68.789742,-9.41928,-70.41909,61.798687,10.989481,-87.079552,61.910152,35.206211,-45.867043,61.822521,34.091614,-48.97279,62.69635,-31.136614,-88.596863,61.896027,-31.353456
391,3.258,-109.511253,89.722504,36.456631,-109.109863,85.180954,3.158343,-110.212181,89.491943,-32.022442,-45.518761,59.138931,3.355602,-106.887016,68.814507,-9.411968,-70.419266,61.799694,10.986876,-87.078522,61.910431,35.207146,-45.866951,61.822205,34.090969,-48.972248,62.694794,-31.136599,-88.597946,61.8941,-31.351194
392,3.266,-109.519386,89.721512,36.469719,-109.116539,85.226074,3.141646,-110.215256,89.503487,-32.017696,-45.51733,59.139454,3.355608,-106.893448,68.834709,-9.408742,-70.418739,61.799461,10.985869,-87.079735,61.906643,35.208179,-45.867382,61.822891,34.090771,-48.972973,62.696312,-31.136724,-88.596481,61.892319,-31.350712
393,3.274,-109.525528,89.721992,36.484833,-109.124908,85.255348,3.131254,-110.220161,89.514656,-32.013107,-45.516483,59.136314,3.355801,-106.92363,68.84375,-9.416556,-70.418274,61.798019,10.988863,-87.080475,61.906666,35.208572,-45.867653,61.824036,34.089573,-48.97076,62.692635,-31.133526,-88.596962,61.894905,-31.349834
394,3.283,-109.529709,89.727058,36.503506,-109.136818,85.283012,3.13323,-110.227203,89.528412,-32.008656,-45.519695,59.130852,3.355459,-106.943405,68.866287,-9.416549,-70.418579,61.800159,10.986539,-87.080231,61.907917,35.208187,-45.86721,61.823494,34.089668,-48.973228,62.69635,-31.137154,-88.597717,61.895096,-31.351009
395,3.291,-109.536446,89.728584,36.513035,-109.146141,85.296425,3.142742,-110.232376,89.546616,-32.008606,-45.525555,59.124554,3.356618,-106.950439,68.888344,-9.410831,-70.418098,61.799782,10.988585,-87.080727,61.906834,35.20771,-45.866741,61.822849,34.090359,-48.971779,62.695156,-31.137339,-88.597122,61.896992,-31.350595
396,3.299,-109.543823,89.728386,36.522301,-109.147003,85.312126,3.161814,-110.239471,89.556465,-32.00349,-45.530361,59.116467,3.357681,-106.960236,68.9077,-9.403601,-70.41954,61.797375,10.98912,-87.080383,61.908478,35.208584,-45.867573,61.823105,34.089775,-48.971851,62.697922,-31.137917,-88.595924,61.897057,-31.351721
397,3.308,-109.551414,89.729187,36.532558,-109.149124,85.325432,3.177723,-110.244858,89.570198,-31.998999,-45.532425,59.112473,3.358773,-106.966713,68.971214,-9.373089,-70.41893,61.798454,10.987922,-87.081039,61.906578,35.211487,-45.867989,61.822273,34.090885,-48.972198,62.696701,-31.136873,-88.596031,61.895042,-31.349424
398,3.316,-109.557983,89.72847,36.541618,-109.15451,85.331787,3.18497,-110.237419,89.595467,-31.984907,-45.532753,59.108765,3.359575,-106.984344,68.983131,-9.35386,-70.420105,61.800541,10.986195,-87.079437,61.907707,35.214725,-45.865921,61.821884,34.089947,-48.972725,62.697334,-31.137053,-88.594398,61.89711,-31.349922
399,3.325,-109.574875,89.721977,36.571865,-109.160065,85.339584,3.189584,-110.248207,89.603874,-31.971884,-45.533302,59.112843,3.357639,-106.996765,68.999275,-9.344777,-70.419296,61.800926,10.985697,-87.082138,61.903919,35.214817,-45.864594,61.820423,34.091114,-48.972717,62.696903,-31.137917,-88.593483,61.896099,-31.351954
400,3.333,-109.571518,89.726723,36.556587,-109.164665,85.346054,3.192865,-110.27993,89.608902,-31.979116,-45.530766,59.117443,3.354446,-106.998672,69.010201,-9.343388,-70.419487,61.801655,10.984106,-87.081894,61.902355,35.214817,-45.863552,61.823551,34.092346,-48.971809,62.695915,-31.136175,-88.594826,61.898518,-31.350681
401,3.341,-109.587227,89.725372,36.572769,-109.168564,85.351784,3.195005,-110.291412,89.613472,-31.97341,-45.524277,59.120274,3.357754,-106.993103,69.017258,-9.342853,-70.418854,61.80051,10.985914,-87.079514,61.902706,35.214962,-45.864685,61.822624,34.091614,-48.972923,62.697495,-31.137011,-88.596382,61.897259,-31.348976
402,3.35,-109.597824,89.71608,36.590107,-109.170486,85.35202,3.198948,-110.298729,89.625565,-31.972132,-45.522411,59.129387,3.355596,-106.984665,69.021523,-9.345278,-70.417709,61.798138,10.988361,-87.079781,61.903893,35.212574,-45.86676,61.821819,34.091511,-48.973782,62.696171,-31.137409,-88.595596,61.896759,-31.349525
403,3.358,-109.603584,89.71228,36.594803,-109.170509,85.355965,3.202237,-110.307518,89.629761,-31.966829,-45.519917,59.130947,3.356408,-106.97374,69.024193,-9.347526,-70.418655,61.798649,10.988442,-87.079285,61.905132,35.212238,-45.868397,61.821663,34.090454,-48.974739,62.699371,-31.138817,-88.594803,61.893356,-31.347549
404,3.366,-109.614418,89.713547,36.596954,-109.171257,85.353447,3.206242,-110.317162,89.637444,-31.963243,-45.520462,59.131504,3.354637,-106.963242,69.023338,-9.348803,-70.418152,61.800354,10.988253,-87.079643,61.90667,35.212231,-45.868114,61.823463,34.089054,-48.973461,62.698204,-31.137577,-88.593079,61.894268,-31.347656
405,3.375,-109.655525,89.706955,36.597813,-109.171341,85.358101,3.209978,-110.3284,89.644592,-31.957943,-45.521873,59.130615,3.356254,-106.933357,69.002235,-9.352923,-70.418396,61.801041,10.985085,-87.079613,61.906929,35.213707,-45.86832,61.822014,34.090145,-48.972408,62.69577,-31.137196,-88.594986,61.898029,-31.349117
406,3.383,-109.668945,89.706383,36.59737,-109.173859,85.358284,3.213521,-110.335648,89.652191,-31.953796,-45.524208,59.124493,3.356353,-106.920586,69.002426,-9.344859,-70.418625,61.801136,10.986356,-87.08007,61.908566,35.212376,-45.868408,61.821842,34.08791,-48.973232,62.698353,-31.138313,-88.594055,61.89362,-31.346951
407,3.391,-109.678436,89.70578,36.602947,-109.174454,85.36377,3.218725,-110.344254,89.662926,-31.946587,-45.526661,59.120224,3.357183,-106.912926,69.002647,-9.34323,-70.418999,61.79855,10.987686,-87.08075,61.907207,35.213123,-45.865814,61.820358,34.088455,-48.972401,62.696964,-31.137547,-88.593285,61.897408,-31.349802
408,3.399,-109.688309,89.704605,36.6078,-109.176552,85.369339,3.223061,-110.352219,89.674438,-31.940266,-45.529694,59.116302,3.357031,-106.910583,69.005562,-9.339552,-70.41967,61.800076,10.987827,-87.079414,61.909031,35.21262,-45.865406,61.822163,34.091343,-48.972031,62.694679,-31.136671,-88.610222,61.904179,-31.373734
409,3.408,-109.699883,89.706398,36.614029,-109.183456,85.38089,3.248496,-110.360703,89.693596,-31.938496,-45.531281,59.112453,3.35743,-106.906403,69.011269,-9.335969,-70.418365,61.797379,10.988896,-87.077538,61.909412,35.212502,-45.864998,61.823135,34.09148,-48.973106,62.696438,-31.134951,-88.594055,61.897926,-31.347841
410,3.416,-109.710518,89.710274,36.619865,-109.191765,85.376945,3.282375,-110.368004,89.702675,-31.931644,-45.530121,59.114586,3.36107,-106.89447,69.050362,-9.313213,-70.418396,61.800652,10.98721,-87.076874,61.906654,35.21302,-45.864857,61.822994,34.091984,-48.974331,62.696671,-31.136599,-88.594322,61.900841,-31.34734
411,3.424,-109.716583,89.719658,36.631458,-109.197212,85.382866,3.302807,-110.372803,89.719063,-31.92981,-45.530163,59.117912,3.357168,-106.878044,69.045708,-9.306689,-70.42025,61.800468,10.987166,-87.07634,61.907906,35.212582,-45.865131,61.821556,34.092175,-48.973717,62.695282,-31.135946,-88.594292,61.896324,-31.344929
412,3.433,-109.729172,89.71862,36.645237,-109.20211,85.395981,3.309556,-110.376503,89.732048,-31.921503,-45.526028,59.120411,3.357197,-106.875908,69.095497,-9.323415,-70.419868,61.799252,10.98768,-87.075684,61.907967,35.213314,-45.86512,61.821972,34.092186,-48.973896,62.69775,-31.137383,-88.594505,61.895477,-31.344646
413,3.441,-109.736359,89.725693,36.650028,-109.202682,85.415054,3.31234,-110.380005,89.748672,-31.91853,-45.52515,59.123749,3.356176,-106.878349,69.114594,-9.332994,-70.419884,61.799973,10.986708,-87.075493,61.90992,35.21109,-45.865242,61.822205,34.091099,-48.973263,62.697201,-31.137281,-88.593758,61.897011,-31.344868
414,3.45,-109.747849,89.745369,36.644695,-109.208992,85.427841,3.319879,-110.383835,89.758514,-31.908058,-45.523735,59.128273,3.354861,-106.880127,69.131004,-9.328908,-70.41864,61.800892,10.986939,-87.073555,61.91045,35.210659,-45.86578,61.822636,34.088474,-48.97253,62.696964,-31.137466,-88.593658,61.899654,-31.344101
415,3.458,-109.757637,89.753891,36.650513,-109.216919,85.442284,3.330268,-110.385338,89.771957,-31.90184,-45.522102,59.128136,3.35676,-106.879044,69.144844,-9.318028,-70.418755,61.80064,10.988396,-87.070503,61.910427,35.213516,-45.864258,61.821354,34.09066,-48.973007,62.697281,-31.138178,-88.595184,61.896484,-31.344282
416,3.466,-109.770546,89.757927,36.662968,-109.225342,85.456627,3.34108,-110.386887,89.781723,-31.893337,-45.52264,59.128441,3.356781,-106.879654,69.155128,-9.304709,-70.420143,61.801052,10.985464,-87.070473,61.910812,35.213734,-45.864067,61.820705,34.091022,-48.972107,62.694923,-31.136284,-88.609657,61.904842,-31.369734
417,3.475,-109.780792,89.764694,36.675587,-109.222015,85.486496,3.364866,-110.389793,89.788223,-31.883448,-45.524578,59.122925,3.358979,-106.878517,69.165764,-9.28949,-70.417526,61.799694,10.987188,-87.071106,61.909885,35.213013,-45.863075,61.820663,34.093029,-48.971962,62.694626,-31.135794,-88.593781,61.898029,-31.342979
418,3.483,-109.790733,89.772972,36.684525,-109.247078,85.489265,3.368545,-110.374489,89.804314,-31.866804,-45.526978,59.120987,3.355968,-106.874641,69.178131,-9.280019,-70.419479,61.799545,10.987617,-87.069702,61.909752,35.215275,-45.862885,61.822449,34.092045,-48.973133,62.697922,-31.136635,-88.609474,61.907852,-31.369526
419,3.491,-109.808136,89.790169,36.699299,-109.25927,85.504921,3.369815,-110.376152,89.806633,-31.856472,-45.529804,59.117447,3.357359,-106.867943,69.188972,-9.273848,-70.421158,61.798168,10.98792,-87.070267,61.910351,35.2159,-45.862873,61.821182,34.090469,-48.972778,62.694073,-31.136406,-88.614563,61.909294,-31.382215
420,3.5,-109.824883,89.800987,36.711143,-109.270966,85.518471,3.372236,-110.37738,89.806313,-31.846601,-45.529598,59.115147,3.356524,-106.858948,69.204964,-9.247257,-70.417732,61.799725,10.988298,-87.071198,61.90905,35.218613,-45.86237,61.82151,34.091152,-48.972878,62.696247,-31.13516,-88.593346,61.901428,-31.34169
421,3.508,-109.840378,89.809387,36.719372,-109.277817,85.529778,3.377034,-110.378502,89.801994,-31.83918,-45.530197,59.115929,3.357392,-106.854538,69.204567,-9.221092,-70.419777,61.799301,10.987959,-87.07019,61.910755,35.218765,-45.8615,61.820335,34.090969,-48.973278,62.692715,-31.13541,-88.59343,61.901306,-31.339052
422,3.516,-109.854492,89.816292,36.729126,-109.287346,85.539818,3.38321,-110.378708,89.797783,-31.832033,-45.529728,59.11861,3.356797,-106.848122,69.205887,-9.20397,-70.418167,61.800499,10.988274,-87.067184,61.910034,35.221947,-45.862011,61.819141,34.090897,-48.97398,62.694149,-31.135723,-88.610039,61.905067,-31.362841
423,3.524,-109.870995,89.818756,36.742023,-109.289528,85.561668,3.408147,-110.381165,89.796524,-31.828943,-45.528717,59.117096,3.354807,-106.838943,69.2108,-9.193606,-70.417923,61.799438,10.988247,-87.066795,61.908363,35.223572,-45.861454,61.819736,34.089222,-48.973499,62.694145,-31.135279,-88.614594,61.910885,-31.372204
424,3.533,-109.886932,89.817276,36.756546,-109.297562,85.567108,3.422729,-110.386192,89.783852,-31.817419,-45.526749,59.121807,3.357932,-106.804932,69.228928,-9.179959,-70.418755,61.799942,10.987825,-87.059296,61.905937,35.216408,-45.859684,61.816532,34.093754,-48.972607,62.693672,-31.135458,-88.612686,61.910664,-31.370529
425,3.541,-109.929893,89.812103,36.763981,-109.334183,85.566551,3.430111,-110.391953,89.778481,-31.811501,-45.525436,59.123142,3.357054,-106.774437,69.232758,-9.175705,-70.418808,61.801422,10.986813,-87.054634,61.908585,35.212402,-45.858337,61.815842,34.091648,-48.973412,62.696373,-31.137297,-88.610924,61.911331,-31.366226
426,3.549,-109.951294,89.809242,36.768356,-109.348534,85.569595,3.431418,-110.398712,89.772003,-31.804127,-45.524063,59.121658,3.357905,-106.751266,69.233406,-9.172751,-70.417786,61.79924,10.987488,-87.056732,61.907314,35.21241,-45.856979,61.816383,34.091881,-48.973866,62.697674,-31.137461,-88.608322,61.912907,-31.364206
427,3.558,-109.971237,89.802483,36.775631,-109.35907,85.573891,3.435577,-110.406616,89.766975,-31.796339,-45.526287,59.119827,3.359028,-106.736374,69.243813,-9.163024,-70.418861,61.800266,10.987662,-87.051788,61.858089,35.260971,-45.857594,61.813866,34.091137,-48.9748,62.695354,-31.135893,-88.610115,61.91188,-31.36175
