,Frame,Time (Seconds),X,Y,Z,W,X.1,Y.1,Z.1,X.2,Y.2,Z.2,X.3,Y.3,Z.3,X.4,Y.4,Z.4,X.5,Y.5,Z.5,X.6,Y.6,Z.6,X.7,Y.7,Z.7,X.8,Y.8,Z.8,X.9,Y.9,Z.9,X.10,Y.10,Z.10,X.11,Y.11,Z.11,X.12,Y.12,Z.12,X.13,Y.13,Z.13,X.14,Y.14,Z.14,X.15,Y.15,Z.15,X.16,Y.16,Z.16,X.17,Y.17,Z.17,X.18,Y.18,Z.18,X.19,Y.19,Z.19,X.20,Y.20,Z.20
497,497,4.141,0.000106,5.8e-05,0.000236,1.0,-52.252834,69.438354,33.00378,-51.788948,71.722267,68.751122,-51.802219,67.18573,68.906952,-52.698196,67.064095,-2.913874,-52.721985,71.781334,-2.729073,-51.779549,71.735802,68.740601,-51.810551,67.173882,68.904945,-52.690361,67.082375,-2.910381,-52.730518,71.761124,-2.719917,-62.061954,83.036102,33.381523,-46.327488,56.201088,49.981735,-51.349957,72.334335,49.999134,-52.471237,72.895027,17.160942,-57.362957,76.367966,39.187309,-62.424408,83.005508,50.45488,-49.359928,68.391205,27.41346,-46.873646,56.617641,32.846348,-47.346985,56.481243,16.837063,-63.764717,83.48835,17.6947,,,
498,498,4.15,0.000102,4.4e-05,0.000225,1.0,-52.252876,69.43914,33.004238,-51.789951,71.723328,68.751564,-51.803326,67.186783,68.90744,-52.697277,67.064598,-2.913415,-52.720959,71.781845,-2.728644,-51.779167,71.735901,68.742508,-51.812733,67.175964,68.905754,-52.688129,67.082718,-2.911377,-52.731705,71.7603,-2.719327,-62.064487,83.035004,33.383526,-46.340229,56.196404,49.983101,-51.348038,72.333809,50.000202,-52.468288,72.895012,17.160431,-57.365459,76.365479,39.187355,-62.424564,82.99894,50.456184,-49.360554,68.388184,27.41411,-46.899582,56.608658,32.843208,-47.372684,56.475552,16.831524,-63.766117,83.488556,17.694656,,,
499,499,4.158,9.3e-05,4.4e-05,0.000312,1.0,-52.253265,69.438919,33.005035,-51.790737,71.723854,68.752319,-51.803326,67.187325,68.908279,-52.697247,67.063629,-2.912572,-52.721752,71.780869,-2.72789,-51.779335,71.737907,68.743965,-51.813229,67.175224,68.906898,-52.687752,67.082687,-2.910424,-52.732433,71.759186,-2.720062,-62.065029,83.033737,33.383942,-46.377758,56.186962,49.977829,-51.350189,72.334686,49.996712,-52.472042,72.892921,17.160648,-57.368034,76.363251,39.187996,-62.426353,82.988701,50.457859,-49.363125,68.386185,27.414162,-46.930225,56.598534,32.844387,-47.396065,56.470375,16.828028,-63.764103,83.490196,17.696192,,,
500,500,4.166,9.5e-05,4.4e-05,0.000378,1.0,-52.253716,69.439354,33.003414,-51.791435,71.724213,68.750717,-51.803421,67.187675,68.906654,-52.697445,67.064163,-2.914202,-52.722572,71.781395,-2.729508,-51.780766,71.736572,68.740829,-51.812954,67.176704,68.905037,-52.688225,67.083832,-2.910834,-52.732624,71.759773,-2.721077,-62.066467,83.028717,33.387272,-46.404778,56.176502,49.97374,-51.350449,72.334648,49.997417,-52.473217,72.891098,17.160093,-57.371216,76.359024,39.188908,-62.428368,82.980003,50.459053,-49.365875,68.382538,27.413134,-46.972469,56.584328,32.843323,-47.42717,56.464703,16.82408,-63.76218,83.491409,17.699108,,,
501,501,4.174,0.000103,4.7e-05,0.000158,1.0,-52.254486,69.438683,33.002941,-51.791008,71.722778,68.750275,-51.804996,67.186234,68.906143,-52.699451,67.064247,-2.914703,-52.722504,71.781494,-2.729931,-51.779526,71.734093,68.740677,-51.815422,67.17601,68.904541,-52.689342,67.084885,-2.911247,-52.733463,71.758926,-2.721762,-62.066566,83.01976,33.387474,-46.438705,56.165176,49.975487,-51.351238,72.335953,49.997837,-52.474903,72.891869,17.15834,-57.375813,76.355576,39.188889,-62.430809,82.968758,50.459187,-49.368591,68.379593,27.412996,-47.0224,56.567406,32.841831,-47.464771,56.451763,16.824013,-63.762539,83.489548,17.698917,,,
502,502,4.183,9.7e-05,5.2e-05,0.000253,1.0,-52.255409,69.438698,33.002777,-51.792042,71.723297,68.750069,-51.805168,67.186752,68.905998,-52.700245,67.063751,-2.914837,-52.72419,71.780991,-2.730125,-51.780022,71.736511,68.740883,-51.815468,67.175499,68.904785,-52.690388,67.084106,-2.911787,-52.734722,71.759117,-2.722854,-62.063004,83.010376,33.387089,-46.469048,56.152439,49.975838,-51.353306,72.33474,49.998585,-52.473461,72.891769,17.159855,-57.380795,76.349892,39.190582,-62.433346,82.959877,50.456959,-49.371426,68.374672,27.412792,-47.087826,56.542057,32.843788,-47.507214,56.437729,16.824656,-63.760544,83.491798,17.702394,,,
503,503,4.191,0.000108,2.8e-05,0.000241,1.0,-52.255013,69.43911,33.003132,-51.793301,71.722893,68.750504,-51.806534,67.186356,68.906334,-52.698189,67.064987,-2.914557,-52.722023,71.782227,-2.729738,-51.781361,71.737686,68.74073,-51.816338,67.174294,68.905632,-52.689095,67.083725,-2.912653,-52.732689,71.760078,-2.721221,-62.061489,83.000511,33.385365,-46.509823,56.137913,49.984543,-51.356007,72.336105,49.999172,-52.47361,72.892075,17.15951,-57.38591,76.344559,39.190681,-62.434471,82.948158,50.456612,-49.375984,68.371132,27.41338,-47.164085,56.519051,32.838825,-47.556389,56.419266,16.822906,-63.759102,83.491104,17.708344,,,
504,504,4.2,0.000103,4.4e-05,0.00011,1.0,-52.254456,69.439262,33.003052,-51.790947,71.72332,68.750381,-51.805367,67.186783,68.90625,-52.699459,67.06485,-2.914596,-52.722061,71.782097,-2.729827,-51.780174,71.735107,68.742241,-51.815342,67.176041,68.903351,-52.68972,67.083763,-2.911684,-52.73288,71.760818,-2.720991,-62.057243,82.990913,33.387379,-46.561939,56.113327,49.994884,-51.357906,72.335846,49.997997,-52.468925,72.896706,17.160608,-57.392258,76.339073,39.190865,-62.439178,82.932838,50.457031,-49.380276,68.365982,27.412302,-47.243099,56.493423,32.836048,-47.606297,56.406868,16.826357,-63.751381,83.493912,17.710896,,,
505,505,4.208,9.4e-05,3.9e-05,0.000391,1.0,-52.2565,69.439766,33.003132,-51.794643,71.724686,68.750427,-51.806515,67.188141,68.90638,-52.699799,67.064514,-2.914482,-52.725052,71.781746,-2.729795,-51.782616,71.740585,68.74295,-51.817329,67.17395,68.904549,-52.689331,67.084541,-2.911506,-52.73571,71.761208,-2.723508,-62.053196,82.982094,33.386948,-46.609146,56.096901,49.995678,-51.359303,72.335976,49.996998,-52.471893,72.895554,17.159328,-57.397835,76.331535,39.189167,-62.438606,82.923752,50.453686,-49.384544,68.361977,27.413256,-47.309196,56.472553,32.832706,-47.649307,56.393944,16.830952,-63.749557,83.492668,17.71266,,,
506,506,4.216,9.9e-05,3.3e-05,0.000121,1.0,-52.256126,69.439293,33.002617,-51.79348,71.72364,68.749939,-51.807804,67.187103,68.905846,-52.700256,67.064598,-2.915022,-52.722965,71.781845,-2.730292,-51.780933,71.737648,68.742706,-51.81929,67.174408,68.903564,-52.689316,67.085175,-2.912256,-52.734619,71.75972,-2.723229,-62.049301,82.969368,33.386112,-46.665943,56.081963,49.993526,-51.362411,72.336571,49.999294,-52.453686,72.907349,17.165405,-57.403797,76.325195,39.189659,-62.444889,82.910378,50.453579,-49.38929,68.355927,27.413038,-47.385406,56.44635,32.837082,-47.705017,56.385468,16.841974,-63.743885,83.497726,17.714769,,,
507,507,4.224,9.3e-05,4.9e-05,0.000237,1.0,-52.255135,69.438667,33.002388,-51.791851,71.723534,68.749664,-51.805115,67.186996,68.905632,-52.699894,67.063454,-2.915213,-52.723686,71.780693,-2.730531,-51.779346,71.735069,68.741737,-51.81638,67.176605,68.904243,-52.688812,67.084526,-2.911834,-52.734798,71.759453,-2.72449,-62.047428,82.959068,33.384331,-46.78368,56.049919,49.991787,-51.366859,72.338196,49.99926,-52.444244,72.913292,17.166895,-57.409359,76.318733,39.189976,-62.434067,82.908081,50.455147,-49.39539,68.352333,27.414825,-47.458874,56.423782,32.846287,-47.754433,56.378597,16.855213,-63.741695,83.499847,17.716623,,,
508,508,4.233,9.4e-05,6.2e-05,0.000362,1.0,-52.2542,69.438553,33.002396,-51.790627,71.723465,68.749664,-51.80275,67.18692,68.905624,-52.699234,67.063293,-2.915204,-52.724201,71.78054,-2.73051,-51.778458,71.735451,68.740623,-51.813679,67.176224,68.903893,-52.688663,67.083504,-2.911745,-52.735374,71.759056,-2.722988,-62.042282,82.952759,33.383484,-46.941505,56.041836,49.984615,-51.370358,72.338989,49.99902,-52.435505,72.920647,17.167551,-57.422382,76.30629,39.192776,-62.431538,82.899574,50.453556,-49.401489,68.346634,27.415356,-47.548519,56.398087,32.856476,-47.803257,56.372078,16.864124,-63.739597,83.502052,17.716179,,,
509,509,4.241,8.4e-05,5.5e-05,0.000482,1.0,-52.253712,69.438736,33.003052,-51.791161,71.724442,68.75029,-51.802208,67.187904,68.906326,-52.697693,67.062691,-2.914503,-52.723789,71.779922,-2.729905,-51.779579,71.737602,68.743217,-51.813229,67.175522,68.903328,-52.68697,67.081848,-2.911023,-52.734734,71.76017,-2.72302,-62.037895,82.946426,33.382545,-47.072945,56.005054,49.97831,-51.373589,72.338707,50.000626,-52.428268,72.921242,17.165922,-57.426758,76.298218,39.194233,-62.435932,82.888222,50.452709,-49.407688,68.337982,27.416471,-47.636097,56.372391,32.863995,-47.849174,56.361115,16.864071,-63.739086,83.501381,17.713297,,,
510,510,4.25,0.000101,4.5e-05,0.000483,1.0,-52.254295,69.438301,33.002449,-51.792473,71.722832,68.749771,-51.803501,67.186287,68.905655,-52.697544,67.063431,-2.915192,-52.723671,71.780655,-2.730441,-51.779945,71.736267,68.742256,-51.814125,67.174973,68.905083,-52.687527,67.082275,-2.913879,-52.735226,71.758789,-2.723539,-62.042664,82.930603,33.386322,-47.272179,55.935501,49.983585,-51.374733,72.338982,49.998222,-52.430874,72.915146,17.159269,-57.432186,76.293007,39.193897,-62.429512,82.886444,50.451763,-49.421986,68.3283,27.416712,-47.762589,56.335892,32.883209,-47.923698,56.344265,16.865112,-63.735752,83.506104,17.713779,,,
511,511,4.258,9.4e-05,5e-05,0.000487,1.0,-52.255291,69.438789,33.002041,-51.793091,71.723808,68.749321,-51.804089,67.187271,68.905273,-52.698917,67.063431,-2.915567,-52.725071,71.78067,-2.730873,-51.780254,71.736679,68.742027,-51.81535,67.176025,68.904129,-52.688164,67.083656,-2.913208,-52.736397,71.759232,-2.724781,-62.035759,82.919785,33.382969,-47.398827,55.88892,49.996853,-51.377785,72.338448,49.999176,-52.433556,72.913345,17.15704,-57.436848,76.286324,39.195564,-62.428528,82.881058,50.451069,-49.430389,68.323997,27.418064,-47.854744,56.315369,32.88728,-48.026901,56.305546,16.851957,-63.736504,83.506355,17.714859,,,
512,512,4.266,9.3e-05,5.5e-05,0.000396,1.0,-52.255558,69.438461,33.002819,-51.792614,71.723434,68.750099,-51.804436,67.18689,68.906059,-52.699947,67.063133,-2.914786,-52.725243,71.78038,-2.730098,-51.7803,71.736153,68.742355,-51.815205,67.175827,68.904846,-52.689732,67.084007,-2.911992,-52.735825,71.758652,-2.723956,-62.0308,82.91378,33.384155,-47.519829,55.862682,50.002937,-51.379223,72.3377,49.998482,-52.431423,72.914963,17.15778,-57.440151,76.28257,39.194962,-62.426144,82.878952,50.451725,-49.437706,68.315178,27.418509,-47.939968,56.299049,32.884941,-48.213226,56.248753,16.859898,-63.733494,83.503517,17.715437,,,
513,513,4.275,8.6e-05,5.9e-05,0.000587,1.0,-52.254772,69.437729,33.002628,-51.792397,71.723404,68.74987,-51.802479,67.186859,68.905891,-52.698563,67.061714,-2.914935,-52.725655,71.778946,-2.730319,-51.780052,71.737015,68.74057,-51.813419,67.174828,68.903893,-52.687691,67.083061,-2.910298,-52.736206,71.758141,-2.723731,-62.021835,82.906792,33.387901,-47.62159,55.845016,50.005901,-51.377914,72.338745,50.001312,-52.430023,72.914925,17.157141,-57.44326,76.277107,39.196575,-62.423218,82.876022,50.450497,-49.44585,68.303368,27.422588,-48.050957,56.270451,32.876579,-48.35075,56.215214,16.843874,-63.729305,83.50547,17.718836,,,
514,514,4.283,8.8e-05,6.6e-05,0.000507,1.0,-52.254982,69.438522,33.002155,-51.791721,71.723969,68.749405,-51.802532,67.187424,68.905403,-52.699673,67.062744,-2.915409,-52.726002,71.779976,-2.730775,-51.779102,71.736801,68.741974,-51.814163,67.175667,68.903214,-52.688534,67.082748,-2.912002,-52.737217,71.759689,-2.724462,-62.014179,82.899712,33.386757,-47.721626,55.822342,50.00499,-51.375401,72.338638,49.999882,-52.429398,72.916939,17.156624,-57.450451,76.270813,39.192245,-62.420948,82.873138,50.452709,-49.453613,68.297173,27.419498,-48.161469,56.241779,32.868134,-48.416374,56.203991,16.844351,-63.72353,83.506706,17.722443,,,
515,515,4.291,9.4e-05,5.7e-05,0.000432,1.0,-52.255844,69.438339,33.002666,-51.792877,71.723335,68.749947,-51.804371,67.186798,68.905899,-52.700253,67.062996,-2.914932,-52.725887,71.780235,-2.73025,-51.78014,71.73613,68.740829,-51.815243,67.17585,68.905052,-52.689636,67.084473,-2.911009,-52.736084,71.759567,-2.724571,-62.003559,82.893295,33.387848,-47.823189,55.796467,50.00494,-51.371384,72.336807,50.001102,-52.430111,72.918526,17.156515,-57.452202,76.26786,39.191879,-62.415321,82.874527,50.45277,-49.459347,68.291542,27.421989,-48.242435,56.222355,32.868744,-48.484684,56.214981,16.858889,-63.718868,83.511559,17.726404,,,
516,516,4.299,9.3e-05,6.5e-05,0.000325,1.0,-52.255726,69.438049,33.002377,-51.791771,71.722961,68.749649,-51.804226,67.186424,68.905602,-52.701145,67.062798,-2.915213,-52.725769,71.780037,-2.730531,-51.779533,71.735664,68.741768,-51.815369,67.174881,68.903717,-52.689987,67.084908,-2.911162,-52.736538,71.758591,-2.724683,-61.995293,82.88829,33.387409,-47.916813,55.772503,50.007141,-51.367615,72.339439,50.00182,-52.432007,72.918251,17.156446,-57.451649,76.266602,39.193073,-62.410183,82.875534,50.453438,-49.465866,68.285004,27.423706,-48.330639,56.204571,32.872913,-48.553391,56.209229,16.865948,-63.715099,83.513519,17.727573,,,
517,517,4.308,0.0001,5.7e-05,0.000574,1.0,-52.255966,69.437447,33.00193,-51.793648,71.722122,68.749237,-51.803856,67.18557,68.905136,-52.699692,67.062439,-2.915698,-52.726662,71.779663,-2.730957,-51.781155,71.735695,68.740799,-51.814735,67.173752,68.904007,-52.688713,67.08371,-2.911826,-52.737122,71.759346,-2.725481,-61.986412,82.884918,33.38826,-48.032948,55.748795,50.011753,-51.364315,72.343124,50.001343,-52.432228,72.916405,17.158096,-57.45179,76.266495,39.191887,-62.401527,82.877975,50.450535,-49.472874,68.278595,27.424053,-48.424206,56.187447,32.874599,-48.668751,56.179283,16.899155,-63.712208,83.518562,17.727365,,,
518,518,4.316,8.9e-05,5.8e-05,0.00058,1.0,-52.256035,69.437653,33.001225,-51.793716,71.723114,68.748489,-51.803867,67.186569,68.90448,-52.699768,67.061852,-2.916348,-52.726791,71.779083,-2.731708,-51.780647,71.735947,68.740067,-51.815331,67.175301,68.903099,-52.688236,67.082802,-2.91214,-52.737617,71.759399,-2.726325,-61.978268,82.884773,33.387463,-48.141235,55.723869,50.006439,-51.359703,72.341309,50.001514,-52.433788,72.917488,17.154842,-57.449158,76.272713,39.193783,-62.399693,82.877731,50.452,-49.478783,68.272194,27.424595,-48.508018,56.169449,32.882004,-48.736626,56.162483,16.907892,-63.709949,83.523964,17.721727,,,
519,519,4.325,9.1e-05,5.7e-05,0.000638,1.0,-52.254982,69.438576,33.001385,-51.792992,71.723923,68.74865,-51.802612,67.187378,68.904625,-52.698372,67.062889,-2.916211,-52.725952,71.780113,-2.731541,-51.780636,71.737473,68.739922,-51.813442,67.175514,68.903137,-52.687508,67.08374,-2.911892,-52.73624,71.760338,-2.725837,-61.971874,82.884125,33.388783,-48.248325,55.706684,49.996029,-51.355988,72.342827,50.001263,-52.432304,72.920624,17.154221,-57.447277,76.275475,39.195892,-62.393021,82.877968,50.451817,-49.48402,68.266098,27.424669,-48.612572,56.145096,32.89082,-48.819195,56.14584,16.91321,-63.709759,83.525749,17.718094,,,
520,520,4.333,9.3e-05,6.9e-05,0.000604,1.0,-52.254326,69.438148,33.002213,-51.791306,71.72332,68.749481,-51.801235,67.186775,68.905441,-52.698761,67.062637,-2.91538,-52.726013,71.779869,-2.730691,-51.778717,71.735786,68.741158,-51.812023,67.176064,68.904755,-52.688164,67.08271,-2.911835,-52.736069,71.760826,-2.725623,-61.968567,82.887665,33.389004,-48.345898,55.69548,49.994709,-51.352821,72.344452,50.000561,-52.429657,72.921387,17.15416,-57.445366,76.277046,39.195862,-62.388206,82.88353,50.448936,-49.489677,68.261925,27.426647,-48.703846,56.123554,32.898434,-48.884632,56.133724,16.913744,-63.706196,83.527702,17.71607,,,
521,521,4.341,8.6e-05,7e-05,0.000623,1.0,-52.254475,69.43811,33.001595,-51.791508,71.723808,68.748833,-51.801266,67.187263,68.904854,-52.698853,67.06208,-2.915967,-52.72628,71.779312,-2.731344,-51.778233,71.736923,68.740372,-51.812428,67.176163,68.904327,-52.687447,67.082382,-2.912138,-52.736706,71.760765,-2.726705,-61.96645,82.893936,33.386375,-48.446732,55.688053,50.003265,-51.352245,72.345413,50.000965,-52.426781,72.922722,17.152761,-57.446468,76.272552,39.191971,-62.38702,82.883308,50.450058,-49.495716,68.257568,27.424776,-48.790329,56.105137,32.895847,-48.947247,56.120937,16.914131,-63.703609,83.531609,17.71496,,,
522,522,4.349,9.3e-05,5.5e-05,0.000739,1.0,-52.254784,69.437569,33.001934,-51.793385,71.722893,68.749199,-51.802094,67.186348,68.905174,-52.697563,67.061913,-2.915663,-52.726097,71.779129,-2.73098,-51.780788,71.737,68.740097,-51.812519,67.174637,68.904892,-52.687294,67.082687,-2.911984,-52.735733,71.759666,-2.725951,-61.966484,82.899574,33.386532,-48.538124,55.677025,50.014633,-51.350994,72.343269,50.000526,-52.422501,72.925446,17.154076,-57.441593,76.277672,39.193863,-62.382496,82.882431,50.449646,-49.513672,68.246841,27.424711,-48.878525,56.085842,32.893227,-49.005795,56.10844,16.912825,-63.700478,83.535507,17.708639,,,
523,523,4.358,9.3e-05,5.8e-05,0.000587,1.0,-52.255547,69.438499,33.002167,-51.793289,71.723701,68.749443,-51.803379,67.187157,68.905403,-52.699219,67.062965,-2.915424,-52.726311,71.78019,-2.730748,-51.780891,71.737488,68.740913,-51.814259,67.175041,68.903824,-52.688461,67.082809,-2.911195,-52.736462,71.761406,-2.725168,-61.967754,82.905334,33.384232,-48.62389,55.670464,50.020397,-51.350266,72.344521,50.000351,-52.415825,72.929169,17.153336,-57.439232,76.280312,39.194523,-62.374866,82.883659,50.447304,-49.523933,68.239372,27.426321,-48.985088,56.064396,32.883965,-49.061375,56.094849,16.911182,-63.700466,83.538078,17.705761,,,
524,524,4.366,9.5e-05,5.4e-05,0.00051,1.0,-52.25576,69.438065,33.002045,-51.793407,71.723068,68.749329,-51.804195,67.186523,68.905281,-52.699543,67.062721,-2.915558,-52.725906,71.779953,-2.730867,-51.779919,71.736618,68.741608,-51.815678,67.17495,68.904762,-52.687393,67.084846,-2.911873,-52.73679,71.760155,-2.726646,-61.963833,82.916611,33.380978,-48.74979,55.636353,50.029636,-51.351017,72.347527,50.000946,-52.408337,72.932556,17.153807,-57.437195,76.283989,39.193432,-62.371784,82.885551,50.449093,-49.530628,68.233665,27.427561,-49.041851,56.05917,32.885262,-49.110802,56.082218,16.906662,-63.695084,83.541763,17.704737,,,
525,525,4.375,8.4e-05,7.4e-05,0.000263,1.0,-52.255718,69.437546,33.001553,-51.790829,71.723053,68.748772,-51.803852,67.186523,68.904808,-52.702095,67.061684,-2.915984,-52.72612,71.778931,-2.731389,-51.778309,71.734993,68.741447,-51.814854,67.175957,68.903999,-52.68972,67.085205,-2.911619,-52.73674,71.758766,-2.72756,-61.96344,82.923218,33.380417,-48.874062,55.61726,50.036961,-51.35162,72.347107,50.001312,-52.396019,72.939796,17.152905,-57.432865,76.285995,39.192097,-62.368553,82.885094,50.450642,-49.538517,68.225929,27.426523,-49.107365,56.052898,32.889618,-49.18803,56.062252,16.890696,-63.690144,83.546631,17.703501,,,
526,526,4.383,7.7e-05,6.4e-05,0.000196,1.0,-52.256386,69.437065,33.001362,-51.791889,71.723,68.748558,-51.805527,67.186478,68.904663,-52.702366,67.060783,-2.916148,-52.725769,71.77803,-2.731612,-51.778389,71.735115,68.741676,-51.817554,67.175621,68.903618,-52.688374,67.08223,-2.911747,-52.737648,71.75988,-2.727979,-61.965214,82.928886,33.379742,-48.973091,55.600147,50.041954,-51.351337,72.345825,50.00071,-52.391098,72.944054,17.151176,-57.430519,76.287231,39.194374,-62.365395,82.884789,50.450516,-49.545906,68.218323,27.426651,-49.153419,56.055534,32.885872,-49.224804,56.056374,16.889608,-63.688248,83.54937,17.698713,,,
527,527,4.391,6.4e-05,5.6e-05,0.000188,1.0,-52.257275,69.438538,33.001633,-51.79327,71.725449,68.748772,-51.80698,67.188934,68.904999,-52.702759,67.061256,-2.915821,-52.726089,71.778511,-2.731413,-51.78083,71.73954,68.742508,-51.818352,67.176018,68.903587,-52.689182,67.08297,-2.911303,-52.737419,71.760422,-2.728027,-61.964237,82.93499,33.379665,-49.084137,55.57983,50.04908,-51.351921,72.345337,50.001503,-52.386074,72.947243,17.151543,-57.428902,76.288406,39.194164,-62.355774,82.884628,50.453217,-49.552231,68.213257,27.426075,-49.201118,56.051041,32.890339,-49.258087,56.052536,16.891331,-63.687317,83.550812,17.695261,,,
528,528,4.4,8e-05,5.8e-05,0.000431,1.0,-52.255959,69.437614,33.000519,-51.792969,71.723549,68.747734,-51.804478,67.187019,68.903801,-52.70039,67.061325,-2.917016,-52.726006,71.778564,-2.732459,-51.78141,71.73719,68.740067,-51.81493,67.174622,68.901817,-52.68779,67.082932,-2.91103,-52.736485,71.76059,-2.728446,-61.964256,82.942543,33.378689,-49.225838,55.550175,50.062912,-51.352013,72.346817,50.002533,-52.377964,72.948776,17.152319,-57.427479,76.289352,39.193325,-62.350899,82.883659,50.451435,-49.55851,68.206978,27.427259,-49.246449,56.053829,32.8895,-49.291988,56.047501,16.897638,-63.689201,83.554344,17.690338,,,
529,529,4.408,8.7e-05,6.6e-05,0.000345,1.0,-52.255325,69.437576,33.000717,-51.791363,71.722969,68.747963,-51.803642,67.186424,68.903969,-52.700752,67.061836,-2.91684,-52.725555,71.779076,-2.73222,-51.77887,71.735741,68.74118,-51.815056,67.174713,68.90239,-52.687244,67.08432,-2.911733,-52.736794,71.760406,-2.728619,-61.964436,82.948906,33.382511,-49.313107,55.540203,50.063873,-51.352001,72.348015,50.002434,-52.375198,72.951103,17.1516,-57.426941,76.288727,39.193481,-62.345154,82.883102,50.452877,-49.561996,68.203964,27.427233,-49.284981,56.05389,32.893223,-49.310738,56.045364,16.898447,-63.68898,83.555618,17.688601,,,
530,530,4.416,8.1e-05,6.7e-05,0.000399,1.0,-52.255314,69.438553,33.002106,-51.791538,71.724396,68.749321,-51.803326,67.187866,68.905388,-52.700542,67.062363,-2.915427,-52.725857,71.779602,-2.730858,-51.779755,71.738159,68.742813,-51.813816,67.175552,68.904434,-52.687889,67.084229,-2.910977,-52.736271,71.761635,-2.727717,-61.963039,82.957466,33.385662,-49.341183,55.533756,50.054394,-51.352615,72.347382,50.003578,-52.372066,72.952972,17.151245,-57.426254,76.285591,39.195164,-62.343365,82.88192,50.455921,-49.56739,68.199883,27.427214,-49.312801,56.055992,32.898582,-49.328693,56.043106,16.901161,-63.688805,83.558189,17.686567,,,
531,531,4.424,8.4e-05,6.2e-05,0.000563,1.0,-52.256351,69.437546,33.001759,-51.793648,71.723373,68.748985,-51.803951,67.186829,68.905037,-52.700478,67.061378,-2.915791,-52.727341,71.77861,-2.731192,-51.780743,71.737061,68.740219,-51.814259,67.175705,68.905373,-52.6875,67.084038,-2.910178,-52.737225,71.761536,-2.728712,-61.963238,82.960144,33.386452,-49.359249,55.527412,50.048248,-51.350964,72.347733,50.006859,-52.370651,72.953987,17.152126,-57.426517,76.284332,39.196194,-62.338211,82.883438,50.455975,-49.570969,68.197784,27.42688,-49.337482,56.052166,32.903656,-49.344074,56.042278,16.90477,-63.687862,83.561272,17.672148,,,
532,532,4.433,8.6e-05,8e-05,0.000462,1.0,-52.25631,69.437645,33.001472,-51.791866,71.723213,68.748695,-51.803078,67.186668,68.904716,-52.702194,67.061737,-2.916071,-52.728104,71.778976,-2.731454,-51.779671,71.735497,68.741127,-51.813816,67.17572,68.903488,-52.688454,67.0849,-2.909699,-52.73877,71.761063,-2.728535,-61.962605,82.961906,33.384964,-49.393364,55.516235,50.051266,-51.35194,72.348557,50.005619,-52.372204,72.953674,17.152809,-57.428654,76.280991,39.195461,-62.332905,82.881958,50.454868,-49.571381,68.195023,27.426771,-49.368107,56.048233,32.905804,-49.362434,56.040508,16.907784,-63.701565,83.558716,17.669294,,,
533,533,4.441,7.7e-05,7.8e-05,0.000146,1.0,-52.256882,69.437584,33.001404,-51.791161,71.723534,68.748581,-51.805241,67.187004,68.904686,-52.704102,67.061272,-2.916089,-52.727032,71.778526,-2.731568,-51.778423,71.736359,68.742165,-51.816483,67.175545,68.903854,-52.688534,67.084679,-2.910186,-52.738548,71.761314,-2.729552,-61.961575,82.960487,33.386532,-49.419621,55.51086,50.051666,-51.353611,72.346832,50.003426,-52.37611,72.952393,17.151424,-57.433846,76.271599,39.191883,-62.330605,82.878845,50.457996,-49.572304,68.194237,27.426205,-49.377399,56.048977,32.908508,-49.369095,56.040909,16.909721,-63.7029,83.558617,17.668207,,,
534,534,4.45,8.2e-05,8e-05,0.000199,1.0,-52.256805,69.437286,33.001343,-51.79113,71.722862,68.748543,-51.804726,67.186333,68.904602,-52.703972,67.061348,-2.916178,-52.727394,71.778603,-2.731591,-51.778812,71.735558,68.742386,-51.815651,67.174957,68.903908,-52.68895,67.083076,-2.911054,-52.738834,71.762154,-2.729402,-61.959339,82.958069,33.387859,-49.438885,55.506718,50.051403,-51.355545,72.347839,50.003021,-52.379829,72.950775,17.153227,-57.432808,76.274094,39.195396,-62.330372,82.876526,50.458473,-49.571526,68.194252,27.424946,-49.394737,56.047894,32.907619,-49.368622,56.042332,16.908884,-63.699387,83.558533,17.671206,,,
535,535,4.458,8.1e-05,8e-05,0.000489,1.0,-52.256264,69.437019,33.002396,-51.791946,71.722977,68.749596,-51.80291,67.18644,68.905663,-52.702015,67.060722,-2.915123,-52.728184,71.777954,-2.730557,-51.779305,71.736542,68.742195,-51.813644,67.174789,68.90509,-52.687828,67.082428,-2.909439,-52.739048,71.761459,-2.72807,-61.958057,82.954208,33.387611,-49.444748,55.508167,50.051052,-51.356842,72.346611,50.003559,-52.384205,72.948685,17.153282,-57.439922,76.264832,39.19294,-62.325623,82.87384,50.455727,-49.569241,68.194481,27.427402,-49.396114,56.046898,32.908798,-49.372787,56.038345,16.910231,-63.695232,83.559425,17.670946,,,
536,536,4.466,8e-05,7.9e-05,0.000467,1.0,-52.256374,69.436821,33.001965,-51.792027,71.722832,68.749161,-51.803196,67.186295,68.905243,-52.702171,67.060471,-2.915546,-52.728123,71.77771,-2.730989,-51.779705,71.735527,68.74263,-51.813591,67.17543,68.905273,-52.688225,67.082764,-2.910489,-52.738506,71.761253,-2.729322,-61.956989,82.947777,33.384426,-49.442242,55.508839,50.050205,-51.359528,72.346947,50.002243,-52.389198,72.944977,17.152586,-57.442928,76.258377,39.19495,-62.3237,82.868797,50.45916,-49.567364,68.198204,27.427423,-49.392746,56.049084,32.910038,-49.363564,56.037991,16.9077,-63.690556,83.559402,17.674822,,,
