,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1030,Unlabeled 1030,Unlabeled 1030,Unlabeled 1031,Unlabeled 1031,Unlabeled 1031,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032,Unlabeled 1033,Unlabeled 1033,Unlabeled 1033,Unlabeled 1034,Unlabeled 1034,Unlabeled 1034,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036,Unlabeled 1037,Unlabeled 1037,Unlabeled 1037,Unlabeled 1038,Unlabeled 1038,Unlabeled 1038,Unlabeled 1039,Unlabeled 1039,Unlabeled 1039
,ID,209BA3D90807A0911EE,209BA3D90807A0911EE,209BA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1206,10.05,-14.397606,116.231277,-10.287576,-0.044084,107.029343,-12.817401,3.85452,95.606216,-18.579458,17.250532,85.760635,-21.171923,1.6667,114.438164,-10.519248,18.013092,114.829811,-9.701422,17.784227,100.011841,-14.718267,0.720253,85.899567,-23.680172,-14.366986,101.1884,-15.997471,-14.663725,86.97187,-22.341618
1207,10.058,-14.423784,116.216362,-10.234644,-0.062225,106.952263,-12.670949,3.834154,95.441345,-18.248276,17.213827,85.575272,-20.78027,1.67047,114.396439,-10.439942,17.995354,114.788673,-9.622112,17.744581,99.893166,-14.472114,0.674787,85.670334,-23.219872,-14.404509,101.077568,-15.749927,-14.713407,86.749596,-21.872885
1208,10.066,-14.44892,116.207993,-10.182409,-0.096164,106.889847,-12.526837,3.828996,95.277107,-17.916285,17.176714,85.38765,-20.367134,1.659561,114.345871,-10.347777,17.992664,114.747643,-9.53785,17.726843,99.779541,-14.226734,0.637335,85.435425,-22.739735,-14.42606,100.965927,-15.513981,-14.745733,86.536377,-21.382008
1209,10.074,-14.464958,116.186211,-10.115486,-0.106881,106.804848,-12.34617,3.813655,95.097115,-17.575014,17.14459,85.219185,-19.924116,1.623848,114.314293,-10.249945,18.005459,114.703003,-9.415508,17.701752,99.667343,-13.966918,0.591779,85.165276,-22.212311,-14.459579,100.864883,-15.271814,-14.779538,86.307449,-20.843702
1210,10.083,-14.463158,116.165779,-10.027915,-0.136734,106.723717,-12.174006,3.788163,94.895378,-17.178482,17.111834,85.005211,-19.400826,1.599901,114.270424,-10.174026,17.996582,114.658844,-9.323027,17.678871,99.532166,-13.681028,0.548504,84.873405,-21.594727,-14.476068,100.728737,-14.964138,-14.82091,86.05201,-20.23724
1211,10.091,-14.464887,116.142212,-9.960416,-0.117772,106.65239,-11.977601,3.771583,94.725388,-16.813074,17.076443,84.806099,-18.927523,1.605373,114.245049,-10.095172,17.985607,114.628746,-9.261048,17.658531,99.430351,-13.424094,0.512362,84.628555,-21.028605,-14.488174,100.623001,-14.709719,-14.866388,85.834061,-19.687977
1212,10.099,-14.466269,116.11602,-9.89767,-0.144803,106.575546,-11.812462,3.748571,94.56279,-16.430784,17.023697,84.611115,-18.418734,1.596488,114.210091,-10.015049,17.986483,114.603081,-9.203413,17.640699,99.322334,-13.164062,0.48033,84.367363,-20.43718,-14.506681,100.520096,-14.455191,-14.908285,85.628357,-19.105961
1213,10.108,-14.468044,116.084396,-9.826741,-0.15747,106.487907,-11.600737,3.711998,94.395042,-16.011774,16.989475,84.403633,-17.804585,1.585759,114.16613,-9.916637,17.984373,114.579964,-9.131105,17.629522,99.211159,-12.86922,0.438105,84.077255,-19.743162,-14.520947,100.382256,-14.133604,-14.940843,85.391861,-18.437828
1214,10.116,-14.466664,116.058716,-9.765995,-0.167658,106.423401,-11.423513,3.686159,94.236145,-15.634875,16.965012,84.20536,-17.26137,1.577794,114.112152,-9.852665,17.9832,114.54567,-9.035002,17.606119,99.117638,-12.614796,0.397874,83.844521,-19.110626,-14.528759,100.291039,-13.862422,-14.974062,85.192749,-17.854927
1215,10.125,-14.46601,116.024338,-9.694056,-0.187974,106.358246,-11.247965,3.675108,94.058716,-15.198723,16.927668,83.981949,-16.597599,1.585256,114.05983,-9.784372,17.982899,114.518845,-8.968716,17.602669,99.023499,-12.316608,0.366421,83.594307,-18.392155,-14.551862,100.166466,-13.555627,-14.990129,84.975655,-17.147888
1216,10.133,-14.453265,116.017639,-9.638327,-0.181227,106.291786,-11.029947,3.667306,93.913727,-14.807066,16.918499,83.805878,-15.980845,1.59352,114.010048,-9.712768,17.985853,114.500771,-8.921073,17.583717,98.944199,-12.049476,0.346428,83.36586,-17.733032,-14.555889,100.053452,-13.252197,-15.005772,84.794144,-16.548887
1217,10.141,-14.45196,116.00248,-9.595559,-0.181603,106.243538,-10.884078,3.666722,93.763283,-14.403826,16.889439,83.616035,-15.355471,1.608806,113.94873,-9.624367,17.98768,114.486603,-8.879177,17.57939,98.854935,-11.790327,0.324799,83.149086,-17.078396,-14.555897,99.963104,-12.962082,-15.030872,84.630226,-15.912721
1218,10.15,-14.44494,115.976891,-9.544405,-0.177369,106.132423,-10.669322,3.666826,93.60363,-13.936046,16.888224,83.438133,-14.623044,1.641162,113.856735,-9.49645,17.989111,114.47364,-8.838298,17.592091,98.769226,-11.494673,0.308898,82.918625,-16.320072,-14.567408,99.840797,-12.629454,-15.038702,84.433533,-15.206226
1219,10.158,-14.440128,115.944466,-9.475766,-0.167586,106.070732,-10.500361,3.659752,93.463448,-13.517118,16.868093,83.265343,-13.967117,1.676005,113.778618,-9.385349,17.994043,114.461685,-8.803014,17.590206,98.690369,-11.221752,0.298569,82.74543,-15.647118,-14.562449,99.732628,-12.309301,-15.045144,84.278389,-14.586565
1220,10.166,-14.424269,115.909149,-9.423792,-0.141203,105.988106,-10.30605,3.672971,93.344582,-13.099411,16.87995,83.130608,-13.296377,1.705025,113.722946,-9.308159,18.002766,114.454292,-8.772345,17.602116,98.617271,-10.949491,0.298627,82.5625,-14.968125,-14.547509,99.643898,-11.9939,-15.032188,84.145065,-13.933718
1221,10.175,-14.409821,115.868164,-9.362343,-0.142797,105.918633,-10.120147,3.686563,93.205963,-12.634726,16.881517,82.966423,-12.523982,1.730072,113.686752,-9.257887,18.019379,114.439224,-8.735321,17.631901,98.548065,-10.636436,0.300382,82.387321,-14.208738,-14.541727,99.523201,-11.630561,-15.036355,83.987846,-13.226412
1222,10.183,-14.393048,115.839722,-9.295652,-0.112473,105.850861,-9.921344,3.679617,93.105736,-12.212523,16.89591,82.850227,-11.842587,1.73675,113.630806,-9.190073,18.054745,114.419792,-8.686496,17.650145,98.493515,-10.378144,0.304108,82.245056,-13.534215,-14.527228,99.446045,-11.302951,-15.022123,83.867439,-12.576286
1223,10.191,-14.377578,115.810562,-9.249832,-0.117907,105.797638,-9.746829,3.693912,93.001503,-11.791717,16.917917,82.747704,-11.129148,1.754006,113.575912,-9.093825,18.083353,114.406136,-8.651547,17.662907,98.423279,-10.115045,0.31155,82.109985,-12.856089,-14.529032,99.369011,-10.976042,-15.014556,83.771072,-11.93307
1224,10.199,-14.360992,115.783539,-9.206266,-0.114564,105.753883,-9.567708,3.717927,92.89637,-11.363121,16.928534,82.651138,-10.459696,1.751785,113.532806,-9.016745,18.078497,114.390137,-8.602412,17.677595,98.3619,-9.835422,0.327384,81.996956,-12.1874,-14.514457,99.283669,-10.636332,-14.9923,83.666649,-11.295282
1225,10.208,-14.344187,115.751053,-9.160157,-0.105577,105.696556,-9.343952,3.736943,92.794167,-10.882966,16.948895,82.574883,-9.686872,1.752603,113.491508,-8.94721,18.075394,114.37532,-8.566175,17.702646,98.316353,-9.534371,0.346841,81.882622,-11.438938,-14.485459,99.195778,-10.26295,-14.965013,83.570541,-10.582333
1226,10.216,-14.331073,115.718925,-9.118156,-0.102039,105.627563,-9.170027,3.756773,92.706833,-10.46438,16.969112,82.524933,-9.001141,1.76561,113.45842,-8.895817,18.079216,114.365807,-8.537712,17.723671,98.262894,-9.273453,0.371993,81.773636,-10.781065,-14.463669,99.115356,-9.931026,-14.936282,83.496307,-9.974396
1227,10.224,-14.324387,115.669739,-9.067251,-0.083663,105.57988,-8.976693,3.778667,92.648849,-10.053065,17.003574,82.481934,-8.323627,1.781268,113.431129,-8.852579,18.083788,114.356003,-8.513514,17.749029,98.214554,-8.998144,0.401833,81.701813,-10.129705,-14.441763,99.052589,-9.590948,-14.908272,83.430573,-9.338873
1228,10.233,-14.307239,115.615799,-8.996554,-0.081564,105.540169,-8.792841,3.812643,92.563293,-9.584477,17.060089,82.458733,-7.58687,1.802211,113.399994,-8.8033,18.093111,114.343094,-8.481922,17.761503,98.172073,-8.695445,0.448128,81.605911,-9.405312,-14.419781,98.983475,-9.209258,-14.873962,83.358398,-8.659959
1229,10.241,-14.287893,115.570709,-8.943458,-0.051022,105.481216,-8.599334,3.85024,92.504715,-9.165371,17.072927,82.438766,-6.944676,1.834307,113.359329,-8.732,18.107103,114.328423,-8.45455,17.780832,98.142418,-8.420435,0.467908,81.56601,-8.790557,-14.400582,98.922829,-8.887344,-14.862673,83.324417,-8.05792
1230,10.25,-14.272443,115.519623,-8.874739,-0.052301,105.428871,-8.413801,3.884747,92.454811,-8.721227,17.110527,82.423409,-6.258016,1.847346,113.304344,-8.648973,18.124336,114.314568,-8.42236,17.805998,98.107925,-8.128889,0.516017,81.504753,-8.088046,-14.382946,98.871498,-8.51404,-14.824065,83.275215,-7.36489
1231,10.258,-14.257683,115.479683,-8.826637,-0.024064,105.372742,-8.230164,3.918395,92.398544,-8.313721,17.154293,82.439293,-5.656819,1.843665,113.272057,-8.581088,18.157812,114.289841,-8.380101,17.83124,98.078011,-7.863183,0.534777,81.477432,-7.499144,-14.360484,98.812614,-8.197007,-14.782519,83.25322,-6.772934
1232,10.266,-14.250634,115.444168,-8.778893,-0.002647,105.341362,-8.073853,3.943397,92.359634,-7.922503,17.183123,82.463707,-5.086442,1.842572,113.246933,-8.52916,18.19331,114.273087,-8.338289,17.858124,98.063782,-7.595607,0.566916,81.46534,-6.909252,-14.331939,98.765839,-7.887037,-14.736411,83.228218,-6.20598
1233,10.275,-14.241697,115.403641,-8.722077,0.02202,105.285774,-7.883827,3.976893,92.338142,-7.483028,17.224871,82.505058,-4.46434,1.849871,113.222107,-8.480035,18.220448,114.256683,-8.297851,17.875751,98.035782,-7.29222,0.61184,81.454445,-6.244106,-14.302334,98.72084,-7.527158,-14.716906,83.230042,-5.567981
1234,10.283,-14.237997,115.366974,-8.666265,0.049034,105.267036,-7.733531,3.998443,92.309586,-7.111295,17.266045,82.534203,-3.930398,1.890214,113.185677,-8.419872,18.229286,114.243141,-8.263078,17.894239,98.015091,-7.030062,0.659514,81.439552,-5.660347,-14.290995,98.677238,-7.230196,-14.676099,83.214394,-4.987196
1235,10.291,-14.233516,115.328239,-8.612843,0.042527,105.224228,-7.597168,4.034051,92.288116,-6.734136,17.290026,82.563377,-3.436152,1.917414,113.160179,-8.351024,18.234596,114.233276,-8.227346,17.911802,98.012024,-6.763884,0.679226,81.443695,-5.113654,-14.272668,98.642242,-6.942164,-14.642735,83.219131,-4.440269
1236,10.3,-14.233349,115.27343,-8.536747,0.063135,105.17601,-7.405459,4.067587,92.253494,-6.320622,17.323694,82.612694,-2.894014,1.913681,113.116745,-8.275661,18.235651,114.21888,-8.18648,17.931843,98.005173,-6.47402,0.707937,81.448799,-4.501285,-14.257346,98.603661,-6.619207,-14.611845,83.215584,-3.848575
1237,10.308,-14.22126,115.214943,-8.473096,0.08518,105.15007,-7.272454,4.083112,92.242081,-5.96881,17.369493,82.670265,-2.432869,1.898159,113.085533,-8.207881,18.235817,114.206985,-8.150965,17.945108,97.999359,-6.222419,0.744689,81.468246,-3.979366,-14.241476,98.571564,-6.350949,-14.577662,83.243004,-3.328014
1238,10.316,-14.210208,115.155235,-8.411816,0.078488,105.117561,-7.137039,4.102739,92.23243,-5.626014,17.412573,82.728485,-2.012318,1.890947,113.061646,-8.153849,18.212036,114.193344,-8.099463,17.967497,98.012276,-5.968499,0.769875,81.510567,-3.472879,-14.220887,98.533592,-6.099576,-14.552067,83.243889,-2.843641
1239,10.324,-14.205029,115.103439,-8.364769,0.087512,105.076286,-6.974144,4.124996,92.226067,-5.307381,17.442316,82.774544,-1.60104,1.89346,113.037933,-8.103968,18.196157,114.179787,-8.050389,17.973379,98.012245,-5.729856,0.808051,81.51828,-2.966853,-14.198199,98.508469,-5.834959,-14.514611,83.270981,-2.352021
1240,10.333,-14.191681,115.050613,-8.281587,0.097624,105.046844,-6.823327,4.150763,92.223564,-4.944563,17.469589,82.835861,-1.163484,1.912069,112.992706,-8.034843,18.214077,114.156654,-7.978028,17.987234,98.010269,-5.472105,0.8414,81.560692,-2.433282,-14.182369,98.466507,-5.567158,-14.477797,83.282303,-1.836026
1241,10.341,-14.181951,114.985802,-8.197888,0.088775,105.046509,-6.701095,4.187324,92.213821,-4.640376,17.508383,82.887413,-0.811546,1.920596,112.967911,-7.981029,18.240686,114.144218,-7.934286,18.003668,98.02446,-5.235982,0.881251,81.580482,-1.967729,-14.170572,98.438995,-5.332182,-14.433852,83.315781,-1.37884
1242,10.349,-14.181741,114.897392,-8.104493,0.095294,105.023003,-6.554618,4.1993,92.221466,-4.349449,17.546398,82.932991,-0.472279,1.928674,112.943314,-7.909222,18.261669,114.138054,-7.892969,18.018129,98.040085,-5.023361,0.915443,81.626144,-1.52954,-14.155756,98.416481,-5.108293,-14.398464,83.336075,-0.95251
1243,10.358,-14.162259,114.815697,-8.006871,0.110168,104.99604,-6.41203,4.225992,92.230194,-4.035254,17.599709,83.008057,-0.112218,1.907188,112.903633,-7.820556,18.27142,114.129387,-7.84527,18.029966,98.046379,-4.795078,0.959707,81.66288,-1.055661,-14.138445,98.393883,-4.853547,-14.357178,83.360588,-0.494885
1244,10.366,-14.146572,114.763237,-7.939585,0.115519,104.985466,-6.320417,4.240642,92.235161,-3.777911,17.624512,83.041016,0.18671,1.890319,112.885643,-7.759619,18.260977,114.118217,-7.802202,18.045435,98.060791,-4.602638,0.99177,81.697311,-0.653531,-14.127442,98.367668,-4.653006,-14.327127,83.405472,-0.118501
1245,10.375,-14.15409,114.708038,-7.870614,0.122802,104.945946,-6.179581,4.263775,92.236725,-3.506404,17.660662,83.109955,0.483473,1.885365,112.87587,-7.693333,18.243227,114.108261,-7.742646,18.063217,98.07798,-4.39992,1.035952,81.727264,-0.219739,-14.114698,98.342285,-4.439567,-14.296164,83.420525,0.274192
1246,10.383,-14.172551,114.669243,-7.811605,0.123313,104.928139,-6.057663,4.281435,92.238647,-3.257267,17.66581,83.141487,0.74722,1.869796,112.856102,-7.63348,18.22377,114.100609,-7.685588,18.060265,98.086044,-4.232975,1.036099,81.794823,0.108886,-14.103295,98.325378,-4.250546,-14.258085,83.447647,0.621535
1247,10.391,-14.19449,114.631363,-7.746656,0.118857,104.912582,-5.958714,4.295181,92.256241,-3.038939,17.697863,83.169708,0.97469,1.870601,112.819183,-7.563389,18.179949,114.104652,-7.607298,18.059814,98.09539,-4.074286,1.061959,81.825264,0.434451,-14.090173,98.304108,-4.066383,-14.235136,83.473083,0.933097
1248,10.4,-14.217652,114.598335,-7.678495,0.117662,104.895142,-5.862142,4.301231,92.258041,-2.809313,17.722759,83.216949,1.236869,1.867696,112.794853,-7.470426,18.163652,114.094566,-7.525715,18.061731,98.105186,-3.910467,1.10106,81.840637,0.800984,-14.09411,98.292343,-3.869478,-14.212587,83.483124,1.24511
1249,10.408,-14.235234,114.581749,-7.641681,0.12628,104.860809,-5.741375,4.327464,92.252518,-2.604519,17.734219,83.242493,1.411212,1.855486,112.77182,-7.398109,18.184195,114.076996,-7.464911,18.060156,98.116837,-3.776288,1.100413,81.902237,1.049274,-14.094723,98.261162,-3.710019,-14.183844,83.503464,1.518912
1250,10.416,-14.276998,114.557938,-7.598171,0.124066,104.840042,-5.639574,4.334751,92.242523,-2.426456,17.743179,83.260086,1.59155,1.841731,112.754044,-7.33969,18.212379,114.064514,-7.412235,18.056921,98.1119,-3.658325,1.124662,81.902931,1.318284,-14.084514,98.231339,-3.551421,-14.16052,83.520142,1.746601
1251,10.425,-14.306768,114.525429,-7.537107,0.11503,104.818001,-5.545944,4.348532,92.224091,-2.203834,17.782597,83.276772,1.76835,1.82686,112.73484,-7.279252,18.204596,114.052132,-7.348148,18.059675,98.095253,-3.528939,1.148588,81.917603,1.589947,-14.080496,98.214233,-3.382372,-14.138455,83.509117,1.997216
1252,10.433,-14.316027,114.481819,-7.454819,0.111781,104.809692,-5.472245,4.34215,92.227203,-2.068605,17.787661,83.265343,1.901741,1.819786,112.721947,-7.214756,18.152287,114.030884,-7.266157,18.058849,98.084236,-3.43708,1.169597,81.928757,1.808537,-14.080073,98.195862,-3.238365,-14.122434,83.501839,2.185558
1253,10.441,-14.315738,114.433083,-7.379955,0.087991,104.772011,-5.393309,4.326927,92.225838,-1.938799,17.785736,83.251747,2.02099,1.820241,112.691132,-7.124972,18.107513,114.010277,-7.190643,18.039871,98.070023,-3.355313,1.154124,81.940964,1.981244,-14.073624,98.18045,-3.100721,-14.108094,83.501595,2.341286
1254,10.449,-14.320707,114.400146,-7.318409,0.074734,104.736778,-5.284225,4.32315,92.191841,-1.796487,17.786282,83.237251,2.117587,1.800153,112.670555,-7.040575,18.083286,113.990959,-7.108812,18.02533,98.055199,-3.273598,1.147286,81.936279,2.15081,-14.073009,98.154541,-2.978838,-14.089777,83.485832,2.496516
1255,10.458,-14.346642,114.342209,-7.220107,0.057518,104.703941,-5.203155,4.312951,92.163101,-1.672042,17.779305,83.217773,2.199692,1.773698,112.646912,-6.957954,18.079802,113.972382,-7.019332,18.010422,98.025017,-3.184992,1.146059,81.91925,2.316505,-14.075828,98.126404,-2.857199,-14.094507,83.473412,2.639635
1256,10.466,-14.354886,114.285828,-7.109923,0.054474,104.693291,-5.145979,4.301339,92.147156,-1.591267,17.754591,83.185982,2.26331,1.757422,112.625839,-6.886106,18.084538,113.949707,-6.940929,17.99539,97.997101,-3.109788,1.134409,81.902733,2.425518,-14.076087,98.105087,-2.750765,-14.114447,83.454132,2.726404
1257,10.474,-14.35642,114.245392,-7.020088,0.052239,104.679024,-5.103307,4.275395,92.11441,-1.512071,17.729355,83.154274,2.304767,1.742493,112.60836,-6.822769,18.055195,113.918747,-6.851287,17.972176,97.975418,-3.046594,1.111676,81.882973,2.501795,-14.091815,98.081032,-2.656372,-14.130342,83.425507,2.793011
1258,10.483,-14.36179,114.219009,-6.948079,0.0159,104.63871,-5.035042,4.241685,92.081581,-1.438807,17.683762,83.113716,2.336276,1.709648,112.578514,-6.732424,18.007746,113.884499,-6.766742,17.948027,97.946129,-2.990073,1.083642,81.859604,2.579515,-14.118329,98.056458,-2.572122,-14.148479,83.38575,2.846149
1259,10.491,-14.395926,114.187302,-6.871902,-0.040245,104.619194,-4.965038,4.215988,92.044357,-1.389935,17.650833,83.066574,2.341806,1.702444,112.551071,-6.627765,17.980291,113.852646,-6.688718,17.913757,97.913589,-2.940807,1.04678,81.821381,2.630554,-14.138788,98.03344,-2.498123,-14.172273,83.345833,2.876468
1260,10.5,-14.434968,114.153732,-6.767281,-0.086437,104.602692,-4.908547,4.188984,92.0056,-1.352067,17.629129,82.990807,2.320113,1.679878,112.519348,-6.540717,17.980469,113.811783,-6.589374,17.873774,97.871216,-2.884723,1.011601,81.772644,2.674484,-14.174026,98.006355,-2.421504,-14.199156,83.290489,2.880471
1261,10.508,-14.450773,114.127777,-6.695454,-0.107059,104.583267,-4.869487,4.162064,91.963905,-1.323239,17.596596,82.912018,2.282314,1.659307,112.492195,-6.468652,17.952463,113.767288,-6.486228,17.845873,97.824593,-2.830969,0.975111,81.724228,2.67911,-14.207944,97.98584,-2.363469,-14.220529,83.247917,2.86952
1262,10.516,-14.460485,114.106956,-6.634268,-0.120028,104.560349,-4.829683,4.127152,91.909821,-1.310577,17.554836,82.842255,2.22536,1.632015,112.459885,-6.397237,17.928078,113.724495,-6.399056,17.818756,97.774994,-2.782945,0.922438,81.671906,2.658847,-14.230628,97.955414,-2.313725,-14.248918,83.189713,2.836499
1263,10.525,-14.488419,114.068138,-6.542058,-0.138803,104.492142,-4.746152,4.097848,91.839432,-1.310787,17.515263,82.750793,2.143019,1.601873,112.430206,-6.30779,17.906158,113.684441,-6.314801,17.794821,97.724892,-2.740356,0.876608,81.610916,2.625137,-14.247777,97.910316,-2.261627,-14.28908,83.115128,2.781038
1264,10.533,-14.514357,114.026222,-6.4555,-0.173119,104.44825,-4.687349,4.073127,91.780327,-1.328883,17.477427,82.674721,2.059936,1.584799,112.399971,-6.240699,17.89201,113.644112,-6.236753,17.761925,97.677826,-2.701637,0.842842,81.542969,2.569933,-14.272664,97.860626,-2.232751,-14.326056,83.048943,2.723953
1265,10.541,-14.532394,113.982101,-6.376363,-0.207186,104.415749,-4.626782,4.04958,91.714653,-1.351605,17.42425,82.573685,1.953256,1.588099,112.356232,-6.149811,17.863356,113.588425,-6.127435,17.732679,97.633812,-2.667255,0.828811,81.44812,2.500857,-14.296741,97.817596,-2.214736,-14.353559,82.963493,2.646513
1266,10.55,-14.541645,113.937141,-6.29659,-0.229499,104.37326,-4.578774,4.024552,91.646461,-1.388879,17.384995,82.488007,1.82741,1.572678,112.29081,-6.044901,17.837948,113.527107,-6.030097,17.701097,97.577438,-2.638517,0.810706,81.334496,2.39032,-14.320998,97.763977,-2.203624,-14.370501,82.852394,2.536959
1267,10.558,-14.561807,113.87957,-6.206828,-0.235164,104.318771,-4.542726,4.009121,91.585609,-1.419206,17.347906,82.389526,1.691482,1.539714,112.248421,-5.954009,17.830559,113.481537,-5.957647,17.685877,97.526756,-2.61447,0.801001,81.258347,2.283298,-14.3392,97.710938,-2.201948,-14.400545,82.759384,2.426402
1268,10.566,-14.584759,113.817635,-6.098438,-0.245188,104.275116,-4.50769,3.993546,91.519669,-1.457396,17.339546,82.295624,1.533639,1.516177,112.205681,-5.879563,17.819715,113.439476,-5.883026,17.676767,97.468925,-2.597223,0.780276,81.158913,2.130605,-14.359346,97.638115,-2.216248,-14.426811,82.682457,2.296003
1269,10.574,-14.596028,113.763306,-6.02466,-0.256379,104.227272,-4.470509,3.994702,91.449417,-1.51512,17.34408,82.209435,1.384563,1.504856,112.170067,-5.820444,17.803358,113.373924,-5.781364,17.670982,97.406868,-2.57919,0.76816,81.053146,1.975826,-14.375703,97.566132,-2.224387,-14.430263,82.561028,2.15182
1270,10.583,-14.602078,113.715302,-5.961456,-0.274409,104.171982,-4.429873,4.000863,91.374847,-1.585119,17.332333,82.084976,1.189159,1.512179,112.116692,-5.732338,17.795469,113.29335,-5.683699,17.668695,97.337379,-2.563936,0.761483,80.940781,1.801046,-14.399584,97.483887,-2.240376,-14.431365,82.433945,1.996725
1271,10.591,-14.647323,113.650848,-5.879314,-0.294851,104.125259,-4.393007,3.996111,91.306038,-1.643598,17.316467,82.000687,1.021986,1.497865,112.056625,-5.640212,17.804184,113.243439,-5.615452,17.669807,97.280609,-2.55312,0.766863,80.826294,1.619681,-14.40656,97.401855,-2.271726,-14.43437,82.321259,1.828841
1272,10.599,-14.680049,113.603508,-5.790557,-0.303804,104.057083,-4.336922,3.984892,91.230453,-1.705614,17.296463,81.903969,0.828046,1.479855,112.003876,-5.562826,17.783207,113.188431,-5.546169,17.674524,97.224579,-2.547806,0.759807,80.728203,1.410465,-14.41213,97.329567,-2.304807,-14.434605,82.204224,1.631745
