,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1030,Unlabeled 1030,Unlabeled 1030,Unlabeled 1031,Unlabeled 1031,Unlabeled 1031,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032,Unlabeled 1033,Unlabeled 1033,Unlabeled 1033,Unlabeled 1034,Unlabeled 1034,Unlabeled 1034,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036,Unlabeled 1037,Unlabeled 1037,Unlabeled 1037,Unlabeled 1038,Unlabeled 1038,Unlabeled 1038,Unlabeled 1039,Unlabeled 1039,Unlabeled 1039
,ID,209BA3D90807A0911EE,209BA3D90807A0911EE,209BA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
166,1.383,-13.7649,128.850739,-26.035679,0.727276,119.035507,-26.420752,4.846344,106.576195,-30.07254,18.106735,96.079002,-27.671238,2.34891,126.541245,-25.022909,18.591066,127.530762,-23.616829,18.619101,111.606827,-25.467152,1.600154,95.601364,-30.608459,-12.845208,112.975693,-28.964123,-11.77154,98.447113,-34.247932
167,1.391,-13.944785,128.87854,-26.088623,0.531605,119.058754,-26.404953,4.636886,106.62236,-30.126719,17.909359,96.101257,-27.934175,2.159408,126.563202,-25.038057,18.406784,127.512108,-23.625612,18.424051,111.613403,-25.553375,1.381068,95.634529,-30.711143,-13.04003,113.05674,-29.050753,-11.878908,98.504112,-34.325809
168,1.399,-14.12512,128.915451,-26.14395,0.324173,119.066254,-26.423227,4.421251,106.658295,-30.17366,17.696732,96.139717,-28.199732,1.971364,126.564072,-25.064835,18.195911,127.477539,-23.625038,18.201241,111.624077,-25.659439,1.119049,95.673035,-30.778566,-13.231254,113.092934,-29.099623,-12.018508,98.557182,-34.384892
169,1.408,-14.338325,128.972275,-26.222048,0.077445,119.086693,-26.455467,4.17713,106.686676,-30.219,17.439241,96.180992,-28.50345,1.732776,126.609673,-25.122108,17.972185,127.422371,-23.607121,17.926008,111.6259,-25.755674,0.812517,95.707397,-30.839283,-13.439861,113.137627,-29.156477,-12.226728,98.636322,-34.447201
170,1.416,-14.538029,129.035614,-26.300854,-0.140505,119.094643,-26.447195,3.923554,106.714035,-30.251047,17.20236,96.225441,-28.742651,1.537364,126.612404,-25.147194,17.773777,127.391144,-23.616228,17.677771,111.634315,-25.839308,0.528052,95.723099,-30.877914,-13.647217,113.199524,-29.232368,-12.419753,98.673813,-34.4627
171,1.425,-14.778309,129.119064,-26.396755,-0.451427,119.120583,-26.500803,3.610887,106.76738,-30.259138,16.900969,96.258507,-29.011219,1.263811,126.672661,-25.241869,17.535105,127.367653,-23.607571,17.376476,111.652016,-25.954374,0.199775,95.736626,-30.897808,-13.88807,113.266586,-29.295912,-12.660151,98.695648,-34.451218
172,1.433,-14.988457,129.195389,-26.482231,-0.684494,119.135262,-26.512131,3.335332,106.793686,-30.265125,16.633497,96.299759,-29.243248,1.024024,126.742043,-25.32526,17.305357,127.350365,-23.606876,17.121717,111.65242,-26.043282,-0.083072,95.75589,-30.896702,-14.138878,113.350761,-29.370302,-12.912119,98.731598,-34.449558
173,1.441,-15.22975,129.26825,-26.581244,-0.922021,119.140884,-26.544678,3.07116,106.798676,-30.226416,16.340721,96.343018,-29.469086,0.795495,126.768074,-25.386206,17.078003,127.335892,-23.632515,16.853216,111.653519,-26.140026,-0.381738,95.796669,-30.896421,-14.381986,113.3899,-29.399527,-13.188797,98.745956,-34.404709
174,1.449,-15.454827,129.350723,-26.679111,-1.18776,119.174194,-26.587763,2.815035,106.799019,-30.190477,16.030554,96.389732,-29.679016,0.605047,126.751968,-25.417412,16.845331,127.316772,-23.682873,16.584372,111.655106,-26.224417,-0.683586,95.822815,-30.889214,-14.638747,113.432274,-29.467941,-13.485649,98.767563,-34.346786
175,1.458,-15.704518,129.430603,-26.808607,-1.45722,119.183983,-26.614618,2.494269,106.804131,-30.119457,15.68888,96.441978,-29.890007,0.369179,126.787613,-25.487936,16.56216,127.299522,-23.689657,16.274633,111.668732,-26.310364,-1.017958,95.843681,-30.876926,-14.908719,113.480286,-29.51684,-13.846668,98.782013,-34.265503
176,1.466,-15.922766,129.505508,-26.904579,-1.72209,119.205269,-26.694525,2.20858,106.810043,-30.059996,15.377934,96.470406,-30.063406,0.148744,126.840744,-25.556797,16.32695,127.290131,-23.707653,16.008909,111.660049,-26.383436,-1.326597,95.851685,-30.842049,-15.192842,113.579048,-29.577187,-14.22617,98.790688,-34.201382
177,1.475,-16.155493,129.592468,-27.011187,-1.995276,119.22699,-26.71336,1.892158,106.791687,-29.94956,14.995505,96.499214,-30.229509,-0.108655,126.876953,-25.633434,16.070913,127.291786,-23.768681,15.695601,111.654427,-26.460716,-1.691832,95.865288,-30.794769,-15.503153,113.618683,-29.579672,-14.683006,98.797562,-34.092083
178,1.483,-16.364788,129.674316,-27.111938,-2.24761,119.247803,-26.744211,1.59084,106.762405,-29.839987,14.664907,96.537674,-30.342823,-0.336638,126.907372,-25.710396,15.833868,127.272751,-23.812853,15.413922,111.664307,-26.518801,-2.008234,95.871613,-30.75,-15.783717,113.662048,-29.60338,-15.096496,98.790466,-33.964054
179,1.491,-16.569223,129.758774,-27.215286,-2.503328,119.302536,-26.7736,1.290228,106.755852,-29.739666,14.302836,96.541519,-30.448961,-0.555085,126.948074,-25.785416,15.601407,127.249702,-23.85615,15.126175,111.675606,-26.561398,-2.332452,95.885017,-30.699026,-16.068039,113.731812,-29.632399,-15.532202,98.790688,-33.832157
180,1.5,-16.833027,129.865005,-27.354795,-2.784513,119.321968,-26.779726,0.961897,106.751183,-29.615215,13.885249,96.567467,-30.514893,-0.820717,126.96785,-25.857445,15.347187,127.247955,-23.923149,14.787457,111.665359,-26.61804,-2.704145,95.907417,-30.63773,-16.425159,113.803307,-29.642063,-16.053493,98.79995,-33.664261
181,1.508,-17.054428,129.97876,-27.489372,-3.045688,119.371986,-26.826447,0.659772,106.725525,-29.488495,13.529393,96.585068,-30.544493,-1.045481,127.009026,-25.908819,15.13025,127.259995,-23.982889,14.504303,111.662987,-26.651293,-3.025953,95.910034,-30.565115,-16.742771,113.867882,-29.675642,-16.525974,98.817955,-33.506237
182,1.516,-17.266663,130.082214,-27.617571,-3.272354,119.409836,-26.831293,0.330355,106.721458,-29.362658,13.153545,96.586632,-30.551117,-1.270219,127.053535,-25.992563,14.90416,127.281822,-24.071608,14.191881,111.66375,-26.689348,-3.370744,95.93322,-30.484081,-17.059473,113.91745,-29.677032,-17.008108,98.82962,-33.327358
183,1.524,-17.47941,130.174973,-27.758656,-3.496235,119.467628,-26.835653,0.030988,106.723167,-29.215803,12.779589,96.576897,-30.529791,-1.478739,127.093742,-26.090981,14.673956,127.318207,-24.156425,13.890076,111.655685,-26.697632,-3.716458,95.939781,-30.39422,-17.402304,114.005348,-29.702124,-17.499174,98.850273,-33.126431
184,1.533,-17.703865,130.285355,-27.902142,-3.793363,119.538437,-26.84864,-0.290709,106.715706,-29.080709,12.353296,96.575653,-30.456289,-1.702818,127.131508,-26.181087,14.397855,127.329483,-24.252285,13.563128,111.656425,-26.71245,-4.095925,95.949738,-30.294603,-17.793728,114.098595,-29.729473,-18.05365,98.872902,-32.86507
185,1.541,-17.893011,130.385162,-28.025251,-4.021722,119.578186,-26.839996,-0.581076,106.740234,-28.945011,11.981259,96.580933,-30.383974,-1.920528,127.207909,-26.314222,14.199233,127.333786,-24.327309,13.271983,111.662971,-26.710487,-4.436421,95.964561,-30.203283,-18.092392,114.173088,-29.727156,-18.549711,98.899994,-32.627422
186,1.55,-18.105221,130.519516,-28.18548,-4.280182,119.653664,-26.889198,-0.904659,106.74118,-28.77557,11.577797,96.587166,-30.257502,-2.127361,127.268509,-26.417204,14.001884,127.342438,-24.421129,12.966002,111.662735,-26.682991,-4.814152,95.983414,-30.083326,-18.459513,114.247002,-29.730793,-19.108437,98.931572,-32.326546
187,1.558,-18.296524,130.639984,-28.328747,-4.4975,119.725906,-26.882166,-1.186495,106.772469,-28.631884,11.213266,96.573349,-30.104244,-2.320066,127.349388,-26.540031,13.826503,127.374054,-24.528437,12.709898,111.66272,-26.649851,-5.142841,96.022179,-29.988121,-18.784288,114.326332,-29.758512,-19.578838,98.967453,-32.04121
188,1.566,-18.472071,130.756348,-28.470993,-4.692534,119.767471,-26.896255,-1.440383,106.80307,-28.483156,10.869223,96.565178,-29.942623,-2.496498,127.440849,-26.653627,13.653709,127.424225,-24.648232,12.440978,111.672821,-26.626554,-5.446579,96.095131,-29.883368,-19.106504,114.449135,-29.785242,-20.037636,99.024162,-31.739784
189,1.575,-18.626709,130.878937,-28.609514,-4.927266,119.859489,-26.981142,-1.716161,106.829163,-28.321743,10.492622,96.557213,-29.730305,-2.667371,127.539764,-26.804983,13.466622,127.490532,-24.81991,12.16552,111.705376,-26.567135,-5.769545,96.197495,-29.757408,-19.448572,114.559052,-29.808184,-20.58503,99.087135,-31.399122
190,1.583,-18.775196,130.976257,-28.726757,-5.102912,119.932899,-27.02702,-1.988666,106.888069,-28.171909,10.174851,96.544426,-29.506565,-2.82189,127.651978,-26.972357,13.309505,127.532173,-24.957779,11.94234,111.729774,-26.531319,-6.035327,96.287766,-29.627705,-19.710075,114.64386,-29.817083,-21.001204,99.144188,-31.066668
191,1.591,-18.908989,131.087479,-28.865347,-5.300054,120.040253,-27.109632,-2.224869,106.952034,-28.034248,9.872606,96.541199,-29.259092,-2.983652,127.755653,-27.119776,13.174455,127.570404,-25.099691,11.727598,111.741486,-26.487452,-6.296999,96.359261,-29.504076,-19.953159,114.726509,-29.806263,-21.38522,99.206177,-30.696308
192,1.6,-19.086863,131.233948,-29.042906,-5.479292,120.122238,-27.1779,-2.489512,107.053207,-27.887419,9.535962,96.542175,-28.978691,-3.117794,127.857376,-27.277496,13.052114,127.613724,-25.253206,11.489508,111.769058,-26.434835,-6.581492,96.456551,-29.335121,-20.222334,114.82296,-29.805252,-21.765989,99.283638,-30.278925
193,1.608,-19.220512,131.360031,-29.193485,-5.628087,120.211174,-27.287817,-2.708593,107.145203,-27.783934,9.288552,96.563194,-28.683191,-3.228659,127.948669,-27.413759,12.946038,127.679756,-25.402006,11.309811,111.814629,-26.393768,-6.808067,96.557549,-29.166714,-20.433464,114.919594,-29.796278,-22.065693,99.38253,-29.909208
194,1.616,-19.351221,131.480057,-29.330999,-5.756697,120.283142,-27.364271,-2.936543,107.237579,-27.664883,9.059094,96.574402,-28.361597,-3.326273,128.06987,-27.559492,12.827703,127.760925,-25.591242,11.151598,111.849739,-26.338554,-7.01385,96.639183,-28.988403,-20.62669,115.012321,-29.791647,-22.321507,99.462013,-29.55057
195,1.625,-19.431339,131.610184,-29.489565,-5.922457,120.393059,-27.479225,-3.160502,107.32254,-27.556467,8.821707,96.578865,-27.998451,-3.454051,128.189209,-27.76873,12.714705,127.845642,-25.757444,10.986092,111.897301,-26.277565,-7.229806,96.731201,-28.773945,-20.81889,115.125969,-29.767645,-22.563061,99.575058,-29.172295
196,1.633,-19.538952,131.735306,-29.611429,-6.03366,120.489082,-27.561993,-3.314413,107.434868,-27.458435,8.647167,96.61322,-27.637859,-3.5555,128.295654,-27.924162,12.62749,127.918961,-25.92642,10.849948,111.956497,-26.224167,-7.392963,96.833832,-28.557093,-20.953131,115.232361,-29.747795,-22.742384,99.694824,-28.83357
197,1.641,-19.606546,131.848831,-29.723034,-6.114244,120.56942,-27.668043,-3.451385,107.525528,-27.392679,8.489573,96.635445,-27.284145,-3.62254,128.404861,-28.076998,12.558503,128.002869,-26.093983,10.740305,112.021782,-26.169767,-7.547479,96.903,-28.326263,-21.082241,115.33699,-29.726028,-22.89657,99.805122,-28.514839
198,1.649,-19.655731,131.964142,-29.843769,-6.202652,120.664299,-27.784071,-3.562724,107.598068,-27.337112,8.371648,96.696869,-26.891863,-3.682715,128.500198,-28.219622,12.493381,128.08667,-26.258596,10.639628,112.085251,-26.113487,-7.678418,96.993599,-28.064419,-21.166525,115.440216,-29.703793,-23.029085,99.927338,-28.222912
199,1.658,-19.757387,132.100983,-29.984051,-6.279732,120.765007,-27.887583,-3.664572,107.705437,-27.285677,8.25133,96.761307,-26.447254,-3.74886,128.64003,-28.381083,12.426088,128.204163,-26.458782,10.556835,112.171349,-26.045921,-7.825099,97.085281,-27.75988,-21.265882,115.562309,-29.666445,-23.159048,100.081924,-27.907234
200,1.666,-19.815851,132.22081,-30.102312,-6.355345,120.877266,-28.001713,-3.751715,107.80114,-27.213589,8.16762,96.830017,-26.046091,-3.804117,128.727097,-28.530437,12.372244,128.30867,-26.614979,10.491771,112.257637,-25.997051,-7.934963,97.188515,-27.472809,-21.334183,115.678719,-29.630316,-23.254915,100.219193,-27.667025
201,1.675,-19.853487,132.359558,-30.246857,-6.408776,121.01239,-28.107244,-3.820936,107.888237,-27.165417,8.112581,96.933678,-25.574741,-3.844808,128.847153,-28.682297,12.321958,128.427872,-26.826942,10.441496,112.370934,-25.94772,-8.050001,97.289162,-27.147779,-21.410831,115.805092,-29.592594,-23.351086,100.372902,-27.409962
202,1.683,-19.889383,132.471985,-30.35391,-6.467804,121.12706,-28.237301,-3.876685,107.997238,-27.137514,8.075071,97.038475,-25.163975,-3.888098,128.928101,-28.80888,12.293262,128.528305,-26.984045,10.409088,112.474648,-25.903749,-8.136316,97.389923,-26.846292,-21.468119,115.913368,-29.547892,-23.420441,100.51651,-27.190975
203,1.691,-19.910721,132.573074,-30.45775,-6.506677,121.234093,-28.313414,-3.905384,108.09259,-27.110231,8.061293,97.152412,-24.744928,-3.918518,129.02774,-28.961859,12.273735,128.629196,-27.161732,10.380621,112.577148,-25.863352,-8.207561,97.514961,-26.560247,-21.523167,116.03241,-29.486925,-23.475758,100.657249,-27.011574
204,1.7,-19.925863,132.720322,-30.590973,-6.531095,121.334549,-28.40341,-3.916825,108.215401,-27.077738,8.028023,97.295609,-24.265409,-3.948277,129.162949,-29.120472,12.254748,128.753876,-27.336916,10.369517,112.701523,-25.821989,-8.27485,97.641907,-26.244461,-21.550142,116.156021,-29.4298,-23.532415,100.82077,-26.815969
205,1.708,-19.958538,132.842438,-30.716461,-6.561956,121.459579,-28.521324,-3.918504,108.309845,-27.08593,8.023849,97.4533,-23.853804,-3.976464,129.296814,-29.265816,12.238732,128.864975,-27.511715,10.362843,112.822212,-25.790382,-8.324136,97.778313,-25.988066,-21.574577,116.280914,-29.371735,-23.544996,100.966774,-26.651386
206,1.716,-19.973984,132.965836,-30.854061,-6.557182,121.58445,-28.612566,-3.909238,108.418907,-27.119127,8.028475,97.617409,-23.450609,-3.983165,129.393768,-29.395845,12.22594,128.995758,-27.683634,10.360326,112.947449,-25.784897,-8.344653,97.931778,-25.752163,-21.606007,116.400337,-29.31518,-23.563511,101.109779,-26.504248
207,1.725,-19.989735,133.088379,-30.983976,-6.547457,121.693085,-28.720087,-3.886313,108.542671,-27.155199,8.025971,97.815445,-23.013498,-4.000065,129.529694,-29.575438,12.230238,129.150269,-27.864794,10.369067,113.10215,-25.770103,-8.358214,98.092972,-25.521431,-21.618347,116.527687,-29.264536,-23.552502,101.262131,-26.348267
208,1.733,-19.992222,133.177856,-31.086084,-6.561157,121.816162,-28.858259,-3.855206,108.6511,-27.182627,8.033661,98.004807,-22.6551,-3.991549,129.628616,-29.70429,12.221064,129.277252,-28.03849,10.386182,113.242638,-25.769516,-8.353247,98.243011,-25.332684,-21.615057,116.653236,-29.217762,-23.543203,101.392937,-26.221413
209,1.741,-19.985018,133.274109,-31.208187,-6.536893,121.927917,-28.960979,-3.81153,108.742264,-27.238729,8.056848,98.213409,-22.300316,-3.997883,129.742615,-29.868586,12.245317,129.407043,-28.193548,10.411769,113.380089,-25.77363,-8.324491,98.393364,-25.165791,-21.57937,116.75106,-29.190084,-23.522358,101.524689,-26.117077
210,1.75,-19.987469,133.372421,-31.333197,-6.509673,122.038246,-29.093536,-3.748914,108.839798,-27.322084,8.093719,98.449303,-21.939302,-3.966069,129.878113,-30.019491,12.254275,129.561798,-28.378719,10.451693,113.545319,-25.784254,-8.281803,98.552574,-24.997307,-21.54294,116.874275,-29.156282,-23.462721,101.661507,-25.994095
211,1.758,-19.977982,133.473526,-31.463396,-6.47589,122.151314,-29.232559,-3.701048,108.929001,-27.397665,8.127748,98.660858,-21.632816,-3.956469,130.007309,-30.173244,12.284941,129.708435,-28.529831,10.486514,113.691521,-25.797802,-8.231829,98.704926,-24.878452,-21.513252,116.973557,-29.143339,-23.413132,101.775429,-25.89854
212,1.766,-19.967218,133.571075,-31.580067,-6.434496,122.257248,-29.370317,-3.67097,109.048203,-27.486282,8.180981,98.883728,-21.341892,-3.947335,130.127762,-30.29686,12.305255,129.840775,-28.695425,10.545423,113.836647,-25.815979,-8.164247,98.868118,-24.776012,-21.490976,117.077278,-29.135693,-23.345207,101.896111,-25.813761
213,1.774,-19.947437,133.671616,-31.723001,-6.419122,122.368958,-29.529497,-3.620317,109.158012,-27.580023,8.255,99.101685,-21.082104,-3.90567,130.219055,-30.446974,12.343671,129.977158,-28.841284,10.606088,113.987076,-25.8367,-8.082837,99.007126,-24.684118,-21.434301,117.167091,-29.133532,-23.26556,102.001831,-25.740433
214,1.783,-19.900366,133.76889,-31.84152,-6.363505,122.496292,-29.691809,-3.549885,109.281265,-27.700542,8.332037,99.336403,-20.832767,-3.877371,130.345093,-30.603203,12.37501,130.134933,-29.045263,10.68894,114.148178,-25.863394,-7.97685,99.172485,-24.58507,-21.350317,117.267349,-29.133385,-23.178198,102.120224,-25.662685
215,1.791,-19.872696,133.827972,-31.929081,-6.301597,122.583496,-29.852516,-3.476305,109.387161,-27.805603,8.403,99.542046,-20.644033,-3.849568,130.439682,-30.730778,12.423271,130.265991,-29.186615,10.766957,114.293274,-25.882471,-7.87533,99.301804,-24.510567,-21.300112,117.35244,-29.140619,-23.086061,102.227959,-25.609203
216,1.8,-19.830271,133.900253,-32.05904,-6.235301,122.72036,-30.036814,-3.40252,109.502602,-27.94581,8.513282,99.787483,-20.475594,-3.802048,130.566986,-30.895638,12.492063,130.423325,-29.346701,10.863381,114.456238,-25.924925,-7.762738,99.458366,-24.457096,-21.223158,117.445137,-29.168011,-22.975609,102.325523,-25.556314
217,1.808,-19.802736,133.96756,-32.16148,-6.165686,122.814606,-30.176508,-3.325967,109.601852,-28.086578,8.59432,100.005699,-20.363167,-3.750017,130.663528,-31.016747,12.542126,130.556198,-29.496925,10.941473,114.607254,-25.953697,-7.646623,99.58931,-24.427908,-21.143473,117.522537,-29.20492,-22.870541,102.415405,-25.520267
218,1.816,-19.755238,134.039154,-32.291595,-6.122947,122.912849,-30.35216,-3.245288,109.685181,-28.203846,8.70635,100.212303,-20.281799,-3.69289,130.775558,-31.137487,12.598703,130.690735,-29.643219,11.027072,114.75563,-26.005089,-7.527239,99.71476,-24.409122,-21.081327,117.592117,-29.253525,-22.761953,102.499405,-25.509304
219,1.825,-19.720015,134.110611,-32.424217,-6.012073,123.007324,-30.512133,-3.151241,109.767494,-28.343266,8.813384,100.41391,-20.230064,-3.653028,130.887085,-31.289333,12.655859,130.84877,-29.819229,11.132388,114.910233,-26.061068,-7.387135,99.846146,-24.407515,-20.980362,117.66964,-29.324699,-22.632221,102.583397,-25.508345
220,1.833,-19.678892,134.180954,-32.546558,-5.922482,123.077263,-30.640919,-3.085604,109.848427,-28.463591,8.934578,100.592384,-20.203411,-3.586883,131.002274,-31.403446,12.710335,130.973007,-29.958248,11.224304,115.052475,-26.126532,-7.257761,99.948074,-24.431246,-20.910749,117.725281,-29.393911,-22.524811,102.655342,-25.507868
221,1.841,-19.603861,134.235016,-32.634075,-5.874996,123.176422,-30.807993,-3.009253,109.92981,-28.563362,9.062593,100.761627,-20.211187,-3.529436,131.085129,-31.540138,12.784505,131.106186,-30.092493,11.307232,115.189064,-26.197025,-7.130713,100.050591,-24.469891,-20.8179,117.780624,-29.473389,-22.406979,102.722824,-25.52343
222,1.85,-19.539169,134.293945,-32.756611,-5.789349,123.283684,-30.955776,-2.905472,110.01712,-28.635109,9.185394,100.929939,-20.248701,-3.459154,131.212784,-31.694248,12.858818,131.249084,-30.242321,11.410838,115.329567,-26.28986,-6.980953,100.156197,-24.533371,-20.729553,117.839966,-29.576859,-22.269285,102.793243,-25.551659
223,1.858,-19.44735,134.338196,-32.83831,-5.707862,123.346329,-31.081476,-2.804867,110.091125,-28.68141,9.317737,101.0569,-20.327442,-3.376507,131.290771,-31.813526,12.931694,131.377045,-30.381554,11.513279,115.451118,-26.392233,-6.849407,100.249359,-24.612402,-20.637526,117.888405,-29.68277,-22.152555,102.84256,-25.591114
224,1.866,-19.393911,134.356064,-32.917057,-5.646857,123.440704,-31.264378,-2.672298,110.160484,-28.740799,9.453899,101.171623,-20.420448,-3.294456,131.367584,-31.933668,13.004668,131.48439,-30.505095,11.598398,115.554199,-26.467403,-6.724131,100.328506,-24.696754,-20.540915,117.940331,-29.804703,-22.034233,102.89917,-25.656361
225,1.875,-19.270172,134.403244,-33.016293,-5.526793,123.537575,-31.420305,-2.517296,110.247505,-28.802065,9.608417,101.287231,-20.560854,-3.216259,131.482468,-32.091503,13.113384,131.594269,-30.636301,11.721262,115.682625,-26.602999,-6.577539,100.406525,-24.803568,-20.418081,117.995987,-29.939997,-21.89608,102.960793,-25.753992
226,1.883,-19.191986,134.435074,-33.104027,-5.419322,123.593773,-31.565756,-2.370232,110.33448,-28.871513,9.745913,101.37603,-20.70163,-3.129137,131.554581,-32.205669,13.223197,131.684189,-30.734024,11.825745,115.785179,-26.700623,-6.433316,100.464127,-24.9102,-20.296186,118.033585,-30.066565,-21.768995,103.006622,-25.855244
227,1.891,-19.07691,134.483582,-33.192791,-5.319235,123.682739,-31.768167,-2.229553,110.426247,-28.935532,9.872207,101.432396,-20.876902,-3.019165,131.611877,-32.287224,13.334873,131.769363,-30.83865,11.944647,115.871254,-26.799158,-6.291799,100.527153,-25.057802,-20.185417,118.068001,-30.189034,-21.633329,103.043129,-25.98053
228,1.899,-18.9802,134.511032,-33.280861,-5.215266,123.749733,-31.908836,-2.088219,110.507835,-29.028177,10.023258,101.49485,-21.057774,-2.904759,131.667908,-32.377754,13.445484,131.856689,-30.940891,12.070384,115.956757,-26.925644,-6.138565,100.590492,-25.218987,-20.067251,118.104446,-30.315563,-21.493351,103.079185,-26.12365
229,1.908,-18.859453,134.568192,-33.376427,-5.082821,123.791351,-32.060333,-1.934001,110.578468,-29.133018,10.204011,101.526009,-21.323164,-2.770827,131.750549,-32.489292,13.562439,131.967911,-31.063631,12.210866,116.04718,-27.05481,-5.961642,100.64325,-25.409954,-19.924759,118.147171,-30.470652,-21.336895,103.112602,-26.288609
230,1.916,-18.760986,134.593048,-33.481964,-4.941057,123.825165,-32.209793,-1.788006,110.638153,-29.262018,10.389935,101.549026,-21.547205,-2.673605,131.830719,-32.616405,13.656251,132.043472,-31.159386,12.35352,116.122055,-27.182955,-5.801902,100.66407,-25.60261,-19.803978,118.173286,-30.603498,-21.18358,103.125084,-26.458136
231,1.925,-18.60174,134.632812,-33.610554,-4.776114,123.887077,-32.374527,-1.622617,110.69239,-29.398802,10.593547,101.555191,-21.828737,-2.548307,131.90152,-32.72567,13.783937,132.121994,-31.263756,12.506729,116.177582,-27.340343,-5.62383,100.692024,-25.827364,-19.656349,118.201744,-30.746868,-21.005869,103.119751,-26.665667
232,1.933,-18.500965,134.640625,-33.699951,-4.631088,123.91964,-32.509697,-1.465154,110.719559,-29.554626,10.764757,101.536011,-22.118183,-2.416883,131.93634,-32.810719,13.909604,132.157883,-31.322828,12.659483,116.213951,-27.472023,-5.462621,100.703796,-26.028246,-19.517002,118.210068,-30.882818,-20.83486,103.112114,-26.893806
233,1.941,-18.397327,134.673782,-33.810516,-4.484772,123.931816,-32.615177,-1.305994,110.746063,-29.718616,10.943504,101.504639,-22.404055,-2.289487,131.94873,-32.899231,14.05658,132.186966,-31.395975,12.817025,116.230667,-27.603924,-5.295696,100.691727,-26.241732,-19.364878,118.194725,-31.02622,-20.664125,103.091003,-27.107229
234,1.95,-18.262196,134.690292,-33.943016,-4.322578,123.924927,-32.725128,-1.12295,110.730232,-29.889614,11.134477,101.442039,-22.761274,-2.128168,131.96106,-33.000668,14.216055,132.194046,-31.459507,12.98629,116.236542,-27.776089,-5.098975,100.644432,-26.48246,-19.188137,118.171036,-31.192757,-20.475132,103.0354,-27.374184
235,1.958,-18.125704,134.707352,-34.047966,-4.181591,123.901115,-32.810543,-0.964269,110.700783,-30.089851,11.310951,101.388184,-23.080694,-1.97911,131.947342,-33.101421,14.356807,132.188141,-31.509459,13.134291,116.219589,-27.908543,-4.937409,100.604233,-26.708551,-19.030731,118.14444,-31.342363,-20.297934,102.982697,-27.631426
236,1.966,-17.999338,134.701736,-34.148903,-4.02781,123.871338,-32.903366,-0.797521,110.683014,-30.283249,11.505468,101.299049,-23.408945,-1.822241,131.91214,-33.187462,14.503204,132.181122,-31.576675,13.287006,116.201126,-28.070063,-4.770005,100.551018,-26.937315,-18.859173,118.110298,-31.496317,-20.114891,102.915779,-27.906223
237,1.975,-17.814167,134.663712,-34.236298,-3.86134,123.819336,-33.0056,-0.617576,110.630989,-30.498558,11.733475,101.183083,-23.808439,-1.645026,131.872131,-33.254318,14.652591,132.159409,-31.640858,13.447879,116.144928,-28.220896,-4.593362,100.480949,-27.203201,-18.665909,118.064133,-31.661541,-19.920673,102.833191,-28.206802
238,1.983,-17.668816,134.608643,-34.316837,-3.713139,123.779129,-33.079571,-0.455016,110.567116,-30.724218,11.897611,101.066498,-24.188885,-1.516753,131.839554,-33.305855,14.792201,132.112961,-31.686676,13.605538,116.081429,-28.387033,-4.428087,100.414536,-27.453995,-18.488035,118.002335,-31.813896,-19.738609,102.751839,-28.509258
239,1.991,-17.483829,134.53476,-34.382793,-3.572616,123.743103,-33.166176,-0.28717,110.496712,-30.951326,12.070383,100.94062,-24.556076,-1.351977,131.771637,-33.364296,14.954699,132.048248,-31.73255,13.766083,116.003059,-28.529819,-4.263497,100.326324,-27.702152,-18.306082,117.938904,-31.976255,-19.552864,102.658066,-28.808678
240,2,-17.301943,134.45256,-34.463657,-3.384675,123.684753,-33.277817,-0.113379,110.408974,-31.191509,12.267601,100.782822,-24.987541,-1.158556,131.704132,-33.434795,15.12768,131.956589,-31.807985,13.944914,115.912437,-28.694395,-4.080634,100.224983,-28.001005,-18.105623,117.883049,-32.141655,-19.350414,102.555191,-29.164452
