,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1062,Unlabeled 1062,Unlabeled 1062,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071
,ID,4FFCED923C6E4311EE,4FFCED923C6E4311EE,4FFCED923C6E4311EE,51ACED923C6E4311EE,51ACED923C6E4311EE,51ACED923C6E4311EE,51CCED923C6E4311EE,51CCED923C6E4311EE,51CCED923C6E4311EE,529CED923C6E4311EE,529CED923C6E4311EE,529CED923C6E4311EE,52DCED923C6E4311EE,52DCED923C6E4311EE,52DCED923C6E4311EE,532CED923C6E4311EE,532CED923C6E4311EE,532CED923C6E4311EE,535CED923C6E4311EE,535CED923C6E4311EE,535CED923C6E4311EE,536CED923C6E4311EE,536CED923C6E4311EE,536CED923C6E4311EE,538CED923C6E4311EE,538CED923C6E4311EE,538CED923C6E4311EE,53ACED923C6E4311EE,53ACED923C6E4311EE,53ACED923C6E4311EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1643,13.691,73.744568,1014.929077,80.760315,71.041031,1287.345337,27.775425,89.225311,1094.686157,84.996948,-59.853413,1205.162598,90.675232,229.537186,1193.295288,57.521126,-54.484852,1353.963257,100.451263,217.843857,1342.186035,18.061525,-48.874077,1054.465332,57.172318,59.888878,1213.722168,103.072227,223.739227,1051.28186,138.686203
1644,13.699,73.683395,1014.939636,83.420692,70.854446,1287.416382,28.373384,88.846252,1094.981079,86.638855,-60.397854,1204.894653,92.824043,229.334229,1193.217773,57.595291,-54.970478,1354.176392,100.058693,217.845993,1342.151245,19.017952,-50.270218,1053.361084,62.027699,59.432411,1213.710815,104.006294,224.847733,1050.474365,137.607788
1645,13.708,73.453171,1014.876953,86.175972,70.930916,1287.42041,29.205294,88.599129,1095.283936,88.476982,-61.198139,1204.46521,94.904083,229.136093,1192.989258,57.637268,-55.516956,1354.379517,99.55336,217.910217,1342.110718,19.91931,-52.265221,1052.409668,67.616943,59.105358,1213.818604,104.938599,226.342041,1049.392578,135.84465
1646,13.716,73.348595,1014.878174,88.710175,70.998573,1287.36145,29.724533,88.531891,1095.550171,90.162041,-61.995152,1204.165527,96.843842,228.969604,1192.667847,57.697586,-55.956097,1354.546265,99.145851,218.001678,1342.023071,20.757866,-54.321396,1051.446777,72.908882,59.030373,1213.896362,105.769859,227.711166,1048.135132,134.337662
1647,13.724,73.233536,1014.96051,91.22303,71.09964,1287.392334,30.290804,88.293198,1095.772949,91.596642,-62.883041,1203.938965,98.725525,228.836914,1192.288818,57.749397,-56.445278,1354.688843,98.716812,218.166229,1341.781128,21.912512,-56.475521,1050.719727,78.149063,58.849239,1213.990967,106.52858,228.83757,1046.940063,132.382843
1648,13.733,72.846657,1014.873291,94.095139,71.20504,1287.438965,30.882013,87.963051,1096.132324,93.056351,-63.859837,1203.753906,101.002708,228.774414,1191.849365,57.572392,-57.245186,1354.967163,98.080162,218.428345,1341.53479,23.335203,-59.46912,1049.996948,84.527328,58.422112,1214.336792,107.49913,230.183411,1045.607788,129.741821
1649,13.741,72.421837,1014.865662,96.507851,71.352478,1287.507324,31.466433,87.752739,1096.403076,94.472145,-64.767448,1203.635864,103.044388,228.72699,1191.586548,57.328613,-57.82452,1355.224243,97.555977,218.590378,1341.449097,24.296879,-62.380424,1049.319336,90.389328,57.707458,1214.753418,108.353966,230.970047,1044.115967,127.076195
1650,13.75,72.144722,1015.073547,99.322029,71.629135,1287.646729,32.126808,87.360298,1096.590698,96.307487,-65.877495,1203.649658,105.262054,228.562393,1191.398682,56.971592,-58.479263,1355.49707,96.901077,218.840622,1341.278931,25.496862,-65.505791,1048.922241,96.904922,57.142059,1215.202759,109.184052,232.028442,1042.165894,123.710152
1651,13.758,71.852638,1015.086426,101.539673,71.663689,1287.774414,32.458546,86.833145,1096.848022,97.585602,-66.863831,1203.788818,107.105721,228.266632,1191.233643,56.609501,-59.122112,1355.518921,96.515099,219.166061,1341.016724,26.804539,-68.417099,1048.493042,103.022476,56.770939,1215.392944,109.834541,232.606918,1040.551636,120.540634
1652,13.766,71.465446,1015.121094,103.781639,71.882072,1287.781738,33.322868,86.329231,1097.119873,98.773758,-67.850906,1204.018188,109.249992,227.884705,1191.032471,56.27388,-59.769104,1355.753662,95.912865,219.427612,1340.94458,27.951025,-71.374313,1048.280151,109.720901,56.461411,1215.411011,110.406548,232.966705,1039.229248,116.986618
1653,13.775,71.243614,1015.376709,106.402313,72.030647,1287.916992,34.100452,85.880478,1097.356812,99.901375,-69.191414,1204.108765,111.434006,226.951324,1191.038086,55.469646,-60.316551,1356.011963,95.104187,219.713669,1340.842163,29.310198,-74.646126,1048.185547,117.580818,56.217827,1215.479126,110.988533,232.961166,1037.753296,112.70356
1654,13.783,70.877747,1015.418762,108.339821,72.131271,1288.297607,34.699116,85.628403,1097.74231,101.094917,-70.328041,1204.470337,113.28788,226.17067,1191.074097,54.959858,-60.810844,1356.244019,94.445435,220.036163,1340.580811,30.616989,-77.000641,1048.321411,124.740036,55.687675,1215.628662,111.543076,232.627731,1036.263672,109.211945
1655,13.791,70.600006,1015.607483,110.338699,72.149879,1288.737793,35.002769,85.390602,1098.039307,102.229965,-71.583038,1204.851074,115.056076,225.539597,1191.035767,54.427895,-61.358688,1356.421997,93.77005,220.309891,1340.409424,32.009876,-78.904884,1048.782715,131.707825,55.06031,1215.89624,111.901161,231.871811,1035.029419,105.583626
1656,13.8,70.158882,1015.962952,112.558464,72.38942,1289.074707,35.564255,85.002159,1098.420776,103.143631,-72.839333,1205.200684,117.12944,224.878952,1190.842651,53.864208,-62.028664,1356.701782,93.026764,220.582733,1340.261475,33.551773,-80.113167,1049.754517,139.50621,54.3885,1216.139648,112.219749,230.781754,1033.867065,101.506332
1657,13.808,69.58091,1016.134277,113.919495,72.636475,1289.260986,36.020313,84.660034,1098.690674,103.727119,-73.799347,1205.528809,118.791344,224.435516,1190.37561,53.388401,-62.484768,1357.012573,92.416061,220.841614,1340.072021,34.818943,-80.691238,1050.674683,146.490494,53.880814,1216.28125,112.469589,229.631866,1032.827271,97.789833
1658,13.816,69.014023,1016.293884,114.963402,72.926804,1289.585693,36.40086,84.355789,1098.988647,104.104134,-74.662292,1205.918091,120.156349,223.925552,1190.032471,52.845604,-63.024609,1357.121948,91.519402,221.195175,1339.996216,36.236347,-80.90799,1051.823364,152.767151,53.355656,1216.496582,112.768646,228.390274,1031.966431,94.27948
1659,13.824,68.235237,1016.466248,115.804688,73.246704,1289.966553,36.73164,84.140175,1099.299316,104.295387,-75.358391,1206.324829,121.232498,223.330765,1189.854736,52.351589,-63.386051,1357.309814,90.704506,221.378815,1339.915161,37.683929,-80.454262,1053.102295,159.332687,52.697338,1216.635132,112.952415,227.056396,1031.425293,90.883392
1660,13.833,67.275955,1016.524658,116.492462,73.481606,1290.460449,37.148491,83.969345,1099.641602,104.264992,-76.032028,1206.955933,122.161354,222.560226,1189.697021,51.847145,-63.697628,1357.610474,89.800888,221.617096,1339.694336,39.314838,-79.535446,1054.61145,166.230621,51.746876,1216.795776,112.852684,225.551987,1030.811157,87.234093
1661,13.841,66.432114,1016.497742,116.637413,73.687454,1290.770508,37.545879,83.866447,1099.926758,103.976585,-76.539192,1207.370728,122.81842,221.854752,1189.587036,51.537319,-64.204742,1357.784546,88.95385,221.873154,1339.578735,40.810089,-78.44268,1056.183838,171.942596,51.140022,1216.945679,112.754028,224.345078,1030.397217,84.175797
1662,13.849,65.376198,1016.505493,116.301575,73.865059,1291.073975,37.876953,83.886856,1100.126465,103.545654,-76.919731,1207.804077,123.505569,221.024384,1189.508057,51.213501,-64.723755,1357.979004,88.18914,222.136261,1339.360352,42.416424,-77.134865,1057.874512,177.369766,50.664486,1217.133057,112.456039,223.019287,1029.902832,81.261131
1663,13.858,64.191902,1016.629578,115.332115,74.012344,1291.675781,38.076176,83.391823,1100.354492,102.739601,-77.073112,1208.25293,124.936638,219.838272,1189.793823,50.626198,-65.23735,1358.23291,87.275452,222.278183,1339.349243,43.861176,-75.349144,1059.717651,182.96405,50.238747,1217.294556,112.061943,221.673615,1029.573364,78.096695
1664,13.866,63.431122,1017.045715,113.833916,74.163712,1292.082642,38.134125,82.770134,1100.38562,102.412041,-77.412354,1208.396973,125.984955,219.066956,1190.216187,50.445053,-65.641167,1358.524292,86.335083,222.474258,1339.43103,45.204315,-73.525002,1061.371582,187.367691,49.893185,1217.415894,111.72789,220.423401,1029.329346,75.253647
1665,13.875,62.340302,1016.686462,112.577179,74.460312,1292.446167,38.389698,82.070839,1100.437866,102.157822,-77.731934,1208.761963,126.794891,218.229004,1190.654053,50.304028,-66.039581,1358.85376,85.454994,222.634842,1339.431763,46.55352,-71.291046,1063.143066,191.804169,49.47641,1217.520508,111.267365,219.135483,1029.339844,72.186989
1666,13.883,61.513866,1016.448364,111.437439,74.674362,1292.77356,38.550961,81.513283,1100.505371,101.778267,-77.997597,1209.09314,127.387001,217.631989,1191.013916,50.245228,-65.972427,1358.998779,85.015709,222.70787,1339.501465,47.590588,-69.138008,1064.862305,195.118271,49.108234,1217.605957,110.867836,217.907608,1029.203003,69.694633
1667,13.891,60.632919,1016.290283,110.403389,74.916985,1293.119629,38.663204,80.632698,1100.935547,101.083893,-78.125931,1209.344116,127.948967,217.334854,1191.154541,50.439068,-65.901596,1359.053711,84.394516,222.806671,1339.735229,48.591251,-66.86116,1066.344971,198.202637,48.599972,1217.69043,110.334511,217.01088,1029.239868,67.247421
1668,13.9,59.800995,1016.175537,109.084457,75.110977,1293.526123,38.771523,79.709251,1101.345947,100.366913,-78.063744,1209.566284,128.646149,217.081436,1191.14624,50.647316,-66.25795,1359.149902,83.496887,222.82547,1339.950439,49.398438,-64.365982,1067.829102,200.980759,48.163025,1217.680542,109.906609,216.072815,1029.427368,64.314064
1669,13.908,59.602787,1016.229248,107.815376,75.258057,1293.704712,38.712738,79.136642,1101.505981,99.84613,-77.920273,1209.751099,129.290115,216.830597,1191.234375,50.750061,-66.520607,1359.313843,83.235786,222.904587,1340.002808,49.974075,-62.059925,1068.994507,202.81633,47.811394,1217.521606,109.502815,215.182541,1029.65979,61.722023
1670,13.916,59.49831,1016.356323,106.389694,75.546494,1293.835815,38.644577,78.839569,1101.430786,99.294563,-77.683624,1209.90686,129.898849,216.663864,1191.435913,50.697258,-66.579948,1359.375732,83.089905,223.039352,1340.005981,50.401295,-59.768173,1070.001465,204.326538,47.642971,1217.359741,109.089317,214.64827,1030.036987,59.168484
1671,13.925,59.379478,1016.461121,104.63739,75.873055,1293.843506,38.470913,78.71376,1101.202881,98.601311,-77.291763,1209.824829,130.346054,216.642639,1191.703735,50.557274,-66.367378,1359.255127,83.174156,223.145981,1340.136841,50.604256,-57.196644,1070.608154,205.751328,47.672039,1217.125244,108.621033,214.179459,1030.381714,56.488728
1672,13.933,59.446045,1016.374084,103.104698,76.115639,1293.789795,38.257565,78.787239,1101.09729,97.894897,-76.844986,1209.609619,130.627838,216.777832,1191.900391,50.402267,-65.712944,1358.833252,83.960655,223.216476,1340.477905,50.537697,-54.991428,1070.990356,206.829483,47.824772,1216.852905,108.181007,214.089966,1030.788696,54.159233
1673,13.941,59.818554,1016.383179,101.650146,76.313637,1293.560547,37.960384,78.979538,1101.050293,97.06649,-76.318382,1209.259277,130.927338,217.054565,1192.052979,50.174168,-65.385536,1358.429077,84.335762,223.177856,1340.860474,50.204384,-52.905392,1070.982544,207.228271,48.04137,1216.375366,107.538338,214.184036,1031.060303,51.800552
1674,13.949,60.174294,1016.048767,100.01001,76.529404,1293.245972,37.579502,79.129921,1101.087036,95.785408,-75.664368,1208.791626,131.169052,217.557892,1192.281982,49.813305,-64.800056,1358.150513,85.000122,223.06398,1341.114502,49.636303,-50.906052,1070.687134,207.488541,48.424297,1215.740601,106.967758,214.41745,1031.450928,49.713562
1675,13.958,61.081413,1015.606873,98.079407,76.762619,1292.809937,36.980141,79.695236,1101.010498,94.570015,-74.676346,1208.303345,131.421021,218.219376,1192.446045,49.231007,-63.965439,1357.560425,86.139992,222.95134,1341.262695,48.94149,-48.787262,1070.030884,207.389801,49.250175,1214.97998,106.439644,214.809311,1031.798218,47.384911
1676,13.966,61.84293,1015.277405,96.39357,77.136215,1292.316162,36.521866,80.441223,1100.58728,93.492661,-73.703369,1207.676025,131.472931,218.819748,1192.415894,48.646389,-63.318962,1357.057983,87.11689,222.879425,1341.242188,48.150909,-47.070976,1069.220825,206.905685,49.923347,1214.373657,105.824448,215.540024,1032.169312,45.694187
1677,13.974,62.594093,1014.860168,94.812645,77.460823,1291.76001,36.026745,81.348045,1099.905518,92.288979,-72.682938,1207.075684,131.581985,219.186157,1192.624634,47.611221,-62.318268,1356.55835,88.119957,222.849442,1341.215454,47.349182,-45.65921,1068.110596,206.042542,50.590096,1213.708618,105.07489,216.425278,1032.24707,44.211288
1678,13.983,63.753365,1014.186157,92.945198,77.706291,1291.197632,35.482815,82.488403,1099.393311,90.870049,-71.426743,1206.275757,131.793747,219.878281,1192.997803,46.401009,-61.221573,1356.018433,89.169373,222.760712,1341.374146,46.052162,-44.229652,1066.632202,204.933289,51.445072,1212.820801,104.388832,217.624283,1032.314575,42.828835
1679,13.991,64.988167,1013.77594,91.233284,77.714577,1290.374023,34.692345,83.532364,1099.091309,89.516632,-70.117043,1205.779053,132.084457,220.598618,1193.071411,45.062824,-60.232132,1355.39502,90.170067,222.733566,1341.435425,44.493946,-43.378647,1065.10022,203.498123,52.361774,1212.039917,104.01368,219.149948,1032.289062,42.050446
1680,14,66.067886,1013.309448,89.125023,77.765091,1289.54541,33.946472,84.77594,1098.408569,87.691551,-68.53318,1205.190918,132.161362,221.508408,1193.013062,43.631039,-58.87928,1354.787842,91.305695,222.939362,1341.590698,42.67535,-42.668301,1063.32312,201.551559,53.447712,1211.430664,103.70295,220.784271,1032.080078,41.380833
1681,14.008,67.051826,1012.836548,87.274284,77.836098,1288.795776,33.218506,85.783905,1097.979126,85.882713,-66.976555,1204.636841,132.193329,222.457932,1192.506348,42.405716,-57.68718,1354.30896,92.269112,222.976837,1341.666626,40.928711,-42.249836,1061.572754,199.346344,54.484203,1210.93103,103.465637,222.224869,1031.862549,40.978134
1682,14.016,67.901817,1012.328247,85.233727,77.861626,1288.168457,32.635845,86.967804,1097.720093,84.313591,-65.295067,1203.985107,132.437332,223.381882,1191.992188,40.964508,-56.478703,1353.77832,93.215218,222.961349,1341.651367,39.146717,-42.138,1059.702637,196.929214,55.500404,1210.410645,103.155022,223.848343,1031.679932,40.803448
1683,14.025,69.081604,1012.006531,82.975029,77.852982,1287.536499,31.68907,88.16259,1097.418457,82.79657,-63.418671,1203.397217,132.591995,224.197403,1191.922974,38.65308,-55.241714,1352.949707,94.587692,223.056274,1342.158569,36.380127,-42.366482,1057.540161,193.841354,56.737705,1209.737183,102.755508,225.860336,1031.298462,40.933479
1684,14.033,70.20887,1011.682983,80.863029,77.983994,1287.060791,30.825893,89.185577,1096.775269,81.141685,-61.728783,1202.859619,132.649246,225.14006,1191.841675,36.778717,-54.05682,1352.723022,95.295769,223.106064,1342.37085,34.420643,-42.793762,1055.667114,190.757584,57.938698,1209.224365,102.54097,227.563034,1030.872314,41.331589
1685,14.041,71.075699,1011.237,78.669037,78.242569,1286.662964,30.177242,90.368858,1096.308716,79.59481,-59.974392,1202.460205,132.760025,226.143387,1191.605957,34.937164,-52.851273,1352.501221,96.17598,223.185593,1342.313232,32.376373,-43.346294,1053.938599,187.605301,58.908279,1208.894897,102.222282,229.314209,1030.571167,41.841072
1686,14.05,72.006981,1010.818237,76.265045,78.41053,1286.291748,29.367401,91.597916,1095.872314,77.495148,-58.185856,1201.946777,132.804794,226.933762,1191.536865,32.024559,-51.574059,1352.118774,97.210884,223.440964,1342.129883,30.320337,-44.001881,1052.157593,183.647186,59.926697,1208.463623,101.453453,231.349594,1030.318237,42.450516
1687,14.058,72.943512,1010.702026,74.275925,78.447304,1285.947876,28.537529,92.88607,1095.568237,76.094109,-56.543133,1201.4104,132.922058,227.692215,1192.136475,29.132557,-50.504681,1351.645874,98.278351,223.518951,1341.80835,28.185249,-44.78738,1050.549316,179.712204,61.024727,1208.278809,100.77169,232.955612,1030.097046,43.147034
1688,14.066,73.971779,1010.468384,72.025879,78.244034,1285.754272,27.654682,93.867798,1095.315674,74.048454,-54.977158,1200.919922,133.052841,227.956467,1192.356689,26.612175,-49.498905,1351.209106,99.203682,223.309341,1341.592041,26.003036,-45.697418,1049.094238,175.945862,62.206821,1208.114014,100.085251,234.608688,1029.92334,43.976765
1689,14.074,74.782463,1010.305176,69.902168,78.0942,1285.661865,26.830782,95.000427,1095.061279,72.32975,-53.507938,1200.534058,133.022873,228.336548,1192.274048,24.505846,-48.596798,1350.797607,100.180191,223.147415,1341.577515,23.864582,-46.710606,1047.747314,171.800095,63.443123,1207.878784,99.339867,236.112564,1029.881348,44.663124
1690,14.083,75.911041,1010.148315,67.83223,77.967278,1285.527588,25.87237,96.378304,1094.763306,70.244453,-52.057602,1200.119751,132.768494,228.89827,1191.991577,22.663441,-47.58379,1350.345337,101.373405,222.854462,1341.64624,21.27956,-47.728073,1046.411255,167.231293,64.739189,1207.634644,98.403618,237.637695,1030.129395,45.683018
1691,14.091,76.621269,1010.077332,66.217232,77.762947,1285.452881,24.912575,97.383194,1094.682983,68.760963,-50.830048,1199.72168,132.437271,229.307709,1191.666138,20.890413,-46.667381,1350.070923,102.123886,222.6689,1342.008301,18.910099,-48.735748,1045.398315,162.858521,65.33493,1207.411133,97.576065,238.83667,1030.447144,46.372517
1692,14.099,77.533531,1010.017517,64.362122,77.404541,1285.306274,24.091253,98.272385,1094.478516,67.021011,-49.829803,1199.306885,131.925522,229.78273,1191.413574,19.25692,-45.85088,1349.834229,103.034409,222.270264,1342.255371,16.635059,-49.756279,1044.656372,158.619507,65.820038,1207.282227,96.633026,239.92244,1030.793945,46.931881
1693,14.108,78.352219,1010.032776,62.238438,76.767296,1284.873779,23.224682,99.087616,1094.513916,65.028297,-48.979942,1198.940186,131.273865,230.098557,1191.434937,16.789118,-44.83585,1349.587769,104.118744,221.586716,1342.362671,13.887308,-51.045181,1043.885498,153.800415,66.140144,1207.209961,95.312843,240.838745,1031.260498,47.46529
1694,14.116,79.045006,1010.01001,60.662109,76.212868,1284.644043,22.51878,99.786896,1094.332642,63.329643,-48.313293,1198.616699,130.546951,230.287994,1191.628662,14.882404,-44.095665,1349.286255,104.905479,220.993027,1342.468628,11.729242,-51.961906,1043.744751,149.567062,66.287735,1207.136841,94.327187,241.754288,1031.730469,47.93177
1695,14.125,79.760551,1010.16925,58.981567,75.675018,1284.560181,21.740978,100.643105,1094.28894,61.703503,-47.764488,1198.369385,129.388733,230.225082,1191.762939,12.842193,-43.301933,1348.911133,105.852692,220.406631,1342.550537,9.088273,-52.867867,1043.263916,144.716736,66.213501,1207.376831,93.053551,242.425888,1032.320801,48.305122
1696,14.133,80.155701,1010.221497,57.443893,75.162216,1284.622437,21.024921,101.079781,1094.203857,60.290592,-47.616051,1198.192627,128.357269,230.316605,1191.785034,11.22875,-42.640167,1348.717651,106.667427,219.857193,1342.796387,6.859946,-53.779263,1042.817871,140.66188,66.449013,1207.525146,92.423477,242.689163,1032.80249,48.381874
1697,14.141,80.43383,1010.320801,56.054035,74.481491,1284.660522,20.241436,101.247887,1094.526001,58.669643,-47.636066,1197.915161,127.177429,230.334366,1191.779907,9.744598,-42.02636,1348.595459,107.402603,219.284103,1342.947632,4.69094,-54.600716,1042.550659,136.885223,66.634224,1207.78479,91.295616,242.804443,1033.300415,48.345268
1698,14.15,80.418892,1010.266418,54.310078,73.870102,1284.782104,19.438902,101.18309,1094.687378,57.229759,-47.813423,1197.768555,125.766052,230.148148,1191.793945,7.92382,-41.459866,1348.366455,107.976074,218.62352,1343.057983,2.298625,-55.675625,1042.270874,132.586884,67.143951,1207.471191,90.447388,243.077927,1033.716675,48.104939
1699,14.158,80.465141,1010.427856,52.96207,73.443031,1284.967896,18.878796,101.30452,1094.668701,56.145878,-48.225929,1197.648438,124.278183,230.049576,1191.714966,6.517757,-40.906685,1348.20813,108.604492,218.263428,1343.2146,0.300484,-56.627491,1042.062988,129.023834,67.466751,1207.347778,89.708633,243.180695,1033.954956,47.74757
1700,14.166,80.515167,1010.502563,51.629906,72.89547,1285.109863,18.272137,101.275742,1094.719971,54.808025,-48.656273,1197.607544,122.863785,229.939713,1191.657715,5.409115,-40.567005,1348.117188,109.043816,217.82338,1343.218262,-1.554995,-57.444016,1041.841675,125.561806,67.603111,1207.358398,89.045967,243.060638,1034.15271,47.115421
1701,14.175,80.410675,1010.596252,50.135769,72.370415,1285.535767,17.549953,101.063164,1095.003296,53.25209,-49.35265,1197.678101,121.112183,229.520233,1191.881592,3.847857,-40.246746,1348.11792,109.559029,217.48761,1343.295654,-3.521752,-58.342457,1041.707642,121.929482,67.69873,1207.506226,88.281876,242.813278,1034.229126,46.34259
1702,14.183,80.166054,1010.817383,48.964279,72.096542,1286.033447,16.991024,100.481949,1095.144653,52.273029,-49.938011,1197.577026,119.417152,229.108826,1191.957153,2.46157,-40.160118,1348.098511,109.736206,217.136993,1343.336304,-5.075998,-59.229702,1041.737427,118.818512,67.698486,1207.7229,87.249413,242.364731,1034.285034,45.684376
1703,14.191,79.69735,1010.96106,47.941471,71.933563,1286.390015,16.523375,99.531219,1095.514648,51.288548,-50.716423,1197.834717,117.881866,228.798691,1191.701172,1.22911,-40.159603,1348.14624,109.835747,217.207047,1343.222412,-6.504474,-60.24815,1041.72998,115.884567,67.687805,1207.828979,86.485252,241.691971,1034.276001,44.698029
1704,14.199,79.04364,1011.020569,46.989288,71.764771,1286.786255,16.064295,98.865845,1095.685547,50.543617,-51.460808,1197.993164,116.218826,228.403885,1191.410156,0.09339,-40.262611,1348.196655,109.751793,217.399155,1343.261841,-7.717081,-61.392872,1041.960083,112.913002,67.635345,1208.036255,85.804832,241.06131,1034.099609,43.373867
1705,14.208,78.080437,1010.839478,46.083714,71.438499,1287.288574,15.639117,97.950745,1095.567139,49.482693,-52.387085,1198.143921,114.533607,227.878952,1191.108032,-1.247454,-40.483692,1348.239502,109.41713,217.427994,1343.181763,-8.855179,-62.456074,1042.394775,109.668076,67.525627,1208.29895,85.092819,240.392166,1033.77063,41.992226
1706,14.216,77.204063,1010.88916,45.257839,71.042854,1287.646362,15.309452,97.147911,1095.356689,48.635384,-53.327408,1198.421143,113.166344,227.499359,1190.720947,-2.322039,-40.822456,1348.328003,108.99514,217.624451,1342.964355,-9.435097,-63.388763,1042.479858,107.151253,67.379364,1208.424561,84.488266,239.730164,1033.312012,40.561268
1707,14.224,76.425797,1011.014221,44.448269,70.903915,1288.313354,14.874026,96.035774,1095.278931,47.806862,-54.253937,1198.497192,111.602715,227.027863,1190.28894,-3.534683,-41.209515,1348.522583,108.416512,217.890213,1342.641235,-9.753752,-64.154182,1042.420654,105.145943,67.06823,1208.663696,83.793518,238.630219,1032.663818,38.925869
1708,14.233,75.274475,1010.969666,43.900494,70.895401,1288.841797,14.39588,94.914352,1095.241333,47.062149,-55.487606,1199.116211,109.464172,226.299011,1189.984985,-4.832882,-41.790207,1348.834839,107.711205,218.265213,1342.150879,-9.815765,-65.431442,1042.628784,103.256523,66.629356,1208.906738,83.049171,237.469223,1032.158325,36.922829
1709,14.241,74.17807,1010.964539,43.483498,70.984085,1289.232788,14.068315,93.474869,1095.462769,46.294167,-56.532925,1199.469482,107.829727,225.556915,1189.851562,-5.823904,-42.296947,1349.122925,107.066223,218.726624,1341.647827,-9.495047,-66.502678,1042.995605,101.613808,66.015877,1209.348145,82.019943,236.427505,1031.447876,34.904724
1710,14.25,72.831688,1010.938293,42.830482,70.940132,1289.71875,13.696272,92.24472,1095.355103,45.570423,-57.559082,1199.867554,106.470268,224.888794,1189.644775,-6.610238,-43.070156,1349.431152,106.065361,219.188721,1341.094116,-8.96215,-67.666313,1043.272461,99.769882,65.380775,1209.55835,81.314674,234.947815,1030.705811,32.492249
1711,14.258,71.640106,1010.987732,42.33939,70.900726,1290.264648,13.438228,90.808594,1095.034058,45.004417,-58.394554,1200.012573,105.535767,224.244751,1189.352905,-7.33962,-43.798294,1349.83728,105.224327,219.734085,1340.73877,-8.20255,-68.72139,1043.567017,98.303917,64.022003,1209.888306,80.288612,233.613281,1029.927856,30.238417
1712,14.266,70.450897,1010.921692,41.889397,70.830498,1290.925171,13.187763,89.40744,1095.029541,44.318157,-59.54834,1200.457886,104.47229,223.618652,1189.151855,-7.799898,-44.692745,1350.171143,104.399536,220.063538,1340.415771,-7.373795,-69.915909,1043.966064,97.01416,63.13546,1210.040039,79.62101,232.250961,1029.164551,27.92819
1713,14.275,69.107155,1011.044861,41.301922,70.667206,1291.471191,12.968225,87.968292,1094.948486,43.846634,-60.76123,1200.786865,103.462524,222.732544,1188.937256,-8.130663,-45.822815,1350.683838,103.281906,220.423218,1339.958252,-6.123236,-71.26873,1044.483765,95.731575,61.944096,1210.249023,78.792099,230.498886,1028.388916,24.979748
1714,14.283,67.913864,1011.25946,40.834774,70.449326,1291.887329,12.894688,86.651543,1094.881226,43.309978,-61.998573,1201.23584,102.561157,222.065353,1188.907837,-8.111519,-46.839088,1351.172119,102.277489,220.638611,1339.40564,-4.754716,-72.477371,1044.83374,94.965385,60.798847,1210.558594,78.210426,228.9422,1027.828369,22.434662
1715,14.291,66.684319,1011.42572,40.406563,70.16787,1292.421875,12.807907,85.54068,1094.942749,42.863861,-63.239708,1201.719116,101.653679,221.370392,1188.905762,-7.971632,-47.910164,1351.619263,101.139587,220.906631,1339.002563,-3.304428,-73.728607,1045.360352,94.31044,59.391907,1210.777832,77.251663,227.199463,1027.28418,19.763481
1716,14.3,65.033951,1011.844055,39.927006,69.990318,1293.032104,12.78622,84.486481,1095.139526,42.406422,-64.693359,1202.262085,100.777351,220.461365,1188.845581,-7.576172,-49.240349,1352.108154,99.771507,221.208435,1338.658813,-1.529185,-75.207596,1045.765625,93.658981,58.382141,1210.401733,77.436485,225.222336,1026.769287,16.750671
1717,14.308,63.469833,1012.173645,39.385136,69.929207,1293.580566,12.64838,83.410507,1095.519531,41.802086,-65.930214,1202.635742,99.959366,219.817184,1188.825562,-6.96567,-50.373409,1352.688232,98.733688,221.344116,1338.494629,-0.174107,-76.21727,1046.322998,93.326027,57.472786,1210.187622,77.410599,223.357803,1026.339844,13.987972
1718,14.316,61.688431,1012.44104,38.797054,69.982162,1294.09314,12.535947,82.542587,1095.841553,41.392559,-67.479637,1203.096436,99.320045,218.986954,1188.920654,-6.15473,-51.455879,1353.250977,97.603958,221.529877,1338.238647,1.525444,-77.183067,1046.704712,93.143127,56.630211,1209.935303,77.172295,221.286179,1026.204834,11.256228
