,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1062,Unlabeled 1062,Unlabeled 1062,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071
,ID,4FFCED923C6E4311EE,4FFCED923C6E4311EE,4FFCED923C6E4311EE,51ACED923C6E4311EE,51ACED923C6E4311EE,51ACED923C6E4311EE,51CCED923C6E4311EE,51CCED923C6E4311EE,51CCED923C6E4311EE,529CED923C6E4311EE,529CED923C6E4311EE,529CED923C6E4311EE,52DCED923C6E4311EE,52DCED923C6E4311EE,52DCED923C6E4311EE,532CED923C6E4311EE,532CED923C6E4311EE,532CED923C6E4311EE,535CED923C6E4311EE,535CED923C6E4311EE,535CED923C6E4311EE,536CED923C6E4311EE,536CED923C6E4311EE,536CED923C6E4311EE,538CED923C6E4311EE,538CED923C6E4311EE,538CED923C6E4311EE,53ACED923C6E4311EE,53ACED923C6E4311EE,53ACED923C6E4311EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
269,2.241,0.436111,1031.758423,221.786758,50.807316,1280.16333,105.115379,27.878313,1105.567261,181.579895,-121.195366,1211.118896,119.869041,182.422485,1187.121094,181.044128,-87.794952,1350.340332,51.155483,193.109497,1332.846069,134.801636,-150.67128,1079.2229,203.580826,7.828122,1236.099609,156.495911,156.824921,1048.279785,266.18866
270,2.25,-1.219294,1035.102783,225.134293,50.850346,1281.038818,103.635628,26.55344,1107.541748,182.281296,-122.028122,1214.517456,123.006889,181.560226,1188.121948,180.612656,-87.883804,1351.468994,49.750092,193.726135,1333.246338,132.325806,-152.109528,1085.443115,210.750412,7.66008,1237.681519,155.894531,156.118027,1050.32251,267.017303
271,2.258,-2.42452,1038.087891,227.800125,50.830486,1281.824707,102.210991,25.747164,1109.193237,182.703125,-122.804642,1217.482422,125.334648,181.123596,1189.221802,180.126312,-87.873077,1352.724243,48.265263,194.307953,1333.727539,129.936371,-152.773056,1091.062134,216.940536,7.634175,1238.963013,155.287857,155.619019,1052.046387,267.654633
272,2.266,-3.310432,1041.221436,230.039047,50.810005,1282.640503,100.815186,25.289234,1110.972778,182.976379,-123.311516,1220.488647,127.071022,180.780838,1190.288574,179.433151,-87.910408,1354.064575,46.727673,194.875305,1334.22876,127.643082,-153.319733,1096.975098,222.362,7.819662,1240.518677,154.046021,155.311462,1053.706909,267.787231
273,2.274,-4.083668,1044.333618,231.787109,50.831131,1283.717407,98.929443,24.846519,1112.406006,182.890869,-123.65052,1223.709595,128.268219,180.661911,1191.294556,178.560242,-87.590141,1355.544189,44.902912,195.534698,1334.882446,125.120239,-153.470032,1102.679077,227.15242,7.860107,1242.102417,152.614105,155.053421,1055.308105,267.963959
274,2.283,-4.653385,1047.767822,233.353958,51.06303,1285.036377,96.888611,24.587894,1114.206421,182.566696,-123.664696,1227.176025,129.462616,180.658768,1192.469482,177.525299,-87.430168,1357.276367,42.879673,196.436615,1335.647949,122.433083,-153.236633,1109.031738,231.958481,7.950764,1243.835327,151.144058,154.964569,1057.280762,267.646271
275,2.291,-5.029455,1051.065186,234.441376,51.173702,1286.379639,94.67067,24.652498,1115.724243,182.16391,-123.50164,1230.463745,130.264954,180.777344,1193.58728,176.72673,-87.474129,1358.941772,40.897034,197.054626,1336.460693,120.006073,-152.723373,1114.671387,235.47464,8.036531,1245.498413,149.410202,154.970062,1058.979614,267.410919
276,2.299,-5.347634,1054.073486,234.927933,51.530369,1287.813721,92.442261,24.693638,1117.284546,181.245865,-123.235321,1233.568848,130.494492,180.918579,1194.861572,175.712891,-87.463997,1360.720459,38.916145,197.850327,1337.424683,117.607979,-151.954193,1120.237671,238.420181,8.360701,1247.053955,147.520218,155.028976,1060.696289,266.610931
277,2.308,-5.471087,1057.421387,235.18927,51.695702,1289.916138,89.451141,24.957596,1119.046875,180.2052,-122.664795,1237.050903,130.311844,181.078552,1196.67749,174.04245,-87.006943,1363.071777,36.549683,198.641953,1338.676758,114.771385,-151.057098,1126.222046,241.134949,8.64411,1249.121094,144.957703,155.063614,1062.477417,265.486572
278,2.316,-5.639176,1060.353394,234.95607,52.124786,1291.791992,86.775017,25.193472,1120.630493,178.74939,-122.149704,1240.020752,129.670639,181.220016,1198.245605,172.449905,-86.803352,1365.344482,34.266998,199.333313,1339.913208,112.466507,-149.96228,1131.426758,242.759277,8.882393,1250.642944,142.603256,155.16423,1064.206421,264.309296
279,2.325,-5.787476,1063.406372,234.145569,52.689995,1293.780151,83.88781,25.631254,1122.503052,176.923874,-121.582748,1243.246948,128.523727,181.524948,1199.726318,170.507812,-86.660126,1367.926147,31.764391,199.997406,1341.485474,109.801132,-148.85466,1137.270996,243.929077,9.454728,1252.553711,139.414001,155.54567,1066.156372,262.362732
280,2.333,-5.89017,1066.034912,232.939728,53.18132,1295.553711,80.92659,25.993645,1123.949585,174.797363,-120.987122,1246.16748,127.178551,181.92334,1201.029053,168.496948,-86.05159,1370.435059,29.618935,200.606018,1342.94397,107.622322,-147.64209,1141.8927,244.455902,9.821584,1254.01001,136.608536,155.668579,1067.676392,260.430725
281,2.341,-5.972553,1068.367432,231.177719,53.681122,1297.385498,77.912277,26.556479,1125.328735,172.288284,-120.34507,1248.817261,125.533997,182.24704,1202.38147,166.318283,-85.705872,1372.919922,27.371931,201.144821,1344.508179,105.488251,-146.414139,1146.226807,244.516815,10.529499,1255.348633,133.523346,155.624756,1069.208496,258.231354
282,2.35,-6.041848,1070.968262,228.809677,54.45686,1299.608276,74.39315,27.031191,1126.736328,169.026733,-119.75322,1251.759888,123.454239,182.584534,1204.05481,163.515091,-84.87487,1375.914673,25.031151,201.878967,1346.366455,103.367218,-144.969299,1150.825562,244.079773,11.054643,1256.970093,129.749298,155.806091,1070.700317,255.350464
283,2.358,-6.094012,1072.973022,226.296127,55.376873,1301.689209,71.454216,27.599926,1128.08374,165.639343,-119.166214,1254.187134,121.287369,182.674896,1205.667114,160.887589,-84.439575,1378.62854,22.761677,202.387527,1348.092407,101.397873,-143.762711,1154.582642,243.150208,11.809155,1258.418823,126.169693,155.97496,1071.889526,252.562759
284,2.366,-6.053102,1074.846924,223.409363,56.189137,1303.706177,68.349312,28.085142,1129.237183,161.852081,-118.704437,1256.783447,118.880386,182.729889,1207.177002,158.278656,-83.526123,1381.426514,20.812075,202.851746,1349.796021,99.797173,-142.478882,1158.024658,241.832657,12.627091,1259.613403,122.590858,155.922348,1073.030762,249.699265
285,2.375,-6.021149,1076.706909,219.600494,56.984207,1306.042725,65.028587,28.692953,1130.039307,157.206299,-118.089081,1259.412231,116.12709,182.909775,1208.67395,154.864944,-82.67675,1384.545898,18.469296,203.627533,1351.78479,98.136871,-141.074631,1161.710327,239.919571,13.324744,1261.008057,118.804771,156.016235,1074.172119,246.110687
286,2.383,-6.025058,1078.1427,215.927429,57.86623,1308.052002,62.291382,29.475405,1130.61084,152.868195,-117.575218,1261.554321,113.351715,183.492233,1209.792358,151.853882,-81.849655,1387.389893,16.587135,204.185928,1353.539307,96.683578,-139.885269,1164.259644,237.815201,14.154252,1262.283936,114.792664,156.115005,1074.975708,242.762924
287,2.391,-6.000232,1079.352295,211.832214,58.767742,1310.459717,59.37355,30.213669,1131.01001,148.213791,-117.042122,1263.702881,110.53614,184.087662,1210.614868,148.920441,-80.782799,1390.36438,14.777975,204.908066,1355.265625,95.606262,-138.82518,1166.674438,235.286194,14.959991,1263.626587,110.913292,155.889526,1075.379395,239.135056
288,2.399,-5.96432,1080.481445,207.394608,59.780361,1312.915771,56.430325,31.002401,1131.46521,143.357803,-116.524933,1265.67334,107.542343,184.760635,1211.308838,146.30278,-79.887733,1393.452637,12.9614,205.647995,1356.937622,94.626144,-137.71196,1168.841187,232.613464,15.587502,1264.775146,107.239876,155.714752,1075.65564,235.24469
289,2.408,-6.048274,1081.504761,201.911377,61.125137,1315.800781,53.473518,31.715042,1131.811157,138.127197,-115.96357,1267.883301,104.202782,185.690201,1211.975342,143.258682,-78.869461,1396.857666,11.083181,206.378998,1358.698364,93.644768,-136.619598,1170.844971,229.047821,16.489109,1266.320679,102.85743,155.821686,1075.798096,230.495987
290,2.416,-6.024699,1082.148193,196.729095,62.200912,1318.44043,50.686844,31.932796,1132.223999,133.661453,-115.568245,1269.753052,101.131424,186.420013,1212.55481,140.247086,-77.932358,1399.854858,9.507951,207.12262,1360.111206,93.210938,-135.785767,1172.154785,225.579727,17.291714,1267.453979,98.975883,155.559906,1075.553711,226.316055
291,2.424,-6.00282,1082.709839,191.143738,63.1707,1321.086914,48.217613,32.06535,1132.617432,129.367035,-115.014984,1271.5354,98.011902,187.165314,1213.190796,137.245193,-77.131744,1402.76355,8.053102,207.751053,1361.367065,92.773521,-134.984711,1172.837036,222.000504,17.957022,1268.720459,94.827187,155.309326,1075.338135,221.873672
292,2.433,-5.66223,1083.088745,184.517914,64.274437,1324.010132,45.492565,32.158649,1133.193237,124.370232,-114.345695,1273.394653,94.448936,188.056808,1214.003784,134.061096,-76.253853,1406.07666,6.512127,208.553619,1362.76709,92.596489,-134.213333,1173.366333,217.604446,18.92417,1269.934204,90.300781,155.372528,1074.853394,216.462433
293,2.441,-5.351838,1082.932983,178.111313,65.125313,1326.481567,43.51263,32.302814,1134.240356,119.689896,-113.784492,1274.89856,91.254875,188.579285,1214.682739,130.81543,-75.228271,1408.923828,5.417783,209.085785,1363.919067,92.530411,-133.462738,1173.577148,213.295517,19.84996,1271.087646,86.071838,155.412811,1074.639404,210.847122
294,2.45,-4.913601,1082.649414,170.497879,66.09063,1329.260376,41.464127,32.459835,1135.550293,114.122849,-113.271317,1276.658569,87.55217,189.488266,1215.490723,127.573761,-74.468735,1412.089233,4.149934,209.627502,1365.236572,92.716263,-132.719864,1173.300537,207.939972,21.02564,1272.514893,81.25856,155.240906,1074.216919,205.032913
295,2.458,-4.460919,1082.414917,163.36705,66.970062,1331.757935,39.421696,32.722557,1136.759888,108.946861,-112.651604,1278.093872,84.292336,190.20723,1216.258179,124.541611,-73.514771,1414.957764,3.068413,210.228546,1366.480713,92.695824,-132.179962,1172.619995,202.975586,22.248125,1273.86377,76.961296,155.308075,1073.676392,199.623825
296,2.466,-3.944556,1082.179932,156.099365,68.186188,1334.327271,37.586411,33.387493,1137.891479,103.446854,-111.977036,1279.616455,80.938011,191.007065,1216.984009,121.922371,-72.600868,1417.790161,2.202373,210.655334,1367.758179,92.899757,-131.602921,1171.651123,197.535706,23.550503,1275.251953,72.627563,155.583817,1073.021606,193.419525
297,2.475,-3.305758,1081.886353,147.606522,69.482758,1337.443604,35.434986,34.437572,1139.084839,96.846298,-111.007668,1281.22644,77.191864,191.584518,1217.949097,119.076836,-71.732452,1420.940552,1.122049,211.075333,1369.246216,93.208572,-131.114548,1170.397705,191.040161,25.106129,1277.052856,67.783218,155.717834,1071.97876,186.046051
298,2.483,-2.555346,1081.604126,139.862091,70.639099,1340.03479,33.526211,35.533123,1139.952759,90.937347,-110.098648,1282.613525,73.934731,192.137619,1218.791626,116.582535,-70.724182,1423.708862,0.267403,211.545395,1370.51416,93.539101,-130.715195,1169.133545,184.706085,26.489529,1278.525879,63.620388,156.30748,1071.076782,179.168396
299,2.491,-2.024692,1081.303101,131.616104,71.735466,1342.726074,32.157822,36.471001,1140.756714,84.934433,-108.921455,1284.024414,70.587227,192.664337,1219.658569,114.044144,-70.105125,1426.487915,-0.374578,211.881653,1371.755371,94.105431,-130.406326,1167.661011,178.059189,27.63295,1280.12439,59.685589,156.956909,1070.124512,172.118103
300,2.5,-1.045099,1080.977051,122.140251,72.749306,1345.78772,30.373331,37.407932,1141.747559,78.047829,-107.485725,1285.516113,66.98983,193.305267,1220.71582,111.496101,-69.202957,1429.466309,-1.184443,212.061874,1373.175415,94.731155,-130.115097,1165.504028,170.231003,28.608259,1281.984131,55.352276,157.579834,1068.978882,163.983154
301,2.508,0.041675,1080.811768,113.563766,73.667976,1348.443848,29.033333,38.89333,1143.6875,71.531303,-105.91304,1286.816528,64.026337,193.837265,1221.782715,109.02317,-68.475945,1432.099365,-1.732047,212.129791,1374.311035,95.444061,-129.867859,1163.603394,162.849655,29.519163,1283.667603,51.796368,158.279678,1068.265503,156.473572
302,2.516,1.193875,1080.666382,104.617317,74.643402,1351.254761,27.650307,40.022396,1144.845459,65.33593,-104.486839,1287.994141,60.887611,194.631378,1222.756958,106.683769,-67.70118,1434.585938,-2.282039,212.202408,1375.402222,96.348778,-129.711121,1161.52771,154.967041,30.58802,1285.453613,48.129578,159.08815,1067.658691,148.667755
303,2.524,2.328253,1080.732178,95.605034,75.57106,1353.975464,26.533939,41.624409,1146.696777,58.617496,-103.023872,1289.358765,57.856178,195.564209,1223.853394,104.102196,-67.075912,1437.215332,-2.643461,212.194519,1376.436279,97.407074,-129.456818,1159.447266,146.686447,31.76856,1287.245483,44.721516,160.103973,1067.351685,140.933823
304,2.533,3.858091,1081.07605,85.266068,76.59565,1356.984009,25.509287,43.678127,1148.958862,50.766136,-101.683571,1290.86853,54.627422,196.697922,1224.949341,101.780678,-66.188126,1439.982422,-3.073703,212.057709,1377.435913,98.698013,-129.19902,1157.37146,136.919998,32.862877,1289.316528,41.134106,161.378967,1067.096558,132.361221
305,2.541,5.61638,1081.696533,75.891335,77.631592,1359.592285,24.778292,45.804909,1150.856567,44.022648,-100.425995,1292.280029,51.673626,197.01564,1226.111938,99.423538,-65.894905,1442.261963,-3.601467,211.919022,1378.263306,99.973129,-128.744537,1155.621948,127.683968,33.762321,1291.179077,38.01442,162.516235,1067.187256,124.487236
306,2.549,7.353685,1082.625488,66.531166,78.671921,1362.094971,24.135937,47.461964,1152.407349,37.656551,-98.949005,1293.633911,48.66045,197.828751,1227.115601,97.62532,-65.289024,1444.618896,-3.837291,211.633499,1378.998291,101.334251,-128.405731,1153.98291,118.250534,34.805416,1293.033569,35.124237,163.531693,1067.546387,116.829155
307,2.558,9.521602,1083.713379,55.929081,79.630806,1364.710815,23.684484,48.967007,1154.743774,30.175045,-97.264488,1294.932617,45.542583,198.304703,1228.453247,95.021172,-64.559975,1447.199585,-3.946291,211.224777,1379.66272,102.93293,-127.86792,1152.593506,107.281654,35.818089,1295.25061,31.930164,164.65416,1067.930298,108.794373
308,2.566,11.587539,1085.079468,46.807526,80.331902,1366.996216,23.561281,50.59087,1156.955688,23.894264,-95.793228,1296.075684,42.79134,199.854965,1229.723633,92.959076,-64.064362,1449.327515,-3.963279,210.9888,1380.184814,104.486107,-127.19841,1151.5271,97.332718,36.598095,1297.564209,29.132833,165.801712,1068.569702,101.540428
309,2.575,14.017427,1086.427612,36.634464,80.986946,1369.469604,23.598024,52.772579,1159.432007,16.861689,-94.092392,1297.19043,39.498005,200.831284,1230.97998,90.704651,-63.773468,1451.562378,-4.067359,210.457672,1380.6604,106.061516,-126.362427,1150.608643,85.976074,37.150749,1300.188354,26.333282,167.345535,1069.554565,93.799568
310,2.583,16.256905,1087.76355,27.88142,81.623894,1371.657593,23.715881,54.878422,1161.89624,10.326385,-92.665192,1298.306763,36.435238,195.833496,1230.192627,91.868011,-63.244446,1453.393921,-4.105989,210.08371,1381.019897,107.762589,-125.412788,1150.001465,75.854691,37.993065,1301.925659,24.183422,168.695755,1070.317017,87.264542
311,2.591,18.483614,1089.417358,19.184526,82.216309,1373.759644,23.856396,56.669472,1164.979736,3.88992,-91.360748,1299.126831,32.947872,195.829391,1230.970215,90.62458,-62.968239,1455.127563,-3.98708,209.785217,1381.289062,109.044121,-124.272392,1149.616333,65.36422,38.801498,1303.590698,22.585917,170.028046,1071.456665,80.878906
312,2.6,21.154926,1091.541138,9.49031,82.717857,1375.989258,24.238501,59.131397,1168.213867,-2.614399,-90.151726,1300.157959,29.067343,196.128296,1232.509155,88.667168,-62.794662,1457.067871,-3.745856,209.352631,1381.537842,110.680939,-122.364433,1149.235474,53.645844,39.790329,1305.155029,21.159382,171.650375,1072.692627,73.895477
313,2.608,23.832928,1093.543701,1.001093,83.020012,1377.826782,24.920677,61.585888,1170.772827,-8.178391,-88.927895,1301.075073,25.360668,196.554001,1233.433838,87.203728,-62.701843,1458.655151,-3.604863,208.964264,1381.717163,111.926125,-120.693893,1149.239014,44.109203,40.552746,1306.369629,19.9219,173.171021,1073.988647,68.065552
314,2.616,26.834354,1095.8396,-7.188631,83.249542,1379.52002,25.403002,64.11808,1173.193115,-13.513434,-87.734886,1301.673828,21.3557,196.980362,1234.297241,85.776703,-62.540298,1460.1875,-3.233141,208.809555,1381.899292,113.340752,-118.793518,1149.395996,34.057388,41.293163,1307.788086,18.87825,174.626602,1075.377563,62.471493
315,2.625,30.203335,1098.633911,-16.36426,83.34417,1381.332397,26.348345,66.807655,1176.050049,-18.782612,-86.507294,1302.554565,16.752501,197.303497,1235.481689,83.746414,-62.367043,1461.877197,-2.957996,208.430756,1382.133667,114.578552,-116.661713,1149.788696,22.870644,42.10144,1309.622803,17.529402,176.566422,1076.78894,56.314999
316,2.633,33.389957,1101.146118,-24.207411,83.435127,1382.77478,26.976906,69.209808,1178.685303,-23.604326,-85.508797,1303.414307,12.561267,198.148743,1236.728027,82.027893,-62.500053,1463.050415,-2.753298,207.933746,1382.231567,115.764984,-114.582649,1150.371216,13.37264,42.66151,1311.175171,16.557508,178.141708,1078.70166,50.956394
317,2.641,36.48703,1103.73999,-31.344296,83.443031,1383.985352,27.957916,71.89167,1181.494141,-28.014,-84.735504,1304.206665,8.261229,198.62355,1237.832275,80.567505,-62.371567,1464.088379,-2.273856,207.696259,1382.357666,117.014664,-112.526329,1150.880127,4.084041,43.271332,1312.469604,15.94989,179.434937,1080.455688,46.436314
318,2.649,39.578869,1106.593994,-38.38242,83.396652,1385.272095,28.797966,74.478035,1184.418701,-32.127998,-84.00161,1305.195312,3.292477,199.196136,1239.037964,79.059189,-62.484344,1465.106445,-1.935503,207.448608,1382.41394,118.177429,-110.42984,1151.762207,-5.104203,43.917519,1313.69751,15.33881,180.781433,1082.058838,41.963825
319,2.658,43.078896,1109.87854,-46.055714,83.138191,1386.932129,29.709284,77.077782,1187.630127,-36.516552,-82.896248,1306.15625,-1.71585,199.862762,1240.127563,77.762718,-62.526993,1466.2146,-1.355763,206.973831,1382.338379,119.444191,-108.058266,1152.66333,-15.127262,44.648376,1314.866333,14.643008,182.556885,1083.464844,37.246704
320,2.666,45.830864,1113.05188,-52.527393,82.807045,1388.330811,30.558178,79.407425,1190.528564,-40.133286,-81.715324,1306.795288,-5.716473,200.63002,1240.728149,76.787254,-62.646954,1466.767578,-0.804394,206.649963,1382.083496,120.895851,-105.93441,1153.620483,-23.675207,45.244022,1316.074585,14.306362,184.063766,1084.796021,33.598843
321,2.674,48.188984,1116.21106,-58.502476,82.456177,1389.352295,31.464928,81.857155,1193.364624,-43.341709,-80.778763,1307.645142,-10.085525,201.518082,1241.344604,75.824608,-62.764816,1467.091553,-0.287162,206.299591,1381.86145,122.203239,-104.027267,1154.580078,-31.858624,45.718418,1317.048096,14.075416,185.395264,1086.189941,29.878859
322,2.683,51.090767,1119.380493,-64.627914,81.955238,1390.62085,32.674427,84.39238,1196.411499,-46.113457,-79.930496,1308.582764,-15.103646,202.444901,1241.972534,74.629578,-63.207142,1467.370117,0.186552,205.73468,1381.594971,123.837822,-101.606308,1155.898926,-40.951939,46.331772,1317.798828,13.776855,187.027298,1087.766113,26.295643
323,2.691,54.091385,1121.578125,-69.168182,81.733345,1391.378052,33.689224,86.351028,1199.244507,-48.266582,-79.19796,1309.308472,-19.553503,203.273285,1242.845581,73.577133,-63.261726,1467.430786,0.903301,205.332474,1381.345947,125.071388,-99.511971,1156.811157,-48.888176,46.799068,1318.20105,13.701449,188.38208,1089.004395,23.109756
324,2.7,57.607185,1124.015747,-73.902649,81.67395,1391.684082,35.223469,88.420372,1201.819946,-50.374992,-78.278664,1310.282593,-24.107044,204.099716,1243.536865,72.983009,-63.365101,1467.243774,1.643557,204.708954,1380.926025,126.54969,-97.11866,1158.005615,-57.31636,47.214447,1318.71814,13.78141,190.021774,1090.407471,20.168571
325,2.708,60.54451,1126.051025,-77.749763,81.73275,1392.050293,36.826847,90.040871,1203.924194,-51.805161,-77.55777,1311.032471,-28.038206,204.982712,1244.473022,72.439369,-63.767754,1466.844482,2.355636,204.305283,1380.373779,128.143784,-95.065872,1159.083008,-64.619423,47.461174,1319.012939,13.918898,191.433777,1091.749634,17.52656
326,2.716,63.26107,1128.047485,-81.226028,81.605789,1392.225586,37.891548,91.567009,1205.707764,-53.056194,-76.754967,1311.485229,-31.947344,205.835556,1245.366699,72.051117,-64.024292,1466.074219,3.1847,203.797958,1379.774292,129.687241,-92.888741,1160.0448,-71.580025,47.630848,1319.075073,14.097845,192.987686,1092.750732,15.351243
